Requirement ID,Field name,Group heading,Value classification,Parsed value,Raw group field
KBDL-FND-004,Specification location,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Uniform default,"[foundations/spacing-layout.md §1, §3](foundations/spacing-layout.md#1-spacing-and-sizing-logic)","[foundations/spacing-layout.md §1, §3](foundations/spacing-layout.md#1-spacing-and-sizing-logic)"
KBDL-FND-003,Lifecycle status,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Missing,MISSING,MISSING
KBDL-FND-004,Lifecycle status,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Missing,MISSING,MISSING
KBDL-FND-003,Provenance,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Missing,MISSING,MISSING
KBDL-FND-004,Provenance,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Missing,MISSING,MISSING
KBDL-FND-003,Validation classification,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Uniform default,Not verified,Not verified
KBDL-FND-004,Validation classification,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Uniform default,Not verified,Not verified
KBDL-FND-003,Authority,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Missing,MISSING,MISSING
KBDL-FND-004,Authority,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Missing,MISSING,MISSING
KBDL-FND-003,Validation method,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Uniform default,Manual review of spacing usage and breakpoint justification once `RSP` requirements exist.,Manual review of spacing usage and breakpoint justification once `RSP` requirements exist.
KBDL-FND-004,Validation method,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Uniform default,Manual review of spacing usage and breakpoint justification once `RSP` requirements exist.,Manual review of spacing usage and breakpoint justification once `RSP` requirements exist.
KBDL-FND-003,Validation evidence,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Uniform default,Not verified — no responsive-behavior module exists yet.,Not verified — no responsive-behavior module exists yet.
KBDL-FND-004,Validation evidence,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Uniform default,Not verified — no responsive-behavior module exists yet.,Not verified — no responsive-behavior module exists yet.
KBDL-FND-003,Known limitation,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Uniform default,Cannot be fully validated until `RSP` requirements exist.,Cannot be fully validated until `RSP` requirements exist.
KBDL-FND-004,Known limitation,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Uniform default,Cannot be fully validated until `RSP` requirements exist.,Cannot be fully validated until `RSP` requirements exist.
KBDL-FND-003,Packet or tracking destination,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Missing,MISSING,MISSING
KBDL-FND-004,Packet or tracking destination,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Missing,MISSING,MISSING
KBDL-FND-003,Pending dependencies,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Missing,MISSING,MISSING
KBDL-FND-004,Pending dependencies,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Missing,MISSING,MISSING
KBDL-FND-003,Related decision,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Uniform default,"KBDL-DEC-003, KBDL-DEC-007","KBDL-DEC-003, KBDL-DEC-007"
KBDL-FND-004,Related decision,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Uniform default,"KBDL-DEC-003, KBDL-DEC-007","KBDL-DEC-003, KBDL-DEC-007"
KBDL-FND-003,Notes or exclusions,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Uniform default,Restates locked rules from [principles.md §5.1](principles.md#51-locked-identity-rules) at foundation-level specificity.,Restates locked rules from [principles.md §5.1](principles.md#51-locked-identity-rules) at foundation-level specificity.
KBDL-FND-004,Notes or exclusions,"Spacing rhythm and responsive content priority (KBDL-FND-003, KBDL-FND-004)",Uniform default,Restates locked rules from [principles.md §5.1](principles.md#51-locked-identity-rules) at foundation-level specificity.,Restates locked rules from [principles.md §5.1](principles.md#51-locked-identity-rules) at foundation-level specificity.
KBDL-FND-005,Blueprint section,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Uniform default,Depth semantics; icon and media accessibility anticipation,Depth semantics; icon and media accessibility anticipation
KBDL-FND-006,Blueprint section,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Uniform default,Depth semantics; icon and media accessibility anticipation,Depth semantics; icon and media accessibility anticipation
KBDL-FND-007,Blueprint section,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Uniform default,Depth semantics; icon and media accessibility anticipation,Depth semantics; icon and media accessibility anticipation
KBDL-FND-005,Roadmap prompt,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Uniform default,KBDL-003,KBDL-003
KBDL-FND-006,Roadmap prompt,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Uniform default,KBDL-003,KBDL-003
KBDL-FND-007,Roadmap prompt,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Uniform default,KBDL-003,KBDL-003
KBDL-FND-005,Specification location,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Uniform default,"[foundations/shape-depth.md §3](foundations/shape-depth.md#3-elevation-and-depth), [foundations/iconography-media.md §1.1, §2.1](foundations/iconography-media.md#1-iconography)","[foundations/shape-depth.md §3](foundations/shape-depth.md#3-elevation-and-depth), [foundations/iconography-media.md §1.1, §2.1](foundations/iconography-media.md#1-iconography)"
KBDL-FND-006,Specification location,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Uniform default,"[foundations/shape-depth.md §3](foundations/shape-depth.md#3-elevation-and-depth), [foundations/iconography-media.md §1.1, §2.1](foundations/iconography-media.md#1-iconography)","[foundations/shape-depth.md §3](foundations/shape-depth.md#3-elevation-and-depth), [foundations/iconography-media.md §1.1, §2.1](foundations/iconography-media.md#1-iconography)"
KBDL-FND-007,Specification location,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Uniform default,"[foundations/shape-depth.md §3](foundations/shape-depth.md#3-elevation-and-depth), [foundations/iconography-media.md §1.1, §2.1](foundations/iconography-media.md#1-iconography)","[foundations/shape-depth.md §3](foundations/shape-depth.md#3-elevation-and-depth), [foundations/iconography-media.md §1.1, §2.1](foundations/iconography-media.md#1-iconography)"
KBDL-FND-005,Lifecycle status,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Missing,MISSING,MISSING
KBDL-FND-006,Lifecycle status,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Missing,MISSING,MISSING
KBDL-FND-007,Lifecycle status,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Missing,MISSING,MISSING
KBDL-FND-005,Provenance,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Missing,MISSING,MISSING
KBDL-FND-006,Provenance,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Missing,MISSING,MISSING
KBDL-FND-007,Provenance,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Missing,MISSING,MISSING
KBDL-FND-005,Validation classification,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Uniform default,Not verified,Not verified
KBDL-FND-006,Validation classification,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Uniform default,Not verified,Not verified
KBDL-FND-007,Validation classification,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Uniform default,Not verified,Not verified
KBDL-FND-005,Authority,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Missing,MISSING,MISSING
KBDL-FND-006,Authority,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Missing,MISSING,MISSING
KBDL-FND-007,Authority,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Missing,MISSING,MISSING
KBDL-FND-005,Validation method,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Uniform default,"Manual review confirming each elevation level states a simplified fallback, and that icon/media required principles explicitly state the state-clarity and reduced-motion anticipation rules.","Manual review confirming each elevation level states a simplified fallback, and that icon/media required principles explicitly state the state-clarity and reduced-motion anticipation rules."
KBDL-FND-006,Validation method,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Uniform default,"Manual review confirming each elevation level states a simplified fallback, and that icon/media required principles explicitly state the state-clarity and reduced-motion anticipation rules.","Manual review confirming each elevation level states a simplified fallback, and that icon/media required principles explicitly state the state-clarity and reduced-motion anticipation rules."
KBDL-FND-007,Validation method,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Uniform default,"Manual review confirming each elevation level states a simplified fallback, and that icon/media required principles explicitly state the state-clarity and reduced-motion anticipation rules.","Manual review confirming each elevation level states a simplified fallback, and that icon/media required principles explicitly state the state-clarity and reduced-motion anticipation rules."
KBDL-FND-005,Validation evidence,"Elevation and icon/media accessibility anticipation (KBDL-FND-005, KBDL-FND-006, KBDL-FND-007)",Uniform default,"Manual completeness review recorded in the KBDL-003 commit — confirmed all five elevation levels list a non-shadow-dependent fallback, and both icon and media sections state their respective anticipation requirements.","Manual completeness review recorded in the KBDL-003 commit — confirmed all five elevation levels list a non-shadow-dependent fallback, and both icon and media sections state their respective anticipation requirements."
