Requirement ID,Field name,Field ownership class,Primary source type,Primary source path,Primary source section or anchor,Derivation rule,Authoritative expected value,Normative-block value,Approved-decision or confirmation value,Ledger value,Readable-group value,Effective value,Precedence result,Conflict result,Validation result,Defect details
KBDL-THM-006,Blueprint section,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-006,Administrative grouping derived from readable traceability group,Accessibility cannot be weakened by a project theme override; shared theme architecture across profiles,ABSENT,Not applicable,Accessibility cannot be weakened by a project theme override; shared theme architecture across profiles,GROUP PRESENT,Accessibility cannot be weakened by a project theme override; shared theme architecture across profiles,Owned fallback applied,None,PASS,None
KBDL-THM-006,Roadmap prompt,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-006,Derived from owning module and approved roadmap sequence,KBDL-004 (narrowed KBDL-004-R1),ABSENT,Not applicable,KBDL-004 (narrowed KBDL-004-R1),GROUP PRESENT,KBDL-004 (narrowed KBDL-004-R1),Owned fallback applied,None,PASS,None
KBDL-THM-006,Specification location,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-006,Derived from normative source file and validated heading anchor,themes/README.md#8-project-profile-theme-interpretation,[§8](#8-project-profile-theme-interpretation).,Not applicable,themes/README.md#8-project-profile-theme-interpretation,GROUP PRESENT,themes/README.md#8-project-profile-theme-interpretation,Higher source preserved,None,PASS,None
KBDL-THM-006,Lifecycle status,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,themes/README.md,KBDL-THM-006,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Approved,Approved,Not applicable,Approved,GROUP PRESENT,Approved,Higher source preserved,None,PASS,None
KBDL-THM-006,Provenance,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,themes/README.md,KBDL-THM-006,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Confirmed,Confirmed,Not applicable,Confirmed,GROUP PRESENT,Confirmed,Higher source preserved,None,PASS,None
KBDL-THM-006,Validation classification,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,themes/README.md,KBDL-THM-006,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Not verified,Not verified,Not applicable,Not verified,GROUP PRESENT,Not verified,Higher source preserved,None,PASS,None
KBDL-THM-006,Verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-THM-006,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-THM-006,Not-verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-THM-006,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Not verified,ABSENT,Not applicable,Not verified,GROUP PRESENT,Not verified,Owned fallback applied,None,PASS,None
KBDL-THM-006,Authority,B — Governance-owned,AR2/decision/standard resolution of candidate expression,evidence/kbdl-011-r13/artifacts/approved-authority-chain-audit.csv,KBDL-THM-006,Ledger expression is candidate only; independently resolve every target and scope,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: Confirmed,ABSENT,PASS,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: Confirmed,GROUP PRESENT,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: Confirmed,Owned fallback applied,None,PASS,None
KBDL-THM-006,Validation method,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,themes/README.md,KBDL-THM-006,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Manual cross-profile review once the project-profiles module is approved.,Manual cross-profile review once the project-profiles module is approved.,Not applicable,Manual cross-profile review once the project-profiles module is approved,GROUP PRESENT,Manual cross-profile review once the project-profiles module is approved.,Higher source preserved,None,PASS,None
KBDL-THM-006,Validation evidence,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-THM-006,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Not verified — no project theme or PRO module exists yet,ABSENT,Not applicable,Not verified — no project theme or PRO module exists yet,GROUP PRESENT,Not verified — no project theme or PRO module exists yet,Owned fallback applied,None,PASS,None
KBDL-THM-006,Known limitation,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-THM-006,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Cannot be fully validated until PRO requirements exist,ABSENT,Not applicable,Cannot be fully validated until PRO requirements exist,GROUP PRESENT,Cannot be fully validated until PRO requirements exist,Owned fallback applied,None,PASS,None
KBDL-THM-006,Packet or tracking destination,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-006,Derived from exact packet/tracking row; Approved permits explicit None,None — Approved,ABSENT,Not applicable,None — Approved,GROUP PRESENT,None — Approved,Owned fallback applied,None,PASS,None
KBDL-THM-006,Pending dependencies,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-006,Derived from normative metadata or tracking row; explicit None permitted,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-THM-006,Related decision,B — Governance-owned,Approved decision register or explicit None,decision-register.md,KBDL-THM-006,Every cited decision must exist and be Approved; None is explicit,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-THM-006,Notes or exclusions,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-006,Administrative reconciliation note bounded by higher-priority sources,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,Not applicable,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,GROUP PRESENT,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Owned fallback applied,None,PASS,None
KBDL-THM-007,Requirement ID,A — Normative-owned,Normative requirement block,themes/README.md,KBDL-THM-007,ID parsed from normative block heading,KBDL-THM-007,KBDL-THM-007,Not applicable,KBDL-THM-007,GROUP PRESENT,KBDL-THM-007,Higher source preserved,None,PASS,None
KBDL-THM-007,Blueprint section,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-007,Administrative grouping derived from readable traceability group,Light and dark theme semantic mappings,ABSENT,Not applicable,Light and dark theme semantic mappings,GROUP PRESENT,Light and dark theme semantic mappings,Owned fallback applied,None,PASS,None
KBDL-THM-007,Roadmap prompt,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-007,Derived from owning module and approved roadmap sequence,KBDL-004,ABSENT,Not applicable,KBDL-004,GROUP PRESENT,KBDL-004,Owned fallback applied,None,PASS,None
KBDL-THM-007,Specification location,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-007,Derived from normative source file and validated heading anchor,themes/light-theme.md#1-canvas-and-surfaces,[light-theme.md](light-theme.md).,Not applicable,themes/light-theme.md#1-canvas-and-surfaces,GROUP PRESENT,themes/light-theme.md#1-canvas-and-surfaces,Higher source preserved,None,PASS,None
KBDL-THM-007,Lifecycle status,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,themes/README.md,KBDL-THM-007,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Approved,Approved,Not applicable,Approved,GROUP PRESENT,Approved,Higher source preserved,None,PASS,None
KBDL-THM-007,Provenance,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,themes/README.md,KBDL-THM-007,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,User-provided,User-provided,Not applicable,User-provided (project-owner approval),GROUP PRESENT,User-provided,Higher source preserved,None,PASS,None
KBDL-THM-007,Validation classification,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,themes/README.md,KBDL-THM-007,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Mixed — Verified / Not verified,Mixed — Verified / Not verified,Not applicable,Mixed — Verified / Not verified,GROUP PRESENT,Mixed — Verified / Not verified,Higher source preserved,None,PASS,None
KBDL-THM-007,Verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-THM-007,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Verified for the opaque contrast pairs listed in light-theme.md and validation.md; Not verified for the excluded opacity values or for suitability beyond the tested pairs,ABSENT,Not applicable,Verified for the opaque contrast pairs listed in light-theme.md and validation.md; Not verified for the excluded opacity values or for suitability beyond the tested pairs,GROUP PRESENT,Verified for the opaque contrast pairs listed in light-theme.md and validation.md; Not verified for the excluded opacity values or for suitability beyond the tested pairs,Owned fallback applied,None,PASS,None
KBDL-THM-007,Not-verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-THM-007,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Verified for the opaque contrast pairs listed in light-theme.md and validation.md; Not verified for the excluded opacity values or for suitability beyond the tested pairs,ABSENT,Not applicable,Verified for the opaque contrast pairs listed in light-theme.md and validation.md; Not verified for the excluded opacity values or for suitability beyond the tested pairs,GROUP PRESENT,Verified for the opaque contrast pairs listed in light-theme.md and validation.md; Not verified for the excluded opacity values or for suitability beyond the tested pairs,Owned fallback applied,None,PASS,None
KBDL-THM-007,Authority,B — Governance-owned,AR2/decision/standard resolution of candidate expression,evidence/kbdl-011-r13/artifacts/approved-authority-chain-audit.csv,KBDL-THM-007,Ledger expression is candidate only; independently resolve every target and scope,Approved (opaque mappings only; the three excluded opacity values remain Recommended); project-owner-approved KBDL-004 implementation prompt,ABSENT,PASS,Approved (opaque mappings only; the three excluded opacity values remain Recommended); project-owner-approved KBDL-004 implementation prompt,GROUP PRESENT,Approved (opaque mappings only; the three excluded opacity values remain Recommended); project-owner-approved KBDL-004 implementation prompt,Owned fallback applied,None,PASS,None
KBDL-THM-007,Validation method,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,themes/README.md,KBDL-THM-007,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,"WCAG relative-luminance contrast calculation (completed, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).","WCAG relative-luminance contrast calculation (completed, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).",Not applicable,"WCAG relative-luminance contrast calculation (completed, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved))",GROUP PRESENT,"WCAG relative-luminance contrast calculation (completed, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).",Higher source preserved,None,PASS,None
KBDL-THM-007,Validation evidence,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-THM-007,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior","themes/validation.md §3 — 52 pairs tested, all opaque, all passing their applicable threshold except 4 explicitly decorative-exempt borders/gridlines. The two Informational failures identified in the original KBDL-004 report (3.78:1, 4.21:1) are resolved by a revised hue (#164499) for the Text/Icon/Border/Strong-surface roles, with neutral-10 correctly retained for On-strong-surface content (role assignment corrected under KBDL-004-R2) — see adaptation.md §5.2. The Media caption row was corrected under KBDL-004-R2 to describe a fully opaque neutral-100 band (17.17:1 is directly correct for this pair, not inherited or assumed)",ABSENT,Not applicable,"themes/validation.md §3 — 52 pairs tested, all opaque, all passing their applicable threshold except 4 explicitly decorative-exempt borders/gridlines. The two Informational failures identified in the original KBDL-004 report (3.78:1, 4.21:1) are resolved by a revised hue (#164499) for the Text/Icon/Border/Strong-surface roles, with neutral-10 correctly retained for On-strong-surface content (role assignment corrected under KBDL-004-R2) — see adaptation.md §5.2. The Media caption row was corrected under KBDL-004-R2 to describe a fully opaque neutral-100 band (17.17:1 is directly correct for this pair, not inherited or assumed)",GROUP PRESENT,"themes/validation.md §3 — 52 pairs tested, all opaque, all passing their applicable threshold except 4 explicitly decorative-exempt borders/gridlines. The two Informational failures identified in the original KBDL-004 report (3.78:1, 4.21:1) are resolved by a revised hue (#164499) for the Text/Icon/Border/Strong-surface roles, with neutral-10 correctly retained for On-strong-surface content (role assignment corrected under KBDL-004-R2) — see adaptation.md §5.2. The Media caption row was corrected under KBDL-004-R2 to describe a fully opaque neutral-100 band (17.17:1 is directly correct for this pair, not inherited or assumed)",Owned fallback applied,None,PASS,None
KBDL-THM-007,Known limitation,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-THM-007,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior","Approval covers the opaque mappings only; opacity values must not be treated as Approved or implemented until a future decision addresses them. The dark theme was independently designed, not inverted from light — see dark-theme.md § Design Strategy for the neutral-60/neutral-50 asymmetry this produced. Translucent opacity values remain entirely out of scope for this row",ABSENT,Not applicable,"Approval covers the opaque mappings only; opacity values must not be treated as Approved or implemented until a future decision addresses them. The dark theme was independently designed, not inverted from light — see dark-theme.md § Design Strategy for the neutral-60/neutral-50 asymmetry this produced. Translucent opacity values remain entirely out of scope for this row",GROUP PRESENT,"Approval covers the opaque mappings only; opacity values must not be treated as Approved or implemented until a future decision addresses them. The dark theme was independently designed, not inverted from light — see dark-theme.md § Design Strategy for the neutral-60/neutral-50 asymmetry this produced. Translucent opacity values remain entirely out of scope for this row",Owned fallback applied,None,PASS,None
KBDL-THM-007,Packet or tracking destination,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-007,Derived from exact packet/tracking row; Approved permits explicit None,None — Approved,ABSENT,Not applicable,None — Approved,GROUP PRESENT,None — Approved,Owned fallback applied,None,PASS,None
KBDL-THM-007,Pending dependencies,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-007,Derived from normative metadata or tracking row; explicit None permitted,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-THM-007,Related decision,B — Governance-owned,Approved decision register or explicit None,decision-register.md,KBDL-THM-007,Every cited decision must exist and be Approved; None is explicit,KBDL-DEC-013,ABSENT,Not applicable,KBDL-DEC-013,GROUP PRESENT,KBDL-DEC-013,Owned fallback applied,None,PASS,None
KBDL-THM-007,Notes or exclusions,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-007,Administrative reconciliation note bounded by higher-priority sources,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,Not applicable,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,GROUP PRESENT,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Owned fallback applied,None,PASS,None
KBDL-THM-008,Requirement ID,A — Normative-owned,Normative requirement block,themes/README.md,KBDL-THM-008,ID parsed from normative block heading,KBDL-THM-008,KBDL-THM-008,Not applicable,KBDL-THM-008,GROUP PRESENT,KBDL-THM-008,Higher source preserved,None,PASS,None
KBDL-THM-008,Blueprint section,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-008,Administrative grouping derived from readable traceability group,Light and dark theme semantic mappings,ABSENT,Not applicable,Light and dark theme semantic mappings,GROUP PRESENT,Light and dark theme semantic mappings,Owned fallback applied,None,PASS,None
KBDL-THM-008,Roadmap prompt,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-008,Derived from owning module and approved roadmap sequence,KBDL-004,ABSENT,Not applicable,KBDL-004,GROUP PRESENT,KBDL-004,Owned fallback applied,None,PASS,None
KBDL-THM-008,Specification location,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-008,Derived from normative source file and validated heading anchor,themes/dark-theme.md#1-elevation-strategy,[dark-theme.md](dark-theme.md).,Not applicable,themes/dark-theme.md#1-elevation-strategy,GROUP PRESENT,themes/dark-theme.md#1-elevation-strategy,Higher source preserved,None,PASS,None
KBDL-THM-008,Lifecycle status,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,themes/README.md,KBDL-THM-008,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Approved,Approved,Not applicable,Approved,GROUP PRESENT,Approved,Higher source preserved,None,PASS,None
KBDL-THM-008,Provenance,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,themes/README.md,KBDL-THM-008,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,User-provided,User-provided,Not applicable,User-provided (project-owner approval),GROUP PRESENT,User-provided,Higher source preserved,None,PASS,None
KBDL-THM-008,Validation classification,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,themes/README.md,KBDL-THM-008,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Mixed — Verified / Not verified,Mixed — Verified / Not verified,Not applicable,Mixed — Verified / Not verified,GROUP PRESENT,Mixed — Verified / Not verified,Higher source preserved,None,PASS,None
KBDL-THM-008,Verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-THM-008,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Verified for the opaque contrast pairs listed in dark-theme.md and validation.md; Not verified for the excluded opacity values or for suitability beyond the tested pairs,ABSENT,Not applicable,Verified for the opaque contrast pairs listed in dark-theme.md and validation.md; Not verified for the excluded opacity values or for suitability beyond the tested pairs,GROUP PRESENT,Verified for the opaque contrast pairs listed in dark-theme.md and validation.md; Not verified for the excluded opacity values or for suitability beyond the tested pairs,Owned fallback applied,None,PASS,None
KBDL-THM-008,Not-verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-THM-008,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Verified for the opaque contrast pairs listed in dark-theme.md and validation.md; Not verified for the excluded opacity values or for suitability beyond the tested pairs,ABSENT,Not applicable,Verified for the opaque contrast pairs listed in dark-theme.md and validation.md; Not verified for the excluded opacity values or for suitability beyond the tested pairs,GROUP PRESENT,Verified for the opaque contrast pairs listed in dark-theme.md and validation.md; Not verified for the excluded opacity values or for suitability beyond the tested pairs,Owned fallback applied,None,PASS,None
KBDL-THM-008,Authority,B — Governance-owned,AR2/decision/standard resolution of candidate expression,evidence/kbdl-011-r13/artifacts/approved-authority-chain-audit.csv,KBDL-THM-008,Ledger expression is candidate only; independently resolve every target and scope,Approved (opaque mappings only; the three excluded opacity values remain Recommended); project-owner-approved KBDL-004 implementation prompt,ABSENT,PASS,Approved (opaque mappings only; the three excluded opacity values remain Recommended); project-owner-approved KBDL-004 implementation prompt,GROUP PRESENT,Approved (opaque mappings only; the three excluded opacity values remain Recommended); project-owner-approved KBDL-004 implementation prompt,Owned fallback applied,None,PASS,None
KBDL-THM-008,Validation method,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,themes/README.md,KBDL-THM-008,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,"WCAG relative-luminance contrast calculation (completed, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).","WCAG relative-luminance contrast calculation (completed, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).",Not applicable,"WCAG relative-luminance contrast calculation (completed, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved))",GROUP PRESENT,"WCAG relative-luminance contrast calculation (completed, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).",Higher source preserved,None,PASS,None
KBDL-THM-008,Validation evidence,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-THM-008,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior","themes/validation.md §3 — 52 pairs tested, all opaque, all passing their applicable threshold except 4 explicitly decorative-exempt borders/gridlines. The two Informational failures identified in the original KBDL-004 report (3.78:1, 4.21:1) are resolved by a revised hue (#164499) for the Text/Icon/Border/Strong-surface roles, with neutral-10 correctly retained for On-strong-surface content (role assignment corrected under KBDL-004-R2) — see adaptation.md §5.2. The Media caption row was corrected under KBDL-004-R2 to describe a fully opaque neutral-100 band (17.17:1 is directly correct for this pair, not inherited or assumed)",ABSENT,Not applicable,"themes/validation.md §3 — 52 pairs tested, all opaque, all passing their applicable threshold except 4 explicitly decorative-exempt borders/gridlines. The two Informational failures identified in the original KBDL-004 report (3.78:1, 4.21:1) are resolved by a revised hue (#164499) for the Text/Icon/Border/Strong-surface roles, with neutral-10 correctly retained for On-strong-surface content (role assignment corrected under KBDL-004-R2) — see adaptation.md §5.2. The Media caption row was corrected under KBDL-004-R2 to describe a fully opaque neutral-100 band (17.17:1 is directly correct for this pair, not inherited or assumed)",GROUP PRESENT,"themes/validation.md §3 — 52 pairs tested, all opaque, all passing their applicable threshold except 4 explicitly decorative-exempt borders/gridlines. The two Informational failures identified in the original KBDL-004 report (3.78:1, 4.21:1) are resolved by a revised hue (#164499) for the Text/Icon/Border/Strong-surface roles, with neutral-10 correctly retained for On-strong-surface content (role assignment corrected under KBDL-004-R2) — see adaptation.md §5.2. The Media caption row was corrected under KBDL-004-R2 to describe a fully opaque neutral-100 band (17.17:1 is directly correct for this pair, not inherited or assumed)",Owned fallback applied,None,PASS,None
KBDL-THM-008,Known limitation,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-THM-008,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior","Approval covers the opaque mappings only; opacity values must not be treated as Approved or implemented until a future decision addresses them. The dark theme was independently designed, not inverted from light — see dark-theme.md § Design Strategy for the neutral-60/neutral-50 asymmetry this produced. Translucent opacity values remain entirely out of scope for this row",ABSENT,Not applicable,"Approval covers the opaque mappings only; opacity values must not be treated as Approved or implemented until a future decision addresses them. The dark theme was independently designed, not inverted from light — see dark-theme.md § Design Strategy for the neutral-60/neutral-50 asymmetry this produced. Translucent opacity values remain entirely out of scope for this row",GROUP PRESENT,"Approval covers the opaque mappings only; opacity values must not be treated as Approved or implemented until a future decision addresses them. The dark theme was independently designed, not inverted from light — see dark-theme.md § Design Strategy for the neutral-60/neutral-50 asymmetry this produced. Translucent opacity values remain entirely out of scope for this row",Owned fallback applied,None,PASS,None
KBDL-THM-008,Packet or tracking destination,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-008,Derived from exact packet/tracking row; Approved permits explicit None,None — Approved,ABSENT,Not applicable,None — Approved,GROUP PRESENT,None — Approved,Owned fallback applied,None,PASS,None
KBDL-THM-008,Pending dependencies,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-008,Derived from normative metadata or tracking row; explicit None permitted,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-THM-008,Related decision,B — Governance-owned,Approved decision register or explicit None,decision-register.md,KBDL-THM-008,Every cited decision must exist and be Approved; None is explicit,KBDL-DEC-013,ABSENT,Not applicable,KBDL-DEC-013,GROUP PRESENT,KBDL-DEC-013,Owned fallback applied,None,PASS,None
KBDL-THM-008,Notes or exclusions,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-008,Administrative reconciliation note bounded by higher-priority sources,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,Not applicable,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,GROUP PRESENT,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Owned fallback applied,None,PASS,None
KBDL-THM-009,Requirement ID,A — Normative-owned,Normative requirement block,themes/README.md,KBDL-THM-009,ID parsed from normative block heading,KBDL-THM-009,KBDL-THM-009,Not applicable,KBDL-THM-009,GROUP PRESENT,KBDL-THM-009,Higher source preserved,None,PASS,None
KBDL-THM-009,Blueprint section,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-009,Administrative grouping derived from readable traceability group,Status-family theme colors; gradient strategy; color-value expression convention,ABSENT,Not applicable,Status-family theme colors; gradient strategy; color-value expression convention,GROUP PRESENT,Status-family theme colors; gradient strategy; color-value expression convention,Owned fallback applied,None,PASS,None
KBDL-THM-009,Roadmap prompt,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-009,Derived from owning module and approved roadmap sequence,KBDL-004,ABSENT,Not applicable,KBDL-004,GROUP PRESENT,KBDL-004,Owned fallback applied,None,PASS,None
KBDL-THM-009,Specification location,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-009,Derived from normative source file and validated heading anchor,themes/adaptation.md#5-status-family-theme-behavior,[adaptation.md §5](adaptation.md#5-status-family-theme-behavior).,Not applicable,themes/adaptation.md#5-status-family-theme-behavior,GROUP PRESENT,themes/adaptation.md#5-status-family-theme-behavior,Higher source preserved,None,PASS,None
KBDL-THM-009,Lifecycle status,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,themes/README.md,KBDL-THM-009,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Approved,Approved,Not applicable,Approved,GROUP PRESENT,Approved,Higher source preserved,None,PASS,None
KBDL-THM-009,Provenance,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,themes/README.md,KBDL-THM-009,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,User-provided,User-provided,Not applicable,User-provided (project-owner approval),GROUP PRESENT,User-provided,Higher source preserved,None,PASS,None
KBDL-THM-009,Validation classification,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,themes/README.md,KBDL-THM-009,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Mixed — Verified / Not verified,Mixed — Verified / Not verified,Not applicable,Mixed — Verified / Not verified,GROUP PRESENT,Mixed — Verified / Not verified,Higher source preserved,None,PASS,None
KBDL-THM-009,Verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-THM-009,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Verified for the contrast pairs listed (see validation.md); Not verified for suitability beyond the tested pairs,ABSENT,Not applicable,Verified for the contrast pairs listed (see validation.md); Not verified for suitability beyond the tested pairs,GROUP PRESENT,Verified for the contrast pairs listed (see validation.md); Not verified for suitability beyond the tested pairs,Owned fallback applied,None,PASS,None
