Requirement ID,Blueprint section,Roadmap prompt,Specification location,Lifecycle status,Provenance,Validation classification,Verified scope,Not-verified scope,Authority,Validation method,Validation evidence,Known limitation,Packet or tracking destination,Pending dependencies,Related decision,Notes or exclusions,Result,Defect fields
KBDL-PRO-013,Showcase Profile; Precision Profile; Flow Profile; component interpretation per profile,KBDL-009,profiles.md#102-component-interpretation,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual component-composition review.,Not verified — no implementation exists yet,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. Any exact Showcase card-variant or composition default remains new policy:,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-PRO-014,Showcase Profile; Precision Profile; Flow Profile; component interpretation per profile,KBDL-009,profiles.md#112-component-interpretation,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual component-composition review. This requirement does not adopt the pending grid-versus-table threshold (`KBDL-CMP-105`) or data-dense transformation strategy (`KBDL-RSP-011`) as authority — both remain cited only as unapproved context (see [§37](#37-kbdl-008-approval-boundary-audit)).,Not verified — no implementation exists yet,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. Any exact Precision density or component-variant default remains new policy:,None — Approved,"None blocking; KBDL-CMP-105, KBDL-RSP-011 cited as unapproved context only, not adopted as authority",RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-PRO-015,Showcase Profile; Precision Profile; Flow Profile; component interpretation per profile,KBDL-009,profiles.md#122-component-interpretation,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual component-composition review. This requirement does not adopt the pending button-hierarchy (`KBDL-CMP-015`) or form-action-row-ordering (`KBDL-CMP-036`) recommendations as authority for Flow's action sequences — both remain cited only as unapproved context (see [§36](#36-kbdl-007-approval-boundary-audit)).,Not verified — no implementation exists yet,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. Any exact Flow action-hierarchy or workflow-component default remains new policy:,None — Approved,"None blocking; KBDL-CMP-015, KBDL-CMP-036 cited as unapproved context only, not adopted as authority",RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-PRO-016,Showcase Profile; Precision Profile; Flow Profile; component interpretation per profile,KBDL-009,profiles.md#102-component-interpretation,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review (not yet performed); not independently approvable until `KBDL-CMP-067` is approved.,Not verified — no implementation exists yet,Contingent on the unapproved KBDL-008 KBDL-CMP-067; cannot be approved independently through the KBDL-009 packet until KBDL-CMP-067 is approved or replaced,Contingent — [§33.3](#333-unresolved-or-not-approval-ready); not independently approval-ready,KBDL-CMP-067 (KBDL-008) — blocking,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-PRO-017,Showcase Profile; Precision Profile; Flow Profile; component interpretation per profile,KBDL-009,profiles.md#112-component-interpretation,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review (not yet performed).,Not verified — no implementation exists yet,Recommended — grants no implementation authority pending project-owner review; see the decision packet,Approval-ready item 2,"None blocking; KBDL-RSP-002, KBDL-RSP-003 cited as unapproved context only for the eventual exact grid-interaction point, not required for this item's own approval",RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-PRO-018,Showcase Profile; Precision Profile; Flow Profile; component interpretation per profile,KBDL-009,profiles.md#122-component-interpretation,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review (not yet performed); not independently approvable until `KBDL-CMP-015`/`036` are approved.,Not verified — no implementation exists yet,Contingent on the unapproved KBDL-007 KBDL-CMP-015/036; cannot be approved independently through the KBDL-009 packet until those are approved or replaced,Contingent — [§33.3](#333-unresolved-or-not-approval-ready); not independently approval-ready,"KBDL-CMP-015, KBDL-CMP-036 (KBDL-007) — blocking",RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-PRO-019,"Principles/core-component/system-component mapping; content and communication; security, privacy, and correctness; profile conflicts; profile adoption and change management",KBDL-009,profiles.md#14-principles-mapping,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual principle-by-principle review using each principle's review questions ([principles.md §6](principles.md#6-core-principles)).,Not verified — no implementation exists yet,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-PRO-020,"Principles/core-component/system-component mapping; content and communication; security, privacy, and correctness; profile conflicts; profile adoption and change management",KBDL-009,profiles.md#20-core-component-mapping,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual cross-profile component-semantics review.,Not verified — no implementation exists yet,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-PRO-021,"Principles/core-component/system-component mapping; content and communication; security, privacy, and correctness; profile conflicts; profile adoption and change management",KBDL-009,profiles.md#21-system-component-mapping,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual cross-profile component-semantics review.,Not verified — no implementation exists yet,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-PRO-022,"Principles/core-component/system-component mapping; content and communication; security, privacy, and correctness; profile conflicts; profile adoption and change management",KBDL-009,profiles.md#22-content-and-communication-considerations,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual content review. Showcase may emphasize editorial storytelling and project narrative; Precision may emphasize scannable labels and operational precision; Flow may emphasize reassuring instructions and recovery guidance — none of these emphases changes the shared requirements above.,Not verified — no implementation exists yet,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-PRO-023,"Principles/core-component/system-component mapping; content and communication; security, privacy, and correctness; profile conflicts; profile adoption and change management",KBDL-009,profiles.md#23-security-privacy-and-correctness,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual security review. Precision density must not obscure permissions or errors; Showcase expression must not expose private media or metadata; Flow reassurance must not make unconfirmed success claims — each restates the shared rule above for its own emphasis area.,Not verified — no implementation exists yet,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-PRO-024,"Principles/core-component/system-component mapping; content and communication; security, privacy, and correctness; profile conflicts; profile adoption and change management",KBDL-009,profiles.md#24-profile-conflicts-and-exception-handling,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review of any proposed exception against the governance exception process.,Not verified — no implementation exists yet,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-PRO-025,"Principles/core-component/system-component mapping; content and communication; security, privacy, and correctness; profile conflicts; profile adoption and change management",KBDL-009,profiles.md#24-profile-conflicts-and-exception-handling,Approved,Confirmed,Not applicable,None,None,RESOLVED,"Manual scope-compliance review (performed, see implementation report).",Not verified — no implementation exists yet,"Not applicable — scope-control requirement, not independently testable against an implementation",None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-PRO-026,"Principles/core-component/system-component mapping; content and communication; security, privacy, and correctness; profile conflicts; profile adoption and change management",KBDL-009,profiles.md#25-profile-adoption-and-change-management,Approved,Confirmed,Not applicable,None,None,RESOLVED,Manual review of a project's adoption record once one exists.,Not verified — no implementation exists yet,"No project profile adoption record exists yet to review against this requirement's field list. Whether a profile may change after adoption, whether a project may have multiple profile scopes, and how migration is governed are new decisions:",None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-PRO-027,"Principles/core-component/system-component mapping; content and communication; security, privacy, and correctness; profile conflicts; profile adoption and change management",KBDL-009,profiles.md#25-profile-adoption-and-change-management,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review (not yet performed).,Not verified — no implementation exists yet,Recommended — grants no implementation authority pending project-owner review; see the decision packet,Approval-ready item 3,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-PRO-028,"Principles/core-component/system-component mapping; content and communication; security, privacy, and correctness; profile conflicts; profile adoption and change management",KBDL-009,profiles.md#8-profile-selection-and-declaration,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review (not yet performed).,Not verified — no implementation exists yet,Recommended — grants no implementation authority pending project-owner review; see the decision packet,Approval-ready item 4,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-PRO-029,"Principles/core-component/system-component mapping; content and communication; security, privacy, and correctness; profile conflicts; profile adoption and change management",KBDL-009,profiles.md#25-profile-adoption-and-change-management,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review (not yet performed).,Not verified — no implementation exists yet,Recommended — grants no implementation authority pending project-owner review; see the decision packet. Manual customization of a project's KBDL implementation is governed by [customization.md](customization.md); this profile document does not itself authorize a project customization,Approval-ready item 5,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-RSP-001,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management,KBDL-006,responsive.md#4-responsive-content-priority,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented; comparing content inventory across breakpoints.,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until a real layout exists,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-RSP-002,Exact breakpoint thresholds; grid column counts; container widths and reading measures; gutters and responsive spacing,KBDL-006,responsive.md#7-proposed-exact-breakpoint-thresholds,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review (not yet performed); manual implementation review once an implementation exists.,Not verified — no implementation exists yet,These are recommendations awaiting project-owner approval; must not be treated as Approved or implemented until that approval is recorded,responsive.md — 35.2 Recommended Decisions — Ready for Approval — item 1,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-RSP-003,Exact breakpoint thresholds; grid column counts; container widths and reading measures; gutters and responsive spacing,KBDL-006,responsive.md#8-grid-and-column-behavior,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review (not yet performed).,Not verified — no implementation exists yet,These are recommendations awaiting project-owner approval; must not be treated as Approved or implemented until that approval is recorded,responsive.md — 35.2 Recommended Decisions — Ready for Approval — item 2,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-RSP-004,Exact breakpoint thresholds; grid column counts; container widths and reading measures; gutters and responsive spacing,KBDL-006,responsive.md#9-container-widths-and-reading-measures,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review (not yet performed).,Not verified — no implementation exists yet,These are recommendations awaiting project-owner approval; must not be treated as Approved or implemented until that approval is recorded,responsive.md — 35.2 Recommended Decisions — Ready for Approval — item 3,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-RSP-005,Exact breakpoint thresholds; grid column counts; container widths and reading measures; gutters and responsive spacing,KBDL-006,responsive.md#10-gutters-and-responsive-spacing,Recommended,Assumed,Not applicable,None,None,RESOLVED,Project-owner review (not yet performed).,Not verified — no implementation exists yet,These are recommendations awaiting project-owner approval; must not be treated as Approved or implemented until that approval is recorded,responsive.md — 35.2 Recommended Decisions — Ready for Approval — item 4,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-RSP-006,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management,KBDL-006,responsive.md#11-layout-reflow,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual reflow testing once an implementation exists (documented as a distinct method in [§34](#34-responsive-validation-matrix)).,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until a real layout exists,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-RSP-007,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management,KBDL-006,responsive.md#12-source-order-and-reading-order,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual keyboard/screen-reader order review once implemented.,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until a real layout exists,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-RSP-008,Navigation adaptation; content-density adaptation; media and image adaptation; data-dense/tabular content; full-bleed and asymmetric layouts,KBDL-006,responsive.md#13-navigation-adaptation,Recommended,Assumed,Not verified,None,Not verified,RESOLVED,Manual review once implemented; project-owner review of thresholds (not yet performed).,Not verified — no implementation exists yet,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,responsive.md — 35.2 Recommended Decisions — Ready for Approval — item 5,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-RSP-009,Navigation adaptation; content-density adaptation; media and image adaptation; data-dense/tabular content; full-bleed and asymmetric layouts,KBDL-006,responsive.md#14-content-density-adaptation,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented.,Not verified — no implementation exists yet,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-RSP-010,Navigation adaptation; content-density adaptation; media and image adaptation; data-dense/tabular content; full-bleed and asymmetric layouts,KBDL-006,responsive.md#15-media-and-image-adaptation,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented.,Not verified — no implementation exists yet,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-RSP-011,Navigation adaptation; content-density adaptation; media and image adaptation; data-dense/tabular content; full-bleed and asymmetric layouts,KBDL-006,responsive.md#16-data-dense-and-tabular-content,Recommended,Assumed,Not verified,None,Not verified,RESOLVED,Manual review once implemented; project-owner review (not yet performed).,Not verified — no implementation exists yet,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,responsive.md — 35.2 Recommended Decisions — Ready for Approval — item 6,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-RSP-012,Navigation adaptation; content-density adaptation; media and image adaptation; data-dense/tabular content; full-bleed and asymmetric layouts,KBDL-006,responsive.md#17-full-bleed-and-asymmetric-layouts,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented.,Not verified — no implementation exists yet,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-RSP-013,Sticky/fixed regions; safe areas; virtual-keyboard behavior; touch/pointer/keyboard/hybrid input; hover-independent discoverability,KBDL-006,responsive.md#18-sticky-and-fixed-regions,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual keyboard-focus review once implemented.,Not verified — no implementation exists yet,Implementation- and device-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-RSP-014,Sticky/fixed regions; safe areas; virtual-keyboard behavior; touch/pointer/keyboard/hybrid input; hover-independent discoverability,KBDL-006,responsive.md#19-safe-areas-and-viewport-edges,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review on representative devices once implemented.,Not verified — no implementation exists yet,Implementation- and device-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-RSP-015,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management,KBDL-006,responsive.md#20-orientation-changes,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual orientation testing once implemented.,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until a real layout exists,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-RSP-016,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management,KBDL-006,responsive.md#21-zoom-and-enlarged-text,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual zoom/reflow testing once implemented.,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until a real layout exists,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-RSP-017,Sticky/fixed regions; safe areas; virtual-keyboard behavior; touch/pointer/keyboard/hybrid input; hover-independent discoverability,KBDL-006,responsive.md#22-virtual-keyboard-behavior,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual mobile testing once implemented.,Not verified — no implementation exists yet,Implementation- and device-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-RSP-018,Sticky/fixed regions; safe areas; virtual-keyboard behavior; touch/pointer/keyboard/hybrid input; hover-independent discoverability,KBDL-006,responsive.md#23-touch-pointer-keyboard-and-hybrid-input,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual cross-input testing once implemented.,Not verified — no implementation exists yet,Implementation- and device-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-RSP-019,Sticky/fixed regions; safe areas; virtual-keyboard behavior; touch/pointer/keyboard/hybrid input; hover-independent discoverability,KBDL-006,responsive.md#24-hover-independent-discoverability,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented.,Not verified — no implementation exists yet,Implementation- and device-dependent,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-RSP-020,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management,KBDL-006,responsive.md#25-responsive-focus-management,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual keyboard testing once implemented.,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until a real layout exists,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-RSP-021,Responsive motion behavior; performance and low-capability contexts,KBDL-006,responsive.md#26-responsive-motion-behavior,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review once implemented.,Not verified — no implementation exists yet,Performance claims cannot be Verified without a real implementation to measure,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-RSP-022,Responsive motion behavior; performance and low-capability contexts,KBDL-006,responsive.md#27-performance-and-low-capability-contexts,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review; implementation-level performance measurement once an implementation exists.,Not verified — no implementation exists yet,Performance claims cannot be Verified without a real implementation to measure,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-THM-001,Theme architecture and semantic-role inventory,KBDL-004,themes/semantic-roles.md#1-semantic-role-inventory,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review of role usage against the inventory at each later module's approval gate.,Not verified — no component module exists yet to check role usage against,Cannot be fully validated until component modules (CMP) exist,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-THM-002,Light/dark theme parity,KBDL-004,themes/semantic-roles.md#2-semantic-parity,Approved,Confirmed,Verified,Verified (see semantic-roles.md §2 parity matrix),None,RESOLVED,"Parity-matrix completeness check (performed, see validation.md).","Parity matrix in themes/semantic-roles.md § Parity Matrix — 72 unique roles, 72 light mappings, 72 dark mappings, 1 role-level alias (corrected under KBDL-004-R3, previously miscounted as 2), 0 unresolved; recorded in the KBDL-004-R3 commit. The KBDL-004-R1 re-run found and fixed a real table-formatting defect (an inserted paragraph had broken the Status Families table in light-theme.md §5, orphaning its ""Neutral status"" row)",None identified,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-THM-003,Theme-selection precedence — explicit-choice-over-system-preference core,KBDL-004,themes/README.md#5-theme-selection-precedence,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review of precedence logic once implemented.,Not verified — no implementation exists yet,Cannot be validated until an implementation exists,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-THM-004,Theme preference persistence baseline,KBDL-004,themes/README.md#7-persistence-guidance,Approved,User-provided,Not verified,None,Not verified — approval authorizes this baseline; it does not itself constitute implementation validation,RESOLVED,Manual review of persistence design once implemented (not yet performed — approval does not require this to have happened).,"Not verified — no implementation exists yet; approval is a lifecycle decision, not validation evidence",Cannot be validated until an implementation exists,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-THM-005,Accessibility cannot be weakened by a project theme override; shared theme architecture across profiles,KBDL-004,themes/adaptation.md#12-projects-must-not,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual review of any project theme against the documented boundaries.,Not verified — no project theme or PRO module exists yet,Cannot be fully validated until PRO requirements exist,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-THM-006,Accessibility cannot be weakened by a project theme override; shared theme architecture across profiles,KBDL-004,themes/README.md#8-project-profile-theme-interpretation,Approved,Confirmed,Not verified,None,Not verified,RESOLVED,Manual cross-profile review once the project-profiles module is approved.,Not verified — no project theme or PRO module exists yet,Cannot be fully validated until PRO requirements exist,None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-THM-007,Light and dark theme semantic mappings,KBDL-004,themes/light-theme.md,Approved,User-provided,Mixed — Verified / Not verified,Verified for the opaque contrast pairs listed in light-theme.md and validation.md; Not verified for the excluded opacity values or for suitability beyond the tested pairs,Verified for the opaque contrast pairs listed in light-theme.md and validation.md; Not verified for the excluded opacity values or for suitability beyond the tested pairs,RESOLVED,"WCAG relative-luminance contrast calculation (completed, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).","themes/validation.md §3 — 52 pairs tested, all opaque, all passing their applicable threshold except 4 explicitly decorative-exempt borders/gridlines. The two Informational failures identified in the original KBDL-004 report (3.78:1, 4.21:1) are resolved by a revised hue (#164499) for the Text/Icon/Border/Strong-surface roles, with neutral-10 correctly retained for On-strong-surface content (role assignment corrected under KBDL-004-R2) — see adaptation.md §5.2. The Media caption row was corrected under KBDL-004-R2 to describe a fully opaque neutral-100 band (17.17:1 is directly correct for this pair, not inherited or assumed)","Approval covers the opaque mappings only; opacity values must not be treated as Approved or implemented until a future decision addresses them. The dark theme was independently designed, not inverted from light — see dark-theme.md § Design Strategy for the neutral-60/neutral-50 asymmetry this produced. Translucent opacity values remain entirely out of scope for this row",None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-THM-008,Light and dark theme semantic mappings,KBDL-004,themes/dark-theme.md,Approved,User-provided,Mixed — Verified / Not verified,Verified for the opaque contrast pairs listed in dark-theme.md and validation.md; Not verified for the excluded opacity values or for suitability beyond the tested pairs,Verified for the opaque contrast pairs listed in dark-theme.md and validation.md; Not verified for the excluded opacity values or for suitability beyond the tested pairs,RESOLVED,"WCAG relative-luminance contrast calculation (completed, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).","themes/validation.md §3 — 52 pairs tested, all opaque, all passing their applicable threshold except 4 explicitly decorative-exempt borders/gridlines. The two Informational failures identified in the original KBDL-004 report (3.78:1, 4.21:1) are resolved by a revised hue (#164499) for the Text/Icon/Border/Strong-surface roles, with neutral-10 correctly retained for On-strong-surface content (role assignment corrected under KBDL-004-R2) — see adaptation.md §5.2. The Media caption row was corrected under KBDL-004-R2 to describe a fully opaque neutral-100 band (17.17:1 is directly correct for this pair, not inherited or assumed)","Approval covers the opaque mappings only; opacity values must not be treated as Approved or implemented until a future decision addresses them. The dark theme was independently designed, not inverted from light — see dark-theme.md § Design Strategy for the neutral-60/neutral-50 asymmetry this produced. Translucent opacity values remain entirely out of scope for this row",None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-THM-009,Status-family theme colors; gradient strategy; color-value expression convention,KBDL-004,themes/adaptation.md#5-status-family-theme-behavior,Approved,User-provided,Mixed — Verified / Not verified,Verified for the contrast pairs listed (see validation.md); Not verified for suitability beyond the tested pairs,Verified for the contrast pairs listed (see validation.md); Not verified for suitability beyond the tested pairs,RESOLVED,"WCAG relative-luminance contrast calculation (completed, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).","themes/validation.md §3 for the recalculated pairs and themes/adaptation.md §5.2 for the Informational correction record. themes/adaptation.md §4.3 documents both gradient endpoints tested against both candidate text colors and the corrected, fully-opaque caption-band resolution (KBDL-004-R2)","New dark-mode status hues (#7CC4FF, #6FD19A, #E0A840, #FF8A80) were introduced here since the light-mode-only values from KBDL-003 fail contrast against a dark canvas; these dark hues, along with the light-mode Informational value revised to #164499 under KBDL-004-R1, are now Approved as part of the theme layer under KBDL-004-A1 (its correct role assignment — #164499 for Text/Icon/Border/Strong-surface, neutral-10 for On-strong-surface content — was clarified under KBDL-004-R2). Any translucent caption-band variant remains outside this row's approved scope",None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
KBDL-THM-010,Status-family theme colors; gradient strategy; color-value expression convention,KBDL-004,themes/adaptation.md#4-gradient-strategy,Approved,User-provided,Mixed — Verified / Not verified,Verified for the opaque caption-band pair and both gradient endpoints (see validation.md); Not verified for any translucent variant,Verified for the opaque caption-band pair and both gradient endpoints (see validation.md); Not verified for any translucent variant,RESOLVED,"Manual review of worst-case text-over-gradient contrast (performed for the documented example, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).","themes/validation.md §3 for the recalculated pairs and themes/adaptation.md §5.2 for the Informational correction record. themes/adaptation.md §4.3 documents both gradient endpoints tested against both candidate text colors and the corrected, fully-opaque caption-band resolution (KBDL-004-R2)","New dark-mode status hues (#7CC4FF, #6FD19A, #E0A840, #FF8A80) were introduced here since the light-mode-only values from KBDL-003 fail contrast against a dark canvas; these dark hues, along with the light-mode Informational value revised to #164499 under KBDL-004-R1, are now Approved as part of the theme layer under KBDL-004-A1 (its correct role assignment — #164499 for Text/Icon/Border/Strong-surface, neutral-10 for On-strong-surface content — was clarified under KBDL-004-R2). Any translucent caption-band variant remains outside this row's approved scope",None — Approved,None,RESOLVED,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None
