Requirement ID,Blueprint section,Blueprint section source,Roadmap prompt,Roadmap prompt source,Specification location,Specification location source,Lifecycle status,Lifecycle status source,Provenance,Provenance source,Validation classification,Validation classification source,Verified scope,Verified scope source,Not-verified scope,Not-verified scope source,Authority,Authority source,Validation method,Validation method source,Validation evidence,Validation evidence source,Known limitation,Known limitation source,Packet or tracking destination,Packet or tracking destination source,Pending dependencies,Pending dependencies source,Related decision,Related decision source,Notes or exclusions,Notes or exclusions source
KBDL-PRO-015,Showcase Profile; Precision Profile; Flow Profile; component interpretation per profile,exact per-ID ledger,KBDL-009,exact per-ID ledger,profiles.md#122-component-interpretation,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"restates the already-Approved KBDL-CMP-051, KBDL-CMP-066, and KBDL-CMP-090 toast critical-information-persistence requirement",exact per-ID ledger,Manual component-composition review. This requirement does not adopt the pending button-hierarchy (KBDL-CMP-015) or form-action-row-ordering (KBDL-CMP-036) recommendations as authority for Flow's action sequences — both remain cited only as unapproved context (see [§36](#36-kbdl-007-approval-boundary-audit)).,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. Any exact Flow action-hierarchy or workflow-component default remains new policy:,exact per-ID ledger,None — Approved,exact per-ID ledger,"None blocking; KBDL-CMP-015, KBDL-CMP-036 cited as unapproved context only, not adopted as authority",exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-PRO-016,Showcase Profile; Precision Profile; Flow Profile; component interpretation per profile,exact per-ID ledger,KBDL-009,exact per-ID ledger,profiles.md#102-component-interpretation; profiles.md#34-approval-ready-versus-contingent-decisions,exact per-ID ledger,Recommended,exact per-ID ledger,Assumed,exact per-ID ledger,Not applicable,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,exact per-ID ledger,Project-owner review (not yet performed); not independently approvable until KBDL-CMP-067 is approved.,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Contingent on the unapproved KBDL-008 KBDL-CMP-067; cannot be approved independently through the KBDL-009 packet until KBDL-CMP-067 is approved or replaced,exact per-ID ledger,Contingent — [§33.3](#333-unresolved-or-not-approval-ready); not independently approval-ready,exact per-ID ledger,KBDL-CMP-067 (KBDL-008) — blocking,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-PRO-017,Showcase Profile; Precision Profile; Flow Profile; component interpretation per profile,exact per-ID ledger,KBDL-009,exact per-ID ledger,profiles.md#112-component-interpretation; profiles.md#33-kbdl-009-decision-packet,exact per-ID ledger,Recommended,exact per-ID ledger,Assumed,exact per-ID ledger,Not applicable,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,exact per-ID ledger,Project-owner review (not yet performed).,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Recommended — grants no implementation authority pending project-owner review; see the decision packet,exact per-ID ledger,Approval-ready item 2,exact per-ID ledger,"None blocking; KBDL-RSP-002, KBDL-RSP-003 cited as unapproved context only for the eventual exact grid-interaction point, not required for this item's own approval",exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-PRO-018,Showcase Profile; Precision Profile; Flow Profile; component interpretation per profile,exact per-ID ledger,KBDL-009,exact per-ID ledger,profiles.md#122-component-interpretation; profiles.md#34-approval-ready-versus-contingent-decisions,exact per-ID ledger,Recommended,exact per-ID ledger,Assumed,exact per-ID ledger,Not applicable,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,exact per-ID ledger,Project-owner review (not yet performed); not independently approvable until KBDL-CMP-015/036 are approved.,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Contingent on the unapproved KBDL-007 KBDL-CMP-015/036; cannot be approved independently through the KBDL-009 packet until those are approved or replaced,exact per-ID ledger,Contingent — [§33.3](#333-unresolved-or-not-approval-ready); not independently approval-ready,exact per-ID ledger,"KBDL-CMP-015, KBDL-CMP-036 (KBDL-007) — blocking",exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-PRO-019,"Principles/core-component/system-component mapping; content and communication; security, privacy, and correctness; profile conflicts; profile adoption and change management",exact per-ID ledger,KBDL-009,exact per-ID ledger,profiles.md#14-principles-mapping,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"restates the already-Approved KBDL-PRN-003, extended explicitly to per-profile mapping",exact per-ID ledger,Manual principle-by-principle review using each principle's review questions ([principles.md §6](principles.md#6-core-principles)).,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-PRO-020,"Principles/core-component/system-component mapping; content and communication; security, privacy, and correctness; profile conflicts; profile adoption and change management",exact per-ID ledger,KBDL-009,exact per-ID ledger,profiles.md#20-core-component-mapping,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,restates and extends the already- Approved KBDL-CMP-051 explicitly to this module's own mapping,exact per-ID ledger,Manual cross-profile component-semantics review.,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-PRO-021,"Principles/core-component/system-component mapping; content and communication; security, privacy, and correctness; profile conflicts; profile adoption and change management",exact per-ID ledger,KBDL-009,exact per-ID ledger,profiles.md#21-system-component-mapping,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,restates and extends the already- Approved KBDL-CMP-066 explicitly to this module's own mapping,exact per-ID ledger,Manual cross-profile component-semantics review.,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-PRO-022,"Principles/core-component/system-component mapping; content and communication; security, privacy, and correctness; profile conflicts; profile adoption and change management",exact per-ID ledger,KBDL-009,exact per-ID ledger,profiles.md#22-content-and-communication-considerations,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"restates the already-Approved Consumer Comprehension principle, principles.md §6.3, and the already-Approved KBDL-CMP-101/103 honest-system-state- communication rules",exact per-ID ledger,Manual content review. Showcase may emphasize editorial storytelling and project narrative; Precision may emphasize scannable labels and operational precision; Flow may emphasize reassuring instructions and recovery guidance — none of these emphases changes the shared requirements above.,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-PRO-023,"Principles/core-component/system-component mapping; content and communication; security, privacy, and correctness; profile conflicts; profile adoption and change management",exact per-ID ledger,KBDL-009,exact per-ID ledger,profiles.md#23-security-privacy-and-correctness,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"restates the already-Approved KBDL-CMP-063, 064, 098, 101, 103, 104 security and correctness principles, extended explicitly to profile emphasis by the approved KBDL-009 prompt's Security Requirements section",exact per-ID ledger,Manual security review. Precision density must not obscure permissions or errors; Showcase expression must not expose private media or metadata; Flow reassurance must not make unconfirmed success claims — each restates the shared rule above for its own emphasis area.,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-PRO-024,"Principles/core-component/system-component mapping; content and communication; security, privacy, and correctness; profile conflicts; profile adoption and change management",exact per-ID ledger,KBDL-009,exact per-ID ledger,profiles.md#24-profile-conflicts-and-exception-handling,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,restates principles.md §8 and governance.md § Exception process; project-owner-approved KBDL-009 implementation prompt,exact per-ID ledger,Manual review of any proposed exception against the governance exception process.,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-PRO-025,"Principles/core-component/system-component mapping; content and communication; security, privacy, and correctness; profile conflicts; profile adoption and change management",exact per-ID ledger,KBDL-009,exact per-ID ledger,profiles.md#24-profile-conflicts-and-exception-handling,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not applicable,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,"scope-control requirement, explicit mandatory clause of the approved KBDL-009 prompt",exact per-ID ledger,"Manual scope-compliance review (performed, see implementation report).",exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,"Not applicable — scope-control requirement, not independently testable against an implementation",exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-PRO-026,"Principles/core-component/system-component mapping; content and communication; security, privacy, and correctness; profile conflicts; profile adoption and change management",exact per-ID ledger,KBDL-009,exact per-ID ledger,profiles.md#25-profile-adoption-and-change-management,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not applicable,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,explicit mandatory field list from the approved KBDL-009 prompt's Profile Adoption and Change Management section,exact per-ID ledger,Manual review of a project's adoption record once one exists.,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,"No project profile adoption record exists yet to review against this requirement's field list. Whether a profile may change after adoption, whether a project may have multiple profile scopes, and how migration is governed are new decisions:",exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-PRO-027,"Principles/core-component/system-component mapping; content and communication; security, privacy, and correctness; profile conflicts; profile adoption and change management",exact per-ID ledger,KBDL-009,exact per-ID ledger,profiles.md#25-profile-adoption-and-change-management; profiles.md#33-kbdl-009-decision-packet,exact per-ID ledger,Recommended,exact per-ID ledger,Assumed,exact per-ID ledger,Not applicable,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,exact per-ID ledger,Project-owner review (not yet performed).,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Recommended — grants no implementation authority pending project-owner review; see the decision packet,exact per-ID ledger,Approval-ready item 3,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-PRO-028,"Principles/core-component/system-component mapping; content and communication; security, privacy, and correctness; profile conflicts; profile adoption and change management",exact per-ID ledger,KBDL-009,exact per-ID ledger,profiles.md#8-profile-selection-and-declaration; profiles.md#33-kbdl-009-decision-packet,exact per-ID ledger,Recommended,exact per-ID ledger,Assumed,exact per-ID ledger,Not applicable,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,exact per-ID ledger,Project-owner review (not yet performed).,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Recommended — grants no implementation authority pending project-owner review; see the decision packet,exact per-ID ledger,Approval-ready item 4,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-PRO-029,"Principles/core-component/system-component mapping; content and communication; security, privacy, and correctness; profile conflicts; profile adoption and change management",exact per-ID ledger,KBDL-009,exact per-ID ledger,profiles.md#25-profile-adoption-and-change-management; profiles.md#33-kbdl-009-decision-packet,exact per-ID ledger,Recommended,exact per-ID ledger,Assumed,exact per-ID ledger,Not applicable,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,exact per-ID ledger,Project-owner review (not yet performed).,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Recommended — grants no implementation authority pending project-owner review; see the decision packet. Manual customization of a project's KBDL implementation is governed by [customization.md](customization.md); this profile document does not itself authorize a project customization,exact per-ID ledger,Approval-ready item 5,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-RSP-001,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management,exact per-ID ledger,KBDL-006,exact per-ID ledger,responsive.md#4-responsive-content-priority,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"Approved (directly restates the locked responsive-content-priority rule, principles.md §5.1); project-owner-approved KBDL-006 implementation prompt",exact per-ID ledger,Manual review once implemented; comparing content inventory across breakpoints,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation-dependent; cannot be tested until a real layout exists,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-RSP-002,Exact breakpoint thresholds; grid column counts; container widths and reading measures; gutters and responsive spacing,exact per-ID ledger,KBDL-006,exact per-ID ledger,responsive.md#7-proposed-exact-breakpoint-thresholds,exact per-ID ledger,Recommended,exact per-ID ledger,Assumed,exact per-ID ledger,Not applicable,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Project-owner-approved KBDL-006 implementation prompt; authoritative provenance: Assumed,exact per-ID ledger,Project-owner review (not yet performed); manual implementation review once an implementation exists,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,These are recommendations awaiting project-owner approval; must not be treated as Approved or implemented until that approval is recorded,exact per-ID ledger,responsive.md — 35.2 Recommended Decisions — Ready for Approval — item 1,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-RSP-003,Exact breakpoint thresholds; grid column counts; container widths and reading measures; gutters and responsive spacing,exact per-ID ledger,KBDL-006,exact per-ID ledger,responsive.md#8-grid-and-column-behavior,exact per-ID ledger,Recommended,exact per-ID ledger,Assumed,exact per-ID ledger,Not applicable,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Project-owner-approved KBDL-006 implementation prompt; authoritative provenance: Assumed,exact per-ID ledger,Project-owner review (not yet performed),exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,These are recommendations awaiting project-owner approval; must not be treated as Approved or implemented until that approval is recorded,exact per-ID ledger,responsive.md — 35.2 Recommended Decisions — Ready for Approval — item 2,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-RSP-004,Exact breakpoint thresholds; grid column counts; container widths and reading measures; gutters and responsive spacing,exact per-ID ledger,KBDL-006,exact per-ID ledger,responsive.md#9-container-widths-and-reading-measures,exact per-ID ledger,Recommended,exact per-ID ledger,Assumed,exact per-ID ledger,Not applicable,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Project-owner-approved KBDL-006 implementation prompt; authoritative provenance: Assumed,exact per-ID ledger,Project-owner review (not yet performed),exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,These are recommendations awaiting project-owner approval; must not be treated as Approved or implemented until that approval is recorded,exact per-ID ledger,responsive.md — 35.2 Recommended Decisions — Ready for Approval — item 3,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-RSP-005,Exact breakpoint thresholds; grid column counts; container widths and reading measures; gutters and responsive spacing,exact per-ID ledger,KBDL-006,exact per-ID ledger,responsive.md#10-gutters-and-responsive-spacing,exact per-ID ledger,Recommended,exact per-ID ledger,Assumed,exact per-ID ledger,Not applicable,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Project-owner-approved KBDL-006 implementation prompt; authoritative provenance: Assumed,exact per-ID ledger,Project-owner review (not yet performed),exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,These are recommendations awaiting project-owner approval; must not be treated as Approved or implemented until that approval is recorded,exact per-ID ledger,responsive.md — 35.2 Recommended Decisions — Ready for Approval — item 4,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-RSP-006,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management,exact per-ID ledger,KBDL-006,exact per-ID ledger,responsive.md#11-layout-reflow,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"Approved (directly restates WCAG 2.2 SC 1.4.10, Level AA)",exact per-ID ledger,Manual reflow testing once an implementation exists (documented as a distinct method in [§34](#34-responsive-validation-matrix)),exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation-dependent; cannot be tested until a real layout exists,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-RSP-007,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management,exact per-ID ledger,KBDL-006,exact per-ID ledger,responsive.md#12-source-order-and-reading-order,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"Approved (directly restates WCAG 2.2 SC 1.3.2 and SC 2.4.3, both cited)",exact per-ID ledger,Manual keyboard/screen-reader order review once implemented,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation-dependent; cannot be tested until a real layout exists,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-RSP-008,Navigation adaptation; content-density adaptation; media and image adaptation; data-dense/tabular content; full-bleed and asymmetric layouts,exact per-ID ledger,KBDL-006,exact per-ID ledger,responsive.md#13-navigation-adaptation,exact per-ID ledger,Recommended,exact per-ID ledger,Assumed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Recommended (the constant-meaning rule is Approved per KBDL-PRN-006; exact collapse thresholds are new),exact per-ID ledger,Manual review once implemented; project-owner review of thresholds (not yet performed),exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,exact per-ID ledger,responsive.md — 35.2 Recommended Decisions — Ready for Approval — item 5,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-RSP-009,Navigation adaptation; content-density adaptation; media and image adaptation; data-dense/tabular content; full-bleed and asymmetric layouts,exact per-ID ledger,KBDL-006,exact per-ID ledger,responsive.md#14-content-density-adaptation,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"Approved (directly restates KBDL-PRN-003, Clarity Before Spectacle, and Technical Utility's density exclusion)",exact per-ID ledger,Manual review once implemented,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-RSP-010,Navigation adaptation; content-density adaptation; media and image adaptation; data-dense/tabular content; full-bleed and asymmetric layouts,exact per-ID ledger,KBDL-006,exact per-ID ledger,responsive.md#15-media-and-image-adaptation,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"Approved (directly restates foundations/iconography-media.md §2.3, §2.5); project-owner-approved KBDL-006 implementation prompt",exact per-ID ledger,Manual review once implemented,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-RSP-011,Navigation adaptation; content-density adaptation; media and image adaptation; data-dense/tabular content; full-bleed and asymmetric layouts,exact per-ID ledger,KBDL-006,exact per-ID ledger,responsive.md#16-data-dense-and-tabular-content,exact per-ID ledger,Recommended,exact per-ID ledger,Assumed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Recommended (new KBDL-006 policy),exact per-ID ledger,Manual review once implemented; project-owner review (not yet performed),exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,exact per-ID ledger,responsive.md — 35.2 Recommended Decisions — Ready for Approval — item 6,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-RSP-012,Navigation adaptation; content-density adaptation; media and image adaptation; data-dense/tabular content; full-bleed and asymmetric layouts,exact per-ID ledger,KBDL-006,exact per-ID ledger,responsive.md#17-full-bleed-and-asymmetric-layouts,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"Approved (restates Showcase's documented compositional emphasis, already Approved per principles.md §9.1); project-owner-approved KBDL-006 implementation prompt",exact per-ID ledger,Manual review once implemented,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-RSP-013,Sticky/fixed regions; safe areas; virtual-keyboard behavior; touch/pointer/keyboard/hybrid input; hover-independent discoverability,exact per-ID ledger,KBDL-006,exact per-ID ledger,responsive.md#18-sticky-and-fixed-regions,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"Approved (directly restates WCAG 2.2 SC 2.4.11, Level AA)",exact per-ID ledger,Manual keyboard-focus review once implemented,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation- and device-dependent,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-RSP-014,Sticky/fixed regions; safe areas; virtual-keyboard behavior; touch/pointer/keyboard/hybrid input; hover-independent discoverability,exact per-ID ledger,KBDL-006,exact per-ID ledger,responsive.md#19-safe-areas-and-viewport-edges,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,Approved (restates Technical Utility's predictable-behavior quality); project-owner-approved KBDL-006 implementation prompt,exact per-ID ledger,Manual review on representative devices once implemented,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation- and device-dependent,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-RSP-015,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management,exact per-ID ledger,KBDL-006,exact per-ID ledger,responsive.md#20-orientation-changes,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"Approved (directly restates WCAG 2.2 SC 1.3.4, Level AA)",exact per-ID ledger,Manual orientation testing once implemented,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation-dependent; cannot be tested until a real layout exists,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
KBDL-RSP-016,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management,exact per-ID ledger,KBDL-006,exact per-ID ledger,responsive.md#21-zoom-and-enlarged-text,exact per-ID ledger,Approved,exact per-ID ledger,Confirmed,exact per-ID ledger,Not verified,exact per-ID ledger,None,exact per-ID ledger,Not verified,exact per-ID ledger,"Approved (directly restates WCAG 2.2 SC 1.4.4 and SC 1.4.10, both Level AA)",exact per-ID ledger,Manual zoom/reflow testing once implemented,exact per-ID ledger,Not verified — no implementation exists yet,exact per-ID ledger,Implementation-dependent; cannot be tested until a real layout exists,exact per-ID ledger,None — Approved,exact per-ID ledger,None,exact per-ID ledger,None,exact per-ID ledger,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,exact per-ID ledger
