Requirement ID,Field,Current candidate value,Candidate source,Permitted authoritative source type,Authoritative source found,Resolution result,Defect category,Reason unresolved,Owner decision required,Prohibited automatic correction
KBDL-RSP-015,Known limitation,Implementation-dependent; cannot be tested until a real layout exists,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-RSP-016,Known limitation,Implementation-dependent; cannot be tested until a real layout exists,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-RSP-017,Known limitation,Implementation- and device-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-RSP-018,Known limitation,Implementation- and device-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-RSP-019,Authority,"Approved (directly restates WCAG 2.2 SC 1.4.13, Level AA)",traceability-metadata.csv (candidate only),B — Governance-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Authority graph,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-RSP-019,Known limitation,Implementation- and device-dependent,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-RSP-020,Known limitation,Implementation-dependent; cannot be tested until a real layout exists,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-RSP-021,Known limitation,Performance claims cannot be Verified without a real implementation to measure,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-RSP-022,Known limitation,Performance claims cannot be Verified without a real implementation to measure,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-THM-001,Known limitation,Cannot be fully validated until component modules (CMP) exist,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-THM-002,Validation evidence,"Parity matrix in themes/semantic-roles.md § Parity Matrix — 72 unique roles, 72 light mappings, 72 dark mappings, 1 role-level alias (corrected under KBDL-004-R3, previously miscounted as 2), 0 unresolved; recorded in the KBDL-004-R3 commit. The KBDL-004-R1 re-run found and fixed a real table-formatting defect (an inserted paragraph had broken the Status Families table in light-theme.md §5, orphaning its ""Neutral status"" row)",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Resolved evidence/classification relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-THM-003,Known limitation,Cannot be validated until an implementation exists,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-THM-005,Known limitation,Cannot be fully validated until PRO requirements exist,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-THM-006,Known limitation,Cannot be fully validated until PRO requirements exist,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-THM-007,Validation evidence,"themes/validation.md §3 — 52 pairs tested, all opaque, all passing their applicable threshold except 4 explicitly decorative-exempt borders/gridlines. The two Informational failures identified in the original KBDL-004 report (3.78:1, 4.21:1) are resolved by a revised hue (#164499) for the Text/Icon/Border/Strong-surface roles, with neutral-10 correctly retained for On-strong-surface content (role assignment corrected under KBDL-004-R2) — see adaptation.md §5.2. The Media caption row was corrected under KBDL-004-R2 to describe a fully opaque neutral-100 band (17.17:1 is directly correct for this pair, not inherited or assumed)",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Resolved evidence/classification relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-THM-008,Validation evidence,"themes/validation.md §3 — 52 pairs tested, all opaque, all passing their applicable threshold except 4 explicitly decorative-exempt borders/gridlines. The two Informational failures identified in the original KBDL-004 report (3.78:1, 4.21:1) are resolved by a revised hue (#164499) for the Text/Icon/Border/Strong-surface roles, with neutral-10 correctly retained for On-strong-surface content (role assignment corrected under KBDL-004-R2) — see adaptation.md §5.2. The Media caption row was corrected under KBDL-004-R2 to describe a fully opaque neutral-100 band (17.17:1 is directly correct for this pair, not inherited or assumed)",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Resolved evidence/classification relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-THM-012,Known limitation,"Exact timing/easing depends entirely on KBDL-005, which is eligible for its own future prompt and has not been started by this approval",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-THM-012a,Known limitation,"Exact timing/easing depends entirely on KBDL-005, which is eligible for its own future prompt and has not been started by this approval",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-THM-013,Known limitation,Cannot be validated until an implementation exists,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-THM-014,Known limitation,Cannot be validated until a project theme exists,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-THM-015,Known limitation,Cannot be validated until an implementation exists,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-VAL-001,Validation method,Classification audit executed by the final validator; PASS,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,UNRESOLVED,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-VAL-001,Validation evidence,Executed evidence — docs/kbdl/evidence/kbdl-011-r8/artifacts/validation-output.txt; stated repository method PASS.,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Resolved evidence/classification relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-VAL-002,Validation method,"Parser inventory; 317 unique requirements, zero gaps/duplicates",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,UNRESOLVED,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-VAL-002,Validation evidence,Executed evidence — docs/kbdl/evidence/kbdl-011-r8/artifacts/validation-output.txt; stated repository method PASS.,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Resolved evidence/classification relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-VAL-003,Validation method,Exact standard-clause and complete authority-reference classification audit,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,UNRESOLVED,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-VAL-003,Validation evidence,Executed evidence — docs/kbdl/evidence/kbdl-011-r15/artifacts/val-003-audit.txt; 26-mutation suite PASS.,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Resolved evidence/classification relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-VAL-003,Known limitation,Historical approval commands remain unrecovered,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-VAL-004,Validation method,"Corrected clause/scope audit is complete, but the fixed-point gate depends on unresolved VAL-003 and VAL-006 source derivation",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,UNRESOLVED,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-VAL-005,Validation method,Decision/packet audit; zero orphan or untracked items,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,UNRESOLVED,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-VAL-005,Validation evidence,Executed evidence — docs/kbdl/evidence/kbdl-011-r8/artifacts/validation-output.txt; stated repository method PASS.,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Resolved evidence/classification relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-VAL-005,Known limitation,Pending choices remain unavailable for implementation,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-VAL-006,Validation method,Exact group grammar location packet dependency evidence and limitation relationship audit,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,UNRESOLVED,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-VAL-006,Validation evidence,Executed evidence — docs/kbdl/evidence/kbdl-011-r15/artifacts/val-006-audit.txt; 26-mutation suite PASS.,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Resolved evidence/classification relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-VAL-006,Known limitation,Implementation remains unverified,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-VAL-007,Validation method,"Complete link, anchor, heading, section, placeholder, conflict-marker, table, ID, packet, label, roadmap, readiness, and completion-claim audit",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,UNRESOLVED,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-VAL-008,Validation method,No executed independent method covers every stated cross-module invariant; complete method not established,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,UNRESOLVED,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-VAL-008,Known limitation,static and runtime architecture require further evidence,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-VAL-009,Validation method,WCAG contrast script; PASS and checksum recorded,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,UNRESOLVED,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-VAL-009,Validation evidence,Executed evidence — docs/kbdl/evidence/kbdl-011-r8/artifacts/validation-output.txt; stated repository method PASS.,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Resolved evidence/classification relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-VAL-010,Validation method,No independent per-ID ledger-coverage proof covers the complete stated method,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,UNRESOLVED,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-VAL-010,Known limitation,listed behavior and ledger completeness remain Not verified,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-VAL-011,Validation method,"Project absence is established, but complete project-ledger coverage is not independently proven",traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,UNRESOLVED,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-VAL-011,Known limitation,No adopting project,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Not-verified/excluded scope relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-VAL-012,Validation method,Completion-claim scan; zero decisions/claims,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,UNRESOLVED,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
KBDL-VAL-012,Validation evidence,Executed evidence — docs/kbdl/evidence/kbdl-011-r8/artifacts/validation-output.txt; stated repository method PASS.,traceability-metadata.csv (candidate only),D — Evidence-owned,None,UNRESOLVED,UNRESOLVED_FIELD_SOURCE,Resolved evidence/classification relationship,Approve an independent source or preserve Not verified,Ledger/readable-group self-proof
