Requirement ID,Field name,Higher source value,Lower source value,Rule source,Computed result
KBDL-RSP-006,Packet or tracking destination,None — Approved,None — Approved,Exact packet or tracking section,PASS
KBDL-RSP-006,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-RSP-006,Related decision,RESOLVED,None,Approved decision register,PASS
KBDL-RSP-006,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-RSP-007,Requirement ID,KBDL-RSP-007,KBDL-RSP-007,Normative requirement record,PASS
KBDL-RSP-007,Blueprint section,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management,Readable traceability group,PASS
KBDL-RSP-007,Roadmap prompt,KBDL-006,KBDL-006,Approved roadmap and module ownership,PASS
KBDL-RSP-007,Specification location,responsive.md#12-source-order-and-reading-order,responsive.md#12-source-order-and-reading-order,Containing normative Markdown section,PASS
KBDL-RSP-007,Lifecycle status,Approved,Approved,Normative requirement record,PASS
KBDL-RSP-007,Provenance,Confirmed,Confirmed,Normative requirement record,PASS
KBDL-RSP-007,Validation classification,Not verified,Not verified,Normative requirement record,PASS
KBDL-RSP-007,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-RSP-007,Not-verified scope,Not verified,Not verified,Unexecuted or excluded scope,PASS
KBDL-RSP-007,Authority,RESOLVED,"Approved (directly restates WCAG 2.2 SC 1.3.2 and SC 2.4.3, both cited)",AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-RSP-007,Validation method,Manual keyboard/screen-reader order review once implemented.,Manual keyboard/screen-reader order review once implemented,Normative method or independently approved evidence-method registry,PASS
KBDL-RSP-007,Validation evidence,Not verified — no implementation exists yet,Not verified — no implementation exists yet,Existing evidence source or honest Not verified record,PASS
KBDL-RSP-007,Known limitation,UNRESOLVED,Implementation-dependent; cannot be tested until a real layout exists,Actual excluded or unverified scope,PASS
KBDL-RSP-007,Packet or tracking destination,None — Approved,None — Approved,Exact packet or tracking section,PASS
KBDL-RSP-007,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-RSP-007,Related decision,RESOLVED,None,Approved decision register,PASS
KBDL-RSP-007,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-RSP-008,Requirement ID,KBDL-RSP-008,KBDL-RSP-008,Normative requirement record,PASS
KBDL-RSP-008,Blueprint section,Navigation adaptation; content-density adaptation; media and image adaptation; data-dense/tabular content; full-bleed and asymmetric layouts,Navigation adaptation; content-density adaptation; media and image adaptation; data-dense/tabular content; full-bleed and asymmetric layouts,Readable traceability group,PASS
KBDL-RSP-008,Roadmap prompt,KBDL-006,KBDL-006,Approved roadmap and module ownership,PASS
KBDL-RSP-008,Specification location,responsive.md#13-navigation-adaptation,responsive.md#13-navigation-adaptation,Containing normative Markdown section,PASS
KBDL-RSP-008,Lifecycle status,Recommended,Recommended,Normative requirement record,PASS
KBDL-RSP-008,Provenance,Assumed,Assumed,Normative requirement record,PASS
KBDL-RSP-008,Validation classification,Not verified,Not verified,Normative requirement record,PASS
KBDL-RSP-008,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-RSP-008,Not-verified scope,Not verified,Not verified,Unexecuted or excluded scope,PASS
KBDL-RSP-008,Authority,RESOLVED,Recommended (the constant-meaning rule is Approved per KBDL-PRN-006; exact collapse thresholds are new),AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-RSP-008,Validation method,Manual review once implemented; project-owner review of thresholds (not yet performed).,Manual review once implemented; project-owner review of thresholds (not yet performed),Normative method or independently approved evidence-method registry,PASS
KBDL-RSP-008,Validation evidence,Not verified — no implementation exists yet,Not verified — no implementation exists yet,Existing evidence source or honest Not verified record,PASS
KBDL-RSP-008,Known limitation,UNRESOLVED,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,Actual excluded or unverified scope,PASS
KBDL-RSP-008,Packet or tracking destination,responsive.md — 35.2 Recommended Decisions — Ready for Approval — item 5,responsive.md — 35.2 Recommended Decisions — Ready for Approval — item 5,Exact packet or tracking section,PASS
KBDL-RSP-008,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-RSP-008,Related decision,RESOLVED,None,Approved decision register,PASS
KBDL-RSP-008,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-RSP-009,Requirement ID,KBDL-RSP-009,KBDL-RSP-009,Normative requirement record,PASS
KBDL-RSP-009,Blueprint section,Navigation adaptation; content-density adaptation; media and image adaptation; data-dense/tabular content; full-bleed and asymmetric layouts,Navigation adaptation; content-density adaptation; media and image adaptation; data-dense/tabular content; full-bleed and asymmetric layouts,Readable traceability group,PASS
KBDL-RSP-009,Roadmap prompt,KBDL-006,KBDL-006,Approved roadmap and module ownership,PASS
KBDL-RSP-009,Specification location,responsive.md#14-content-density-adaptation,responsive.md#14-content-density-adaptation,Containing normative Markdown section,PASS
KBDL-RSP-009,Lifecycle status,Approved,Approved,Normative requirement record,PASS
KBDL-RSP-009,Provenance,Confirmed,Confirmed,Normative requirement record,PASS
KBDL-RSP-009,Validation classification,Not verified,Not verified,Normative requirement record,PASS
KBDL-RSP-009,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-RSP-009,Not-verified scope,Not verified,Not verified,Unexecuted or excluded scope,PASS
KBDL-RSP-009,Authority,RESOLVED,"Approved (directly restates KBDL-PRN-003, Clarity Before Spectacle, and Technical Utility's density exclusion)",AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-RSP-009,Validation method,Manual review once implemented.,Manual review once implemented,Normative method or independently approved evidence-method registry,PASS
KBDL-RSP-009,Validation evidence,Not verified — no implementation exists yet,Not verified — no implementation exists yet,Existing evidence source or honest Not verified record,PASS
KBDL-RSP-009,Known limitation,UNRESOLVED,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,Actual excluded or unverified scope,PASS
KBDL-RSP-009,Packet or tracking destination,None — Approved,None — Approved,Exact packet or tracking section,PASS
KBDL-RSP-009,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-RSP-009,Related decision,RESOLVED,None,Approved decision register,PASS
KBDL-RSP-009,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-RSP-010,Requirement ID,KBDL-RSP-010,KBDL-RSP-010,Normative requirement record,PASS
KBDL-RSP-010,Blueprint section,Navigation adaptation; content-density adaptation; media and image adaptation; data-dense/tabular content; full-bleed and asymmetric layouts,Navigation adaptation; content-density adaptation; media and image adaptation; data-dense/tabular content; full-bleed and asymmetric layouts,Readable traceability group,PASS
KBDL-RSP-010,Roadmap prompt,KBDL-006,KBDL-006,Approved roadmap and module ownership,PASS
KBDL-RSP-010,Specification location,responsive.md#15-media-and-image-adaptation,responsive.md#15-media-and-image-adaptation,Containing normative Markdown section,PASS
KBDL-RSP-010,Lifecycle status,Approved,Approved,Normative requirement record,PASS
KBDL-RSP-010,Provenance,Confirmed,Confirmed,Normative requirement record,PASS
KBDL-RSP-010,Validation classification,Not verified,Not verified,Normative requirement record,PASS
KBDL-RSP-010,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-RSP-010,Not-verified scope,Not verified,Not verified,Unexecuted or excluded scope,PASS
KBDL-RSP-010,Authority,RESOLVED,"Approved (directly restates foundations/iconography-media.md §2.3, §2.5); project-owner-approved KBDL-006 implementation prompt",AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-RSP-010,Validation method,Manual review once implemented.,Manual review once implemented,Normative method or independently approved evidence-method registry,PASS
KBDL-RSP-010,Validation evidence,Not verified — no implementation exists yet,Not verified — no implementation exists yet,Existing evidence source or honest Not verified record,PASS
KBDL-RSP-010,Known limitation,UNRESOLVED,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,Actual excluded or unverified scope,PASS
KBDL-RSP-010,Packet or tracking destination,None — Approved,None — Approved,Exact packet or tracking section,PASS
KBDL-RSP-010,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-RSP-010,Related decision,RESOLVED,None,Approved decision register,PASS
KBDL-RSP-010,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-RSP-011,Requirement ID,KBDL-RSP-011,KBDL-RSP-011,Normative requirement record,PASS
KBDL-RSP-011,Blueprint section,Navigation adaptation; content-density adaptation; media and image adaptation; data-dense/tabular content; full-bleed and asymmetric layouts,Navigation adaptation; content-density adaptation; media and image adaptation; data-dense/tabular content; full-bleed and asymmetric layouts,Readable traceability group,PASS
KBDL-RSP-011,Roadmap prompt,KBDL-006,KBDL-006,Approved roadmap and module ownership,PASS
KBDL-RSP-011,Specification location,responsive.md#16-data-dense-and-tabular-content,responsive.md#16-data-dense-and-tabular-content,Containing normative Markdown section,PASS
KBDL-RSP-011,Lifecycle status,Recommended,Recommended,Normative requirement record,PASS
KBDL-RSP-011,Provenance,Assumed,Assumed,Normative requirement record,PASS
KBDL-RSP-011,Validation classification,Not verified,Not verified,Normative requirement record,PASS
KBDL-RSP-011,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-RSP-011,Not-verified scope,Not verified,Not verified,Unexecuted or excluded scope,PASS
KBDL-RSP-011,Authority,RESOLVED,Recommended (new KBDL-006 policy),AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-RSP-011,Validation method,Manual review once implemented; project-owner review (not yet performed).,Manual review once implemented; project-owner review (not yet performed),Normative method or independently approved evidence-method registry,PASS
KBDL-RSP-011,Validation evidence,Not verified — no implementation exists yet,Not verified — no implementation exists yet,Existing evidence source or honest Not verified record,PASS
KBDL-RSP-011,Known limitation,UNRESOLVED,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,Actual excluded or unverified scope,PASS
KBDL-RSP-011,Packet or tracking destination,responsive.md — 35.2 Recommended Decisions — Ready for Approval — item 6,responsive.md — 35.2 Recommended Decisions — Ready for Approval — item 6,Exact packet or tracking section,PASS
KBDL-RSP-011,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-RSP-011,Related decision,RESOLVED,None,Approved decision register,PASS
KBDL-RSP-011,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-RSP-012,Requirement ID,KBDL-RSP-012,KBDL-RSP-012,Normative requirement record,PASS
KBDL-RSP-012,Blueprint section,Navigation adaptation; content-density adaptation; media and image adaptation; data-dense/tabular content; full-bleed and asymmetric layouts,Navigation adaptation; content-density adaptation; media and image adaptation; data-dense/tabular content; full-bleed and asymmetric layouts,Readable traceability group,PASS
KBDL-RSP-012,Roadmap prompt,KBDL-006,KBDL-006,Approved roadmap and module ownership,PASS
KBDL-RSP-012,Specification location,responsive.md#17-full-bleed-and-asymmetric-layouts,responsive.md#17-full-bleed-and-asymmetric-layouts,Containing normative Markdown section,PASS
KBDL-RSP-012,Lifecycle status,Approved,Approved,Normative requirement record,PASS
KBDL-RSP-012,Provenance,Confirmed,Confirmed,Normative requirement record,PASS
KBDL-RSP-012,Validation classification,Not verified,Not verified,Normative requirement record,PASS
KBDL-RSP-012,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-RSP-012,Not-verified scope,Not verified,Not verified,Unexecuted or excluded scope,PASS
KBDL-RSP-012,Authority,RESOLVED,"Approved (restates Showcase's documented compositional emphasis, already Approved per principles.md §9.1); project-owner-approved KBDL-006 implementation prompt",AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-RSP-012,Validation method,Manual review once implemented.,Manual review once implemented,Normative method or independently approved evidence-method registry,PASS
KBDL-RSP-012,Validation evidence,Not verified — no implementation exists yet,Not verified — no implementation exists yet,Existing evidence source or honest Not verified record,PASS
KBDL-RSP-012,Known limitation,UNRESOLVED,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,Actual excluded or unverified scope,PASS
KBDL-RSP-012,Packet or tracking destination,None — Approved,None — Approved,Exact packet or tracking section,PASS
KBDL-RSP-012,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-RSP-012,Related decision,RESOLVED,None,Approved decision register,PASS
KBDL-RSP-012,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-RSP-013,Requirement ID,KBDL-RSP-013,KBDL-RSP-013,Normative requirement record,PASS
KBDL-RSP-013,Blueprint section,Sticky/fixed regions; safe areas; virtual-keyboard behavior; touch/pointer/keyboard/hybrid input; hover-independent discoverability,Sticky/fixed regions; safe areas; virtual-keyboard behavior; touch/pointer/keyboard/hybrid input; hover-independent discoverability,Readable traceability group,PASS
KBDL-RSP-013,Roadmap prompt,KBDL-006,KBDL-006,Approved roadmap and module ownership,PASS
KBDL-RSP-013,Specification location,responsive.md#18-sticky-and-fixed-regions,responsive.md#18-sticky-and-fixed-regions,Containing normative Markdown section,PASS
KBDL-RSP-013,Lifecycle status,Approved,Approved,Normative requirement record,PASS
KBDL-RSP-013,Provenance,Confirmed,Confirmed,Normative requirement record,PASS
KBDL-RSP-013,Validation classification,Not verified,Not verified,Normative requirement record,PASS
KBDL-RSP-013,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-RSP-013,Not-verified scope,Not verified,Not verified,Unexecuted or excluded scope,PASS
KBDL-RSP-013,Authority,UNRESOLVED,"Approved (directly restates WCAG 2.2 SC 2.4.11, Level AA)",AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-RSP-013,Validation method,Manual keyboard-focus review once implemented.,Manual keyboard-focus review once implemented,Normative method or independently approved evidence-method registry,PASS
KBDL-RSP-013,Validation evidence,Not verified — no implementation exists yet,Not verified — no implementation exists yet,Existing evidence source or honest Not verified record,PASS
KBDL-RSP-013,Known limitation,UNRESOLVED,Implementation- and device-dependent,Actual excluded or unverified scope,PASS
KBDL-RSP-013,Packet or tracking destination,None — Approved,None — Approved,Exact packet or tracking section,PASS
KBDL-RSP-013,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-RSP-013,Related decision,RESOLVED,None,Approved decision register,PASS
KBDL-RSP-013,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-RSP-014,Requirement ID,KBDL-RSP-014,KBDL-RSP-014,Normative requirement record,PASS
KBDL-RSP-014,Blueprint section,Sticky/fixed regions; safe areas; virtual-keyboard behavior; touch/pointer/keyboard/hybrid input; hover-independent discoverability,Sticky/fixed regions; safe areas; virtual-keyboard behavior; touch/pointer/keyboard/hybrid input; hover-independent discoverability,Readable traceability group,PASS
KBDL-RSP-014,Roadmap prompt,KBDL-006,KBDL-006,Approved roadmap and module ownership,PASS
KBDL-RSP-014,Specification location,responsive.md#19-safe-areas-and-viewport-edges,responsive.md#19-safe-areas-and-viewport-edges,Containing normative Markdown section,PASS
KBDL-RSP-014,Lifecycle status,Approved,Approved,Normative requirement record,PASS
KBDL-RSP-014,Provenance,Confirmed,Confirmed,Normative requirement record,PASS
KBDL-RSP-014,Validation classification,UNRESOLVED,Not verified,Normative requirement record,PASS
KBDL-RSP-014,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-RSP-014,Not-verified scope,Not verified,Not verified,Unexecuted or excluded scope,PASS
KBDL-RSP-014,Authority,RESOLVED,Approved (restates Technical Utility's predictable-behavior quality); project-owner-approved KBDL-006 implementation prompt,AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-RSP-014,Validation method,Manual review on representative devices once implemented.,Manual review on representative devices once implemented,Normative method or independently approved evidence-method registry,PASS
KBDL-RSP-014,Validation evidence,Not verified — no implementation exists yet,Not verified — no implementation exists yet,Existing evidence source or honest Not verified record,PASS
KBDL-RSP-014,Known limitation,UNRESOLVED,Implementation- and device-dependent,Actual excluded or unverified scope,PASS
KBDL-RSP-014,Packet or tracking destination,None — Approved,None — Approved,Exact packet or tracking section,PASS
KBDL-RSP-014,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-RSP-014,Related decision,RESOLVED,None,Approved decision register,PASS
KBDL-RSP-014,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-RSP-015,Requirement ID,KBDL-RSP-015,KBDL-RSP-015,Normative requirement record,PASS
KBDL-RSP-015,Blueprint section,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management,Readable traceability group,PASS
KBDL-RSP-015,Roadmap prompt,KBDL-006,KBDL-006,Approved roadmap and module ownership,PASS
KBDL-RSP-015,Specification location,responsive.md#20-orientation-changes,responsive.md#20-orientation-changes,Containing normative Markdown section,PASS
KBDL-RSP-015,Lifecycle status,Approved,Approved,Normative requirement record,PASS
KBDL-RSP-015,Provenance,Confirmed,Confirmed,Normative requirement record,PASS
KBDL-RSP-015,Validation classification,Not verified,Not verified,Normative requirement record,PASS
KBDL-RSP-015,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-RSP-015,Not-verified scope,Not verified,Not verified,Unexecuted or excluded scope,PASS
KBDL-RSP-015,Authority,RESOLVED,"Approved (directly restates WCAG 2.2 SC 1.3.4, Level AA)",AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-RSP-015,Validation method,Manual orientation testing once implemented.,Manual orientation testing once implemented,Normative method or independently approved evidence-method registry,PASS
KBDL-RSP-015,Validation evidence,Not verified — no implementation exists yet,Not verified — no implementation exists yet,Existing evidence source or honest Not verified record,PASS
KBDL-RSP-015,Known limitation,UNRESOLVED,Implementation-dependent; cannot be tested until a real layout exists,Actual excluded or unverified scope,PASS
KBDL-RSP-015,Packet or tracking destination,None — Approved,None — Approved,Exact packet or tracking section,PASS
KBDL-RSP-015,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-RSP-015,Related decision,RESOLVED,None,Approved decision register,PASS
KBDL-RSP-015,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-RSP-016,Requirement ID,KBDL-RSP-016,KBDL-RSP-016,Normative requirement record,PASS
KBDL-RSP-016,Blueprint section,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management,Readable traceability group,PASS
KBDL-RSP-016,Roadmap prompt,KBDL-006,KBDL-006,Approved roadmap and module ownership,PASS
KBDL-RSP-016,Specification location,responsive.md#21-zoom-and-enlarged-text,responsive.md#21-zoom-and-enlarged-text,Containing normative Markdown section,PASS
KBDL-RSP-016,Lifecycle status,Approved,Approved,Normative requirement record,PASS
KBDL-RSP-016,Provenance,Confirmed,Confirmed,Normative requirement record,PASS
KBDL-RSP-016,Validation classification,Not verified,Not verified,Normative requirement record,PASS
KBDL-RSP-016,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-RSP-016,Not-verified scope,Not verified,Not verified,Unexecuted or excluded scope,PASS
KBDL-RSP-016,Authority,RESOLVED,"Approved (directly restates WCAG 2.2 SC 1.4.4 and SC 1.4.10, both Level AA)",AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-RSP-016,Validation method,Manual zoom/reflow testing once implemented.,Manual zoom/reflow testing once implemented,Normative method or independently approved evidence-method registry,PASS
KBDL-RSP-016,Validation evidence,Not verified — no implementation exists yet,Not verified — no implementation exists yet,Existing evidence source or honest Not verified record,PASS
KBDL-RSP-016,Known limitation,UNRESOLVED,Implementation-dependent; cannot be tested until a real layout exists,Actual excluded or unverified scope,PASS
KBDL-RSP-016,Packet or tracking destination,None — Approved,None — Approved,Exact packet or tracking section,PASS
KBDL-RSP-016,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-RSP-016,Related decision,RESOLVED,None,Approved decision register,PASS
KBDL-RSP-016,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-RSP-017,Requirement ID,KBDL-RSP-017,KBDL-RSP-017,Normative requirement record,PASS
KBDL-RSP-017,Blueprint section,Sticky/fixed regions; safe areas; virtual-keyboard behavior; touch/pointer/keyboard/hybrid input; hover-independent discoverability,Sticky/fixed regions; safe areas; virtual-keyboard behavior; touch/pointer/keyboard/hybrid input; hover-independent discoverability,Readable traceability group,PASS
KBDL-RSP-017,Roadmap prompt,KBDL-006,KBDL-006,Approved roadmap and module ownership,PASS
KBDL-RSP-017,Specification location,responsive.md#22-virtual-keyboard-behavior,responsive.md#22-virtual-keyboard-behavior,Containing normative Markdown section,PASS
KBDL-RSP-017,Lifecycle status,Approved,Approved,Normative requirement record,PASS
KBDL-RSP-017,Provenance,Confirmed,Confirmed,Normative requirement record,PASS
KBDL-RSP-017,Validation classification,Not verified,Not verified,Normative requirement record,PASS
KBDL-RSP-017,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-RSP-017,Not-verified scope,Not verified,Not verified,Unexecuted or excluded scope,PASS
KBDL-RSP-017,Authority,RESOLVED,"Approved (restates motion/accessibility-performance.md §4, already Approved, extended with layout detail); project-owner-approved KBDL-006 implementation prompt",AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-RSP-017,Validation method,Manual mobile testing once implemented.,Manual mobile testing once implemented,Normative method or independently approved evidence-method registry,PASS
KBDL-RSP-017,Validation evidence,Not verified — no implementation exists yet,Not verified — no implementation exists yet,Existing evidence source or honest Not verified record,PASS
KBDL-RSP-017,Known limitation,UNRESOLVED,Implementation- and device-dependent,Actual excluded or unverified scope,PASS
KBDL-RSP-017,Packet or tracking destination,None — Approved,None — Approved,Exact packet or tracking section,PASS
KBDL-RSP-017,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-RSP-017,Related decision,RESOLVED,None,Approved decision register,PASS
KBDL-RSP-017,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-RSP-018,Requirement ID,KBDL-RSP-018,KBDL-RSP-018,Normative requirement record,PASS
KBDL-RSP-018,Blueprint section,Sticky/fixed regions; safe areas; virtual-keyboard behavior; touch/pointer/keyboard/hybrid input; hover-independent discoverability,Sticky/fixed regions; safe areas; virtual-keyboard behavior; touch/pointer/keyboard/hybrid input; hover-independent discoverability,Readable traceability group,PASS
KBDL-RSP-018,Roadmap prompt,KBDL-006,KBDL-006,Approved roadmap and module ownership,PASS
KBDL-RSP-018,Specification location,responsive.md#23-touch-pointer-keyboard-and-hybrid-input,responsive.md#23-touch-pointer-keyboard-and-hybrid-input,Containing normative Markdown section,PASS
KBDL-RSP-018,Lifecycle status,Approved,Approved,Normative requirement record,PASS
KBDL-RSP-018,Provenance,Confirmed,Confirmed,Normative requirement record,PASS
KBDL-RSP-018,Validation classification,Not verified,Not verified,Normative requirement record,PASS
KBDL-RSP-018,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-RSP-018,Not-verified scope,Not verified,Not verified,Unexecuted or excluded scope,PASS
KBDL-RSP-018,Authority,RESOLVED,"Approved (directly restates WCAG 2.2 SC 2.5.1 and SC 2.5.2, both Level A)",AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-RSP-018,Validation method,Manual cross-input testing once implemented.,Manual cross-input testing once implemented,Normative method or independently approved evidence-method registry,PASS
KBDL-RSP-018,Validation evidence,Not verified — no implementation exists yet,Not verified — no implementation exists yet,Existing evidence source or honest Not verified record,PASS
KBDL-RSP-018,Known limitation,UNRESOLVED,Implementation- and device-dependent,Actual excluded or unverified scope,PASS
KBDL-RSP-018,Packet or tracking destination,None — Approved,None — Approved,Exact packet or tracking section,PASS
KBDL-RSP-018,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-RSP-018,Related decision,RESOLVED,None,Approved decision register,PASS
KBDL-RSP-018,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-RSP-019,Requirement ID,KBDL-RSP-019,KBDL-RSP-019,Normative requirement record,PASS
KBDL-RSP-019,Blueprint section,Sticky/fixed regions; safe areas; virtual-keyboard behavior; touch/pointer/keyboard/hybrid input; hover-independent discoverability,Sticky/fixed regions; safe areas; virtual-keyboard behavior; touch/pointer/keyboard/hybrid input; hover-independent discoverability,Readable traceability group,PASS
KBDL-RSP-019,Roadmap prompt,KBDL-006,KBDL-006,Approved roadmap and module ownership,PASS
KBDL-RSP-019,Specification location,responsive.md#24-hover-independent-discoverability,responsive.md#24-hover-independent-discoverability,Containing normative Markdown section,PASS
KBDL-RSP-019,Lifecycle status,Approved,Approved,Normative requirement record,PASS
KBDL-RSP-019,Provenance,Confirmed,Confirmed,Normative requirement record,PASS
KBDL-RSP-019,Validation classification,Not verified,Not verified,Normative requirement record,PASS
KBDL-RSP-019,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-RSP-019,Not-verified scope,Not verified,Not verified,Unexecuted or excluded scope,PASS
KBDL-RSP-019,Authority,UNRESOLVED,"Approved (directly restates WCAG 2.2 SC 1.4.13, Level AA)",AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-RSP-019,Validation method,Manual review once implemented.,Manual review once implemented,Normative method or independently approved evidence-method registry,PASS
KBDL-RSP-019,Validation evidence,Not verified — no implementation exists yet,Not verified — no implementation exists yet,Existing evidence source or honest Not verified record,PASS
KBDL-RSP-019,Known limitation,UNRESOLVED,Implementation- and device-dependent,Actual excluded or unverified scope,PASS
KBDL-RSP-019,Packet or tracking destination,None — Approved,None — Approved,Exact packet or tracking section,PASS
KBDL-RSP-019,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-RSP-019,Related decision,RESOLVED,None,Approved decision register,PASS
KBDL-RSP-019,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-RSP-020,Requirement ID,KBDL-RSP-020,KBDL-RSP-020,Normative requirement record,PASS
KBDL-RSP-020,Blueprint section,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management,Responsive-content priority; layout reflow; source/reading order; orientation; zoom and enlarged text; responsive focus management,Readable traceability group,PASS
KBDL-RSP-020,Roadmap prompt,KBDL-006,KBDL-006,Approved roadmap and module ownership,PASS
