Requirement ID,Field name,Ownership class,Primary basis,Derivation rule,Authoritative expected value,Normative value,Governance resolution,Ledger value,Readable-group value,Readable-group classification,Effective value,Precedence result,Conflict result,Validation result
KBDL-RSP-021,Related decision,B — Governance-owned,Decision register,Resolve every cited decision and status,RESOLVED,ABSENT,PASS,None,"`KBDL-MOT-006` (motion intensity model, already `Approved` under `KBDL-DEC-014`).",Non-overriding summary,RESOLVED,PASS,None,PASS
KBDL-RSP-021,Notes or exclusions,C — Traceability-owned administrative,Owned administrative value bounded by prohibited-claim scan,Reject unsupported promotion or completion claims,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,PASS,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Does not reopen or restate any KBDL-005 timing/easing/reduced-motion value.,Non-overriding summary,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None,PASS
KBDL-RSP-022,Requirement ID,A — Normative-owned,Normative record,Parse the ID from the normative record,KBDL-RSP-022,KBDL-RSP-022,PASS,KBDL-RSP-022,MISSING,Missing,KBDL-RSP-022,PASS,None,PASS
KBDL-RSP-022,Blueprint section,C — Traceability-owned administrative,Exact readable-group value,Parse exact group heading or explicit per-ID mapping,Responsive motion behavior; performance and low-capability contexts,ABSENT,PASS,Responsive motion behavior; performance and low-capability contexts,Responsive motion behavior; performance and low-capability contexts,Uniform default,Responsive motion behavior; performance and low-capability contexts,PASS,None,PASS
KBDL-RSP-022,Roadmap prompt,C — Traceability-owned administrative,Approved roadmap/module derivation,Derive base prompt from module/file and validate any remediation annotation,KBDL-006,ABSENT,PASS,KBDL-006,KBDL-006,Uniform default,KBDL-006,PASS,None,PASS
KBDL-RSP-022,Specification location,A — Normative-owned,Containing normative section,Derive file and containing heading anchor around the requirement record,responsive.md#27-performance-and-low-capability-contexts,ABSENT,PASS,responsive.md#27-performance-and-low-capability-contexts,"[responsive.md §26, §27](responsive.md#26-responsive-motion-behavior)",Non-overriding summary,responsive.md#27-performance-and-low-capability-contexts,PASS,None,PASS
KBDL-RSP-022,Lifecycle status,A — Normative-owned,Normative record,Parse explicit lifecycle and compare every lower source,Approved,Approved,PASS,Approved,MISSING,Missing,Approved,PASS,None,PASS
KBDL-RSP-022,Provenance,A — Normative-owned,Normative record,Parse explicit provenance and compare every lower source,Confirmed,Confirmed,PASS,Confirmed,MISSING,Missing,Confirmed,PASS,None,PASS
KBDL-RSP-022,Validation classification,A — Normative-owned,Normative record,Parse explicit validation status and compare every lower source,Not verified,Not verified,PASS,Not verified,Not verified,Uniform default,Not verified,PASS,None,PASS
KBDL-RSP-022,Verified scope,D — Evidence-owned,Evidence scope registry,Require evidence-compatible scope,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-RSP-022,Not-verified scope,D — Evidence-owned,Evidence scope registry,Require honest unexecuted scope,Not verified,ABSENT,PASS,Not verified,MISSING,Missing,Not verified,PASS,None,PASS
KBDL-RSP-022,Authority,B — Governance-owned,Authority graph,Resolve every component and graph edge,RESOLVED,ABSENT,PASS,Approved (restates principles.md §6.9); project-owner-approved KBDL-006 implementation prompt,MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-RSP-022,Validation method,D — Evidence-owned,Normative record,Compare method to evidence classification without ledger self-proof,Manual review; implementation-level performance measurement once an implementation exists.,Manual review; implementation-level performance measurement once an implementation exists.,PASS,Manual review; implementation-level performance measurement once an implementation exists,Manual review; implementation-level performance measurement once an implementation exists.,Non-overriding summary,Manual review; implementation-level performance measurement once an implementation exists.,PASS,None,PASS
KBDL-RSP-022,Validation evidence,D — Evidence-owned,Resolved evidence/classification relationship,Resolve paths and prevent unsupported execution claims,Not verified — no implementation exists yet,ABSENT,PASS,Not verified — no implementation exists yet,Not verified — no implementation exists yet.,Non-overriding summary,Not verified — no implementation exists yet,PASS,None,PASS
KBDL-RSP-022,Known limitation,D — Evidence-owned,Not-verified/excluded scope relationship,Require consistency with validation scope,UNRESOLVED,ABSENT,PASS,Performance claims cannot be Verified without a real implementation to measure,Performance claims cannot be `Verified` without a real implementation to measure.,Non-overriding summary,UNRESOLVED,PASS,None,FAIL
KBDL-RSP-022,Packet or tracking destination,C — Traceability-owned administrative,Explicit None permitted only for Approved,Resolve file section item owner and readiness class,None — Approved,ABSENT,PASS,None — Approved,MISSING,Missing,None — Approved,PASS,None,PASS
KBDL-RSP-022,Pending dependencies,C — Traceability-owned administrative,Explicit None,Resolve and classify dependency source,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-RSP-022,Related decision,B — Governance-owned,Decision register,Resolve every cited decision and status,RESOLVED,ABSENT,PASS,None,"`KBDL-MOT-006` (motion intensity model, already `Approved` under `KBDL-DEC-014`).",Non-overriding summary,RESOLVED,PASS,None,PASS
KBDL-RSP-022,Notes or exclusions,C — Traceability-owned administrative,Owned administrative value bounded by prohibited-claim scan,Reject unsupported promotion or completion claims,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,PASS,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Does not reopen or restate any KBDL-005 timing/easing/reduced-motion value.,Non-overriding summary,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None,PASS
KBDL-THM-001,Requirement ID,A — Normative-owned,Normative record,Parse the ID from the normative record,KBDL-THM-001,KBDL-THM-001,PASS,KBDL-THM-001,MISSING,Missing,KBDL-THM-001,PASS,None,PASS
KBDL-THM-001,Blueprint section,C — Traceability-owned administrative,Exact readable-group value,Parse exact group heading or explicit per-ID mapping,Theme architecture and semantic-role inventory,ABSENT,PASS,Theme architecture and semantic-role inventory,Theme architecture and semantic-role inventory,Uniform default,Theme architecture and semantic-role inventory,PASS,None,PASS
KBDL-THM-001,Roadmap prompt,C — Traceability-owned administrative,Approved roadmap/module derivation,Derive base prompt from module/file and validate any remediation annotation,KBDL-004,ABSENT,PASS,KBDL-004,KBDL-004,Uniform default,KBDL-004,PASS,None,PASS
KBDL-THM-001,Specification location,A — Normative-owned,Containing normative section,Derive file and containing heading anchor around the requirement record,themes/semantic-roles.md#1-semantic-role-inventory,ABSENT,PASS,themes/semantic-roles.md#1-semantic-role-inventory,[themes/semantic-roles.md §1](themes/semantic-roles.md#1-semantic-role-inventory),Non-overriding summary,themes/semantic-roles.md#1-semantic-role-inventory,PASS,None,PASS
KBDL-THM-001,Lifecycle status,A — Normative-owned,Normative record,Parse explicit lifecycle and compare every lower source,Approved,Approved,PASS,Approved,MISSING,Missing,Approved,PASS,None,PASS
KBDL-THM-001,Provenance,A — Normative-owned,Normative record,Parse explicit provenance and compare every lower source,Confirmed,Confirmed,PASS,Confirmed,MISSING,Missing,Confirmed,PASS,None,PASS
KBDL-THM-001,Validation classification,A — Normative-owned,Normative record,Parse explicit validation status and compare every lower source,Not verified,Not verified,PASS,Not verified,Not verified,Uniform default,Not verified,PASS,None,PASS
KBDL-THM-001,Verified scope,D — Evidence-owned,Evidence scope registry,Require evidence-compatible scope,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-THM-001,Not-verified scope,D — Evidence-owned,Evidence scope registry,Require honest unexecuted scope,Not verified,ABSENT,PASS,Not verified,MISSING,Missing,Not verified,PASS,None,PASS
KBDL-THM-001,Authority,B — Governance-owned,Authority graph,Resolve every component and graph edge,RESOLVED,ABSENT,PASS,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: Confirmed,MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-THM-001,Validation method,D — Evidence-owned,Normative record,Compare method to evidence classification without ledger self-proof,Manual review of role usage against the inventory at each later module's approval gate.,Manual review of role usage against the inventory at each later module's approval gate.,PASS,Manual review of role usage against the inventory at each later module's approval gate,Manual review of role usage against the inventory at each later module's approval gate.,Non-overriding summary,Manual review of role usage against the inventory at each later module's approval gate.,PASS,None,PASS
KBDL-THM-001,Validation evidence,D — Evidence-owned,Resolved evidence/classification relationship,Resolve paths and prevent unsupported execution claims,Not verified — no component module exists yet to check role usage against,ABSENT,PASS,Not verified — no component module exists yet to check role usage against,Not verified — no component module exists yet to check role usage against.,Non-overriding summary,Not verified — no component module exists yet to check role usage against,PASS,None,PASS
KBDL-THM-001,Known limitation,D — Evidence-owned,Not-verified/excluded scope relationship,Require consistency with validation scope,UNRESOLVED,ABSENT,PASS,Cannot be fully validated until component modules (CMP) exist,Cannot be fully validated until component modules (`CMP`) exist.,Non-overriding summary,UNRESOLVED,PASS,None,FAIL
KBDL-THM-001,Packet or tracking destination,C — Traceability-owned administrative,Explicit None permitted only for Approved,Resolve file section item owner and readiness class,None — Approved,ABSENT,PASS,None — Approved,MISSING,Missing,None — Approved,PASS,None,PASS
KBDL-THM-001,Pending dependencies,C — Traceability-owned administrative,Explicit None,Resolve and classify dependency source,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-THM-001,Related decision,B — Governance-owned,Decision register,Resolve every cited decision and status,RESOLVED,ABSENT,PASS,None,Not applicable,Non-overriding summary,RESOLVED,PASS,None,PASS
KBDL-THM-001,Notes or exclusions,C — Traceability-owned administrative,Owned administrative value bounded by prohibited-claim scan,Reject unsupported promotion or completion claims,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,PASS,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Restates the color-role architecture from `KBDL-FND-001`/`002` at theme-level specificity; 72 distinct semantic roles across 6 categories.,Non-overriding summary,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None,PASS
KBDL-THM-002,Requirement ID,A — Normative-owned,Normative record,Parse the ID from the normative record,KBDL-THM-002,KBDL-THM-002,PASS,KBDL-THM-002,MISSING,Missing,KBDL-THM-002,PASS,None,PASS
KBDL-THM-002,Blueprint section,C — Traceability-owned administrative,Exact readable-group value,Parse exact group heading or explicit per-ID mapping,Light/dark theme parity,ABSENT,PASS,Light/dark theme parity,Light/dark theme parity,Uniform default,Light/dark theme parity,PASS,None,PASS
KBDL-THM-002,Roadmap prompt,C — Traceability-owned administrative,Approved roadmap/module derivation,Derive base prompt from module/file and validate any remediation annotation,KBDL-004,ABSENT,PASS,KBDL-004,KBDL-004,Uniform default,KBDL-004,PASS,None,PASS
KBDL-THM-002,Specification location,A — Normative-owned,Containing normative section,Derive file and containing heading anchor around the requirement record,themes/semantic-roles.md#2-semantic-parity,ABSENT,PASS,themes/semantic-roles.md#2-semantic-parity,[themes/semantic-roles.md §2](themes/semantic-roles.md#2-semantic-parity),Non-overriding summary,themes/semantic-roles.md#2-semantic-parity,PASS,None,PASS
KBDL-THM-002,Lifecycle status,A — Normative-owned,Normative record,Parse explicit lifecycle and compare every lower source,Approved,Approved,PASS,Approved,MISSING,Missing,Approved,PASS,None,PASS
KBDL-THM-002,Provenance,A — Normative-owned,Normative record,Parse explicit provenance and compare every lower source,Confirmed,Confirmed,PASS,Confirmed,MISSING,Missing,Confirmed,PASS,None,PASS
KBDL-THM-002,Validation classification,A — Normative-owned,Normative record,Parse explicit validation status and compare every lower source,Verified,Verified,PASS,Verified,Verified,Uniform default,Verified,PASS,None,PASS
KBDL-THM-002,Verified scope,D — Evidence-owned,Evidence scope registry,Require evidence-compatible scope,Verified (see semantic-roles.md §2 parity matrix),ABSENT,PASS,Verified (see semantic-roles.md §2 parity matrix),MISSING,Missing,Verified (see semantic-roles.md §2 parity matrix),PASS,None,PASS
KBDL-THM-002,Not-verified scope,D — Evidence-owned,Evidence scope registry,Require honest unexecuted scope,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-THM-002,Authority,B — Governance-owned,Authority graph,Resolve every component and graph edge,RESOLVED,ABSENT,PASS,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: Confirmed,MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-THM-002,Validation method,D — Evidence-owned,Normative record,Compare method to evidence classification without ledger self-proof,"Parity-matrix completeness check (performed, see validation.md).","Parity-matrix completeness check (performed, see validation.md).",PASS,"Parity-matrix completeness check (performed, see validation.md)","Direct count of every role in the inventory against the actual light and dark mapping tables (re-run under KBDL-004-R1 and again under KBDL-004-R3, not a re-assertion of the prior report each time).",Non-overriding summary,"Parity-matrix completeness check (performed, see validation.md).",PASS,None,PASS
KBDL-THM-002,Validation evidence,D — Evidence-owned,Resolved evidence/classification relationship,Resolve paths and prevent unsupported execution claims,UNRESOLVED,ABSENT,PASS,"Parity matrix in themes/semantic-roles.md § Parity Matrix — 72 unique roles, 72 light mappings, 72 dark mappings, 1 role-level alias (corrected under KBDL-004-R3, previously miscounted as 2), 0 unresolved; recorded in the KBDL-004-R3 commit. The KBDL-004-R1 re-run found and fixed a real table-formatting defect (an inserted paragraph had broken the Status Families table in light-theme.md §5, orphaning its ""Neutral status"" row)","Parity matrix in [themes/semantic-roles.md § Parity Matrix](themes/semantic-roles.md#parity-matrix-corrected-under-kbdl-004-r1) — 72 unique roles, 72 light mappings, 72 dark mappings, **1** role-level alias (corrected under KBDL-004-R3, previously miscounted as 2), 0 unresolved; recorded in the KBDL-004-R3 commit. The KBDL-004-R1 re-run found and fixed a real table-formatting defect (an inserted paragraph had broken the Status Families table in `light-theme.md §5`, orphaning its ""Neutral status"" row).",Non-overriding summary,UNRESOLVED,PASS,None,FAIL
KBDL-THM-002,Known limitation,D — Evidence-owned,Not-verified/excluded scope relationship,Require consistency with validation scope,None identified,ABSENT,PASS,None identified,None identified.,Non-overriding summary,None identified,PASS,None,PASS
KBDL-THM-002,Packet or tracking destination,C — Traceability-owned administrative,Explicit None permitted only for Approved,Resolve file section item owner and readiness class,None — Approved,ABSENT,PASS,None — Approved,MISSING,Missing,None — Approved,PASS,None,PASS
KBDL-THM-002,Pending dependencies,C — Traceability-owned administrative,Explicit None,Resolve and classify dependency source,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-THM-002,Related decision,B — Governance-owned,Decision register,Resolve every cited decision and status,RESOLVED,ABSENT,PASS,None,Not applicable,Non-overriding summary,RESOLVED,PASS,None,PASS
KBDL-THM-002,Notes or exclusions,C — Traceability-owned administrative,Owned administrative value bounded by prohibited-claim scan,Reject unsupported promotion or completion claims,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,PASS,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,"The category-label wording error (""×5 sub-roles ×5 families"") in the original parity matrix — which contradicted its own correct 4×6=24 total — is corrected under KBDL-004-R1; the total of 72 was independently re-verified, not merely preserved. Under KBDL-004-R2, the alias *definition* was reconciled to one model across all documents: an alias is a role with no separate definition of its own; a role whose *value* merely reuses (or, for Keyboard focus, is required to equal) another role's color is not an alias. However, the KBDL-004-R2 pass still classified **Keyboard focus** as an alias while simultaneously counting it among the Actions category's 10 distinct roles — an internal contradiction, since an aliased role contributes 0 to a distinct-role count, not 1. **KBDL-004-R3 resolves this**: Keyboard focus is now consistently classified as a distinct role (value/behavior equivalence with Focus indicator, not aliasing), leaving **Neutral status as the only true alias**. The unique-role, light-mapping, and dark-mapping totals are unchanged (72/72/72); only the alias total changes, from the previously irreproducible ""2"" to the correct **1**.",Non-overriding summary,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None,PASS
KBDL-THM-003,Requirement ID,A — Normative-owned,Normative record,Parse the ID from the normative record,KBDL-THM-003,KBDL-THM-003,PASS,KBDL-THM-003,MISSING,Missing,KBDL-THM-003,PASS,None,PASS
KBDL-THM-003,Blueprint section,C — Traceability-owned administrative,Exact readable-group value,Parse exact group heading or explicit per-ID mapping,Theme-selection precedence — explicit-choice-over-system-preference core,ABSENT,PASS,Theme-selection precedence — explicit-choice-over-system-preference core,Theme-selection precedence — explicit-choice-over-system-preference core,Uniform default,Theme-selection precedence — explicit-choice-over-system-preference core,PASS,None,PASS
KBDL-THM-003,Roadmap prompt,C — Traceability-owned administrative,Approved roadmap/module derivation,Derive base prompt from module/file and validate any remediation annotation,KBDL-004,ABSENT,PASS,KBDL-004 (narrowed KBDL-004-R1),KBDL-004 (narrowed KBDL-004-R1),Uniform default,KBDL-004,PASS,None,PASS
KBDL-THM-003,Specification location,A — Normative-owned,Containing normative section,Derive file and containing heading anchor around the requirement record,themes/README.md#5-theme-selection-precedence,ABSENT,PASS,themes/README.md#5-theme-selection-precedence,[themes/README.md §5](themes/README.md#5-theme-selection-precedence),Non-overriding summary,themes/README.md#5-theme-selection-precedence,PASS,None,PASS
KBDL-THM-003,Lifecycle status,A — Normative-owned,Normative record,Parse explicit lifecycle and compare every lower source,Approved,Approved,PASS,Approved,MISSING,Missing,Approved,PASS,None,PASS
KBDL-THM-003,Provenance,A — Normative-owned,Normative record,Parse explicit provenance and compare every lower source,Confirmed,Confirmed,PASS,Confirmed,MISSING,Missing,Confirmed,PASS,None,PASS
KBDL-THM-003,Validation classification,A — Normative-owned,Normative record,Parse explicit validation status and compare every lower source,Not verified,Not verified,PASS,Not verified,Not verified,Uniform default,Not verified,PASS,None,PASS
KBDL-THM-003,Verified scope,D — Evidence-owned,Evidence scope registry,Require evidence-compatible scope,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-THM-003,Not-verified scope,D — Evidence-owned,Evidence scope registry,Require honest unexecuted scope,Not verified,ABSENT,PASS,Not verified,MISSING,Missing,Not verified,PASS,None,PASS
KBDL-THM-003,Authority,B — Governance-owned,Authority graph,Resolve every component and graph edge,RESOLVED,ABSENT,PASS,"Approved — directly and explicitly stated in the KBDL-004 preconditions (""explicit user theme choice taking precedence where a control exists"" and ""system preference as the default source when no user choice exists""); project-owner-approved KBDL-004 implementation prompt",MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-THM-003,Validation method,D — Evidence-owned,Normative record,Compare method to evidence classification without ledger self-proof,Manual review of precedence logic once implemented.,Manual review of precedence logic once implemented.,PASS,Manual review of precedence logic once implemented,Manual review of precedence logic once implemented.,Non-overriding summary,Manual review of precedence logic once implemented.,PASS,None,PASS
KBDL-THM-003,Validation evidence,D — Evidence-owned,Resolved evidence/classification relationship,Resolve paths and prevent unsupported execution claims,Not verified — no implementation exists yet,ABSENT,PASS,Not verified — no implementation exists yet,Not verified — no implementation exists yet.,Non-overriding summary,Not verified — no implementation exists yet,PASS,None,PASS
KBDL-THM-003,Known limitation,D — Evidence-owned,Not-verified/excluded scope relationship,Require consistency with validation scope,UNRESOLVED,ABSENT,PASS,Cannot be validated until an implementation exists,Cannot be validated until an implementation exists.,Non-overriding summary,UNRESOLVED,PASS,None,FAIL
KBDL-THM-003,Packet or tracking destination,C — Traceability-owned administrative,Explicit None permitted only for Approved,Resolve file section item owner and readiness class,None — Approved,ABSENT,PASS,None — Approved,MISSING,Missing,None — Approved,PASS,None,PASS
KBDL-THM-003,Pending dependencies,C — Traceability-owned administrative,Explicit None,Resolve and classify dependency source,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-THM-003,Related decision,B — Governance-owned,Decision register,Resolve every cited decision and status,RESOLVED,ABSENT,PASS,None,Not applicable,Non-overriding summary,RESOLVED,PASS,None,PASS
KBDL-THM-003,Notes or exclusions,C — Traceability-owned administrative,Owned administrative value bounded by prohibited-claim scan,Reject unsupported promotion or completion claims,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,PASS,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,"Narrowed under KBDL-004-R1; the full six-level ordering was found to exceed what any prior decision explicitly supports and moved to `KBDL-THM-013` (Recommended, see below).",Non-overriding summary,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None,PASS
KBDL-THM-004,Requirement ID,A — Normative-owned,Normative record,Parse the ID from the normative record,KBDL-THM-004,KBDL-THM-004,PASS,KBDL-THM-004,MISSING,Missing,KBDL-THM-004,PASS,None,PASS
KBDL-THM-004,Blueprint section,C — Traceability-owned administrative,Exact readable-group value,Parse exact group heading or explicit per-ID mapping,Theme preference persistence baseline,ABSENT,PASS,Theme preference persistence baseline,Theme preference persistence baseline,Uniform default,Theme preference persistence baseline,PASS,None,PASS
KBDL-THM-004,Roadmap prompt,C — Traceability-owned administrative,Approved roadmap/module derivation,Derive base prompt from module/file and validate any remediation annotation,KBDL-004,ABSENT,PASS,KBDL-004 (reclassified KBDL-004-R1),KBDL-004 (reclassified KBDL-004-R1),Uniform default,KBDL-004,PASS,None,PASS
KBDL-THM-004,Specification location,A — Normative-owned,Containing normative section,Derive file and containing heading anchor around the requirement record,themes/README.md#7-persistence-guidance,ABSENT,PASS,themes/README.md#7-persistence-guidance,[themes/README.md §7](themes/README.md#7-persistence-guidance),Non-overriding summary,themes/README.md#7-persistence-guidance,PASS,None,PASS
KBDL-THM-004,Lifecycle status,A — Normative-owned,Normative record,Parse explicit lifecycle and compare every lower source,Approved,Approved,PASS,Approved,MISSING,Missing,Approved,PASS,None,PASS
KBDL-THM-004,Provenance,A — Normative-owned,Normative record,Parse explicit provenance and compare every lower source,User-provided,User-provided,PASS,"User-provided (project-owner approval, see KBDL-DEC-013)",MISSING,Missing,User-provided,PASS,None,PASS
KBDL-THM-004,Validation classification,A — Normative-owned,Normative record,Parse explicit validation status and compare every lower source,Not verified,Not verified,PASS,Not verified,Not verified,Uniform default,Not verified,PASS,None,PASS
KBDL-THM-004,Verified scope,D — Evidence-owned,Evidence scope registry,Require evidence-compatible scope,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-THM-004,Not-verified scope,D — Evidence-owned,Evidence scope registry,Require honest unexecuted scope,Not verified — approval authorizes this baseline; it does not itself constitute implementation validation,ABSENT,PASS,Not verified — approval authorizes this baseline; it does not itself constitute implementation validation,MISSING,Missing,Not verified — approval authorizes this baseline; it does not itself constitute implementation validation,PASS,None,PASS
KBDL-THM-004,Authority,B — Governance-owned,Authority graph,Resolve every component and graph edge,RESOLVED,ABSENT,PASS,"Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval, see KBDL-DEC-013)",MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-THM-004,Validation method,D — Evidence-owned,Normative record,Compare method to evidence classification without ledger self-proof,Manual review of persistence design once implemented (not yet performed — approval does not require this to have happened).,Manual review of persistence design once implemented (not yet performed — approval does not require this to have happened).,PASS,Manual review of persistence design once implemented (not yet performed — approval does not require this to have happened),Manual review of persistence design once implemented; project-owner review (performed for approval scope).,Non-overriding summary,Manual review of persistence design once implemented (not yet performed — approval does not require this to have happened).,PASS,None,PASS
KBDL-THM-004,Validation evidence,D — Evidence-owned,Resolved evidence/classification relationship,Resolve paths and prevent unsupported execution claims,"Not verified — no implementation exists yet; approval is a lifecycle decision, not validation evidence",ABSENT,PASS,"Not verified — no implementation exists yet; approval is a lifecycle decision, not validation evidence","Not verified — no implementation exists yet; approval is a lifecycle decision, not validation evidence.",Non-overriding summary,"Not verified — no implementation exists yet; approval is a lifecycle decision, not validation evidence",PASS,None,PASS
KBDL-THM-004,Known limitation,D — Evidence-owned,Not-verified/excluded scope relationship,Require consistency with validation scope,Cannot be validated until an implementation exists,ABSENT,PASS,Cannot be validated until an implementation exists,Cannot be validated until an implementation exists.,Non-overriding summary,Cannot be validated until an implementation exists,PASS,None,PASS
KBDL-THM-004,Packet or tracking destination,C — Traceability-owned administrative,Explicit None permitted only for Approved,Resolve file section item owner and readiness class,None — Approved,ABSENT,PASS,None — Approved,MISSING,Missing,None — Approved,PASS,None,PASS
KBDL-THM-004,Pending dependencies,C — Traceability-owned administrative,Explicit None,Resolve and classify dependency source,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-THM-004,Related decision,B — Governance-owned,Decision register,Resolve every cited decision and status,RESOLVED,ABSENT,PASS,KBDL-DEC-013,KBDL-DEC-013,Non-overriding summary,RESOLVED,PASS,None,PASS
KBDL-THM-004,Notes or exclusions,C — Traceability-owned administrative,Owned administrative value bounded by prohibited-claim scan,Reject unsupported promotion or completion claims,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,PASS,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,"Previously mislabeled `Approved`, then corrected to `Recommended` under KBDL-004-R1; approved for real under KBDL-004-A1.",Non-overriding summary,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None,PASS
KBDL-THM-005,Requirement ID,A — Normative-owned,Normative record,Parse the ID from the normative record,KBDL-THM-005,KBDL-THM-005,PASS,KBDL-THM-005,MISSING,Missing,KBDL-THM-005,PASS,None,PASS
KBDL-THM-005,Blueprint section,C — Traceability-owned administrative,Exact readable-group value,Parse exact group heading or explicit per-ID mapping,Accessibility cannot be weakened by a project theme override; shared theme architecture across profiles,ABSENT,PASS,Accessibility cannot be weakened by a project theme override; shared theme architecture across profiles,Accessibility cannot be weakened by a project theme override; shared theme architecture across profiles,Uniform default,Accessibility cannot be weakened by a project theme override; shared theme architecture across profiles,PASS,None,PASS
KBDL-THM-005,Roadmap prompt,C — Traceability-owned administrative,Approved roadmap/module derivation,Derive base prompt from module/file and validate any remediation annotation,KBDL-004,ABSENT,PASS,KBDL-004 (narrowed KBDL-004-R1),KBDL-004 (narrowed KBDL-004-R1),Uniform default,KBDL-004,PASS,None,PASS
KBDL-THM-005,Specification location,A — Normative-owned,Containing normative section,Derive file and containing heading anchor around the requirement record,themes/adaptation.md#12-projects-must-not,ABSENT,PASS,themes/adaptation.md#12-projects-must-not,"[themes/adaptation.md §1.2](themes/adaptation.md#12-projects-must-not), [themes/README.md §8](themes/README.md#8-project-profile-theme-interpretation)",Non-overriding summary,themes/adaptation.md#12-projects-must-not,PASS,None,PASS
KBDL-THM-005,Lifecycle status,A — Normative-owned,Normative record,Parse explicit lifecycle and compare every lower source,Approved,Approved,PASS,Approved,MISSING,Missing,Approved,PASS,None,PASS
KBDL-THM-005,Provenance,A — Normative-owned,Normative record,Parse explicit provenance and compare every lower source,Confirmed,Confirmed,PASS,Confirmed,MISSING,Missing,Confirmed,PASS,None,PASS
KBDL-THM-005,Validation classification,A — Normative-owned,Normative record,Parse explicit validation status and compare every lower source,Not verified,Not verified,PASS,Not verified,Not verified,Uniform default,Not verified,PASS,None,PASS
KBDL-THM-005,Verified scope,D — Evidence-owned,Evidence scope registry,Require evidence-compatible scope,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-THM-005,Not-verified scope,D — Evidence-owned,Evidence scope registry,Require honest unexecuted scope,Not verified,ABSENT,PASS,Not verified,MISSING,Missing,Not verified,PASS,None,PASS
KBDL-THM-005,Authority,B — Governance-owned,Authority graph,Resolve every component and graph edge,RESOLVED,ABSENT,PASS,"Approved — directly derived from the locked, already- approved accessibility rule in governance.md § KBDL-GOV-002 and principles.md §6.8; accessibility cannot be weakened by a project override",MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-THM-005,Validation method,D — Evidence-owned,Normative record,Compare method to evidence classification without ledger self-proof,Manual review of any project theme against the documented boundaries.,Manual review of any project theme against the documented boundaries.,PASS,Manual review of any project theme against the documented boundaries,Manual review of any project theme against the documented boundaries; manual cross-profile review once the project-profiles module is approved.,Non-overriding summary,Manual review of any project theme against the documented boundaries.,PASS,None,PASS
KBDL-THM-005,Validation evidence,D — Evidence-owned,Resolved evidence/classification relationship,Resolve paths and prevent unsupported execution claims,Not verified — no project theme or PRO module exists yet,ABSENT,PASS,Not verified — no project theme or PRO module exists yet,Not verified — no project theme or `PRO` module exists yet.,Non-overriding summary,Not verified — no project theme or PRO module exists yet,PASS,None,PASS
