Requirement ID,Field name,Raw group field,Parsed grammar,Group value,Group classification,Overriding status,Ledger value,Comparison,Result
KBDL-PRO-002,Packet or tracking destination,MISSING,Missing,MISSING,Missing,No,None — Approved,NOT COMPARABLE,PASS
KBDL-PRO-002,Pending dependencies,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-002,Related decision,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-002,Notes or exclusions,MISSING,Missing,MISSING,Missing,No,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,NOT COMPARABLE,PASS
KBDL-PRO-003,Requirement ID,MISSING,Missing,MISSING,Missing,No,KBDL-PRO-003,NOT COMPARABLE,PASS
KBDL-PRO-003,Blueprint section,MISSING,Missing,MISSING,Missing,No,Profile architecture; terminology; locked/controlled/open classification; profile selection and declaration,NOT COMPARABLE,PASS
KBDL-PRO-003,Roadmap prompt,MISSING,Missing,MISSING,Missing,No,KBDL-009,NOT COMPARABLE,PASS
KBDL-PRO-003,Specification location,MISSING,Missing,MISSING,Missing,No,profiles.md#7-locked-controlled-and-open-profile-decisions,NOT COMPARABLE,PASS
KBDL-PRO-003,Lifecycle status,MISSING,Missing,MISSING,Missing,No,Approved,NOT COMPARABLE,PASS
KBDL-PRO-003,Provenance,MISSING,Missing,MISSING,Missing,No,Confirmed,NOT COMPARABLE,PASS
KBDL-PRO-003,Validation classification,MISSING,Missing,MISSING,Missing,No,Not verified,NOT COMPARABLE,PASS
KBDL-PRO-003,Verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-003,Not-verified scope,MISSING,Missing,MISSING,Missing,No,Not verified,NOT COMPARABLE,PASS
KBDL-PRO-003,Authority,MISSING,Missing,MISSING,Missing,No,"restates principles.md §9.4 and the design-decision hierarchy, principles.md §8; project-owner-approved KBDL-009 implementation prompt",NOT COMPARABLE,PASS
KBDL-PRO-003,Validation method,MISSING,Missing,MISSING,Missing,No,Manual review once a project profile is implemented.,NOT COMPARABLE,PASS
KBDL-PRO-003,Validation evidence,MISSING,Missing,MISSING,Missing,No,Not verified — no implementation exists yet,NOT COMPARABLE,PASS
KBDL-PRO-003,Known limitation,MISSING,Missing,MISSING,Missing,No,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,NOT COMPARABLE,PASS
KBDL-PRO-003,Packet or tracking destination,MISSING,Missing,MISSING,Missing,No,None — Approved,NOT COMPARABLE,PASS
KBDL-PRO-003,Pending dependencies,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-003,Related decision,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-003,Notes or exclusions,MISSING,Missing,MISSING,Missing,No,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,NOT COMPARABLE,PASS
KBDL-PRO-004,Requirement ID,MISSING,Missing,MISSING,Missing,No,KBDL-PRO-004,NOT COMPARABLE,PASS
KBDL-PRO-004,Blueprint section,MISSING,Missing,MISSING,Missing,No,Profile architecture; terminology; locked/controlled/open classification; profile selection and declaration,NOT COMPARABLE,PASS
KBDL-PRO-004,Roadmap prompt,MISSING,Missing,MISSING,Missing,No,KBDL-009,NOT COMPARABLE,PASS
KBDL-PRO-004,Specification location,MISSING,Missing,MISSING,Missing,No,profiles.md#7-locked-controlled-and-open-profile-decisions,NOT COMPARABLE,PASS
KBDL-PRO-004,Lifecycle status,MISSING,Missing,MISSING,Missing,No,Approved,NOT COMPARABLE,PASS
KBDL-PRO-004,Provenance,MISSING,Missing,MISSING,Missing,No,Confirmed,NOT COMPARABLE,PASS
KBDL-PRO-004,Validation classification,MISSING,Missing,MISSING,Missing,No,Not verified,NOT COMPARABLE,PASS
KBDL-PRO-004,Verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-004,Not-verified scope,MISSING,Missing,MISSING,Missing,No,Not verified,NOT COMPARABLE,PASS
KBDL-PRO-004,Authority,MISSING,Missing,MISSING,Missing,No,restates principles.md §5.2 and the already-Approved per-module profile-interpretation sections cited in §3; project-owner-approved KBDL-009 implementation prompt,NOT COMPARABLE,PASS
KBDL-PRO-004,Validation method,MISSING,Missing,MISSING,Missing,No,Manual review once a project profile is implemented.,NOT COMPARABLE,PASS
KBDL-PRO-004,Validation evidence,MISSING,Missing,MISSING,Missing,No,Not verified — no implementation exists yet,NOT COMPARABLE,PASS
KBDL-PRO-004,Known limitation,MISSING,Missing,MISSING,Missing,No,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,NOT COMPARABLE,PASS
KBDL-PRO-004,Packet or tracking destination,MISSING,Missing,MISSING,Missing,No,None — Approved,NOT COMPARABLE,PASS
KBDL-PRO-004,Pending dependencies,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-004,Related decision,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-004,Notes or exclusions,MISSING,Missing,MISSING,Missing,No,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,NOT COMPARABLE,PASS
KBDL-PRO-005,Requirement ID,MISSING,Missing,MISSING,Missing,No,KBDL-PRO-005,NOT COMPARABLE,PASS
KBDL-PRO-005,Blueprint section,MISSING,Missing,MISSING,Missing,No,Profile architecture; terminology; locked/controlled/open classification; profile selection and declaration,NOT COMPARABLE,PASS
KBDL-PRO-005,Roadmap prompt,MISSING,Missing,MISSING,Missing,No,KBDL-009,NOT COMPARABLE,PASS
KBDL-PRO-005,Specification location,MISSING,Missing,MISSING,Missing,No,profiles.md#7-locked-controlled-and-open-profile-decisions,NOT COMPARABLE,PASS
KBDL-PRO-005,Lifecycle status,MISSING,Missing,MISSING,Missing,No,Approved,NOT COMPARABLE,PASS
KBDL-PRO-005,Provenance,MISSING,Missing,MISSING,Missing,No,Confirmed,NOT COMPARABLE,PASS
KBDL-PRO-005,Validation classification,MISSING,Missing,MISSING,Missing,No,Not verified,NOT COMPARABLE,PASS
KBDL-PRO-005,Verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-005,Not-verified scope,MISSING,Missing,MISSING,Missing,No,Not verified,NOT COMPARABLE,PASS
KBDL-PRO-005,Authority,MISSING,Missing,MISSING,Missing,No,restates principles.md §5.3; project-owner-approved KBDL-009 implementation prompt,NOT COMPARABLE,PASS
KBDL-PRO-005,Validation method,MISSING,Missing,MISSING,Missing,No,Manual review once a project profile is implemented.,NOT COMPARABLE,PASS
KBDL-PRO-005,Validation evidence,MISSING,Missing,MISSING,Missing,No,Not verified — no implementation exists yet,NOT COMPARABLE,PASS
KBDL-PRO-005,Known limitation,MISSING,Missing,MISSING,Missing,No,"Not applicable — restates an existing scope/governance rule, not independently testable against an implementation",NOT COMPARABLE,PASS
KBDL-PRO-005,Packet or tracking destination,MISSING,Missing,MISSING,Missing,No,None — Approved,NOT COMPARABLE,PASS
KBDL-PRO-005,Pending dependencies,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-005,Related decision,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-005,Notes or exclusions,MISSING,Missing,MISSING,Missing,No,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,NOT COMPARABLE,PASS
KBDL-PRO-006,Requirement ID,MISSING,Missing,MISSING,Missing,No,KBDL-PRO-006,NOT COMPARABLE,PASS
KBDL-PRO-006,Blueprint section,MISSING,Missing,MISSING,Missing,No,Profile architecture; terminology; locked/controlled/open classification; profile selection and declaration,NOT COMPARABLE,PASS
KBDL-PRO-006,Roadmap prompt,MISSING,Missing,MISSING,Missing,No,KBDL-009,NOT COMPARABLE,PASS
KBDL-PRO-006,Specification location,MISSING,Missing,MISSING,Missing,No,profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#35-kbdl-006-approval-boundary-audit; profiles.md#37-kbdl-008-approval-boundary-audit,NOT COMPARABLE,PASS
KBDL-PRO-006,Lifecycle status,MISSING,Missing,MISSING,Missing,No,Approved,NOT COMPARABLE,PASS
KBDL-PRO-006,Provenance,MISSING,Missing,MISSING,Missing,No,Confirmed,NOT COMPARABLE,PASS
KBDL-PRO-006,Validation classification,MISSING,Missing,MISSING,Missing,No,Not applicable,NOT COMPARABLE,PASS
KBDL-PRO-006,Verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-006,Not-verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-006,Authority,MISSING,Missing,MISSING,Missing,No,"scope-control requirement, explicit mandatory clause of the approved KBDL-009 prompt's Locked/Controlled/ Open section",NOT COMPARABLE,PASS
KBDL-PRO-006,Validation method,MISSING,Missing,MISSING,Missing,No,"Manual scope-compliance review (performed, see implementation report).",NOT COMPARABLE,PASS
KBDL-PRO-006,Validation evidence,MISSING,Missing,MISSING,Missing,No,Not verified — no implementation exists yet,NOT COMPARABLE,PASS
KBDL-PRO-006,Known limitation,MISSING,Missing,MISSING,Missing,No,"Not applicable — scope-control requirement, not independently testable against an implementation",NOT COMPARABLE,PASS
KBDL-PRO-006,Packet or tracking destination,MISSING,Missing,MISSING,Missing,No,None — Approved,NOT COMPARABLE,PASS
KBDL-PRO-006,Pending dependencies,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-006,Related decision,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-006,Notes or exclusions,MISSING,Missing,MISSING,Missing,No,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,NOT COMPARABLE,PASS
KBDL-PRO-007,Requirement ID,MISSING,Missing,MISSING,Missing,No,KBDL-PRO-007,NOT COMPARABLE,PASS
KBDL-PRO-007,Blueprint section,MISSING,Missing,MISSING,Missing,No,Profile architecture; terminology; locked/controlled/open classification; profile selection and declaration,NOT COMPARABLE,PASS
KBDL-PRO-007,Roadmap prompt,MISSING,Missing,MISSING,Missing,No,KBDL-009,NOT COMPARABLE,PASS
KBDL-PRO-007,Specification location,MISSING,Missing,MISSING,Missing,No,profiles.md#8-profile-selection-and-declaration,NOT COMPARABLE,PASS
KBDL-PRO-007,Lifecycle status,MISSING,Missing,MISSING,Missing,No,Approved,NOT COMPARABLE,PASS
KBDL-PRO-007,Provenance,MISSING,Missing,MISSING,Missing,No,Confirmed,NOT COMPARABLE,PASS
KBDL-PRO-007,Validation classification,MISSING,Missing,MISSING,Missing,No,Not applicable,NOT COMPARABLE,PASS
KBDL-PRO-007,Verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-007,Not-verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-007,Authority,MISSING,Missing,MISSING,Missing,No,the required field list is an explicit mandatory clause of the approved KBDL-009 prompt's Profile Selection and Declaration section,NOT COMPARABLE,PASS
KBDL-PRO-007,Validation method,MISSING,Missing,MISSING,Missing,No,Manual review of a project's declaration once one exists.,NOT COMPARABLE,PASS
KBDL-PRO-007,Validation evidence,MISSING,Missing,MISSING,Missing,No,Not verified — no implementation exists yet,NOT COMPARABLE,PASS
KBDL-PRO-007,Known limitation,MISSING,Missing,MISSING,Missing,No,No project profile declaration exists yet to review against this requirement's field list,NOT COMPARABLE,PASS
KBDL-PRO-007,Packet or tracking destination,MISSING,Missing,MISSING,Missing,No,None — Approved,NOT COMPARABLE,PASS
KBDL-PRO-007,Pending dependencies,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-007,Related decision,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-007,Notes or exclusions,MISSING,Missing,MISSING,Missing,No,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,NOT COMPARABLE,PASS
KBDL-PRO-008,Requirement ID,MISSING,Missing,MISSING,Missing,No,KBDL-PRO-008,NOT COMPARABLE,PASS
KBDL-PRO-008,Blueprint section,MISSING,Missing,MISSING,Missing,No,Profile architecture; terminology; locked/controlled/open classification; profile selection and declaration,NOT COMPARABLE,PASS
KBDL-PRO-008,Roadmap prompt,MISSING,Missing,MISSING,Missing,No,KBDL-009,NOT COMPARABLE,PASS
KBDL-PRO-008,Specification location,MISSING,Missing,MISSING,Missing,No,profiles.md#8-profile-selection-and-declaration,NOT COMPARABLE,PASS
KBDL-PRO-008,Lifecycle status,MISSING,Missing,MISSING,Missing,No,Approved,NOT COMPARABLE,PASS
KBDL-PRO-008,Provenance,MISSING,Missing,MISSING,Missing,No,Confirmed,NOT COMPARABLE,PASS
KBDL-PRO-008,Validation classification,MISSING,Missing,MISSING,Missing,No,Not applicable,NOT COMPARABLE,PASS
KBDL-PRO-008,Verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-008,Not-verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-008,Authority,MISSING,Missing,MISSING,Missing,No,"explicit mandatory clause of the approved KBDL-009 prompt's Profile Selection and Declaration section; also extends the already-Approved Accessibility by Default principle, principles.md §6.8",NOT COMPARABLE,PASS
KBDL-PRO-008,Validation method,MISSING,Missing,MISSING,Missing,No,Manual review of a project's stated selection rationale.,NOT COMPARABLE,PASS
KBDL-PRO-008,Validation evidence,MISSING,Missing,MISSING,Missing,No,Not verified — no implementation exists yet,NOT COMPARABLE,PASS
KBDL-PRO-008,Known limitation,MISSING,Missing,MISSING,Missing,No,"No project profile declaration exists yet to review against this requirement. Whether a project must select exactly one primary profile, may select a secondary profile, or may use a hybrid model is new governance policy:",NOT COMPARABLE,PASS
KBDL-PRO-008,Packet or tracking destination,MISSING,Missing,MISSING,Missing,No,None — Approved,NOT COMPARABLE,PASS
KBDL-PRO-008,Pending dependencies,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-008,Related decision,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-008,Notes or exclusions,MISSING,Missing,MISSING,Missing,No,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,NOT COMPARABLE,PASS
KBDL-PRO-009,Requirement ID,MISSING,Missing,MISSING,Missing,No,KBDL-PRO-009,NOT COMPARABLE,PASS
KBDL-PRO-009,Blueprint section,MISSING,Missing,MISSING,Missing,No,Profile architecture; terminology; locked/controlled/open classification; profile selection and declaration,NOT COMPARABLE,PASS
KBDL-PRO-009,Roadmap prompt,MISSING,Missing,MISSING,Missing,No,KBDL-009,NOT COMPARABLE,PASS
KBDL-PRO-009,Specification location,MISSING,Missing,MISSING,Missing,No,profiles.md#8-profile-selection-and-declaration; profiles.md#33-kbdl-009-decision-packet,NOT COMPARABLE,PASS
KBDL-PRO-009,Lifecycle status,MISSING,Missing,MISSING,Missing,No,Recommended,NOT COMPARABLE,PASS
KBDL-PRO-009,Provenance,MISSING,Missing,MISSING,Missing,No,Assumed,NOT COMPARABLE,PASS
KBDL-PRO-009,Validation classification,MISSING,Missing,MISSING,Missing,No,Not applicable,NOT COMPARABLE,PASS
KBDL-PRO-009,Verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-009,Not-verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-009,Authority,MISSING,Missing,MISSING,Missing,No,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,NOT COMPARABLE,PASS
KBDL-PRO-009,Validation method,MISSING,Missing,MISSING,Missing,No,Project-owner review (not yet performed).,NOT COMPARABLE,PASS
KBDL-PRO-009,Validation evidence,MISSING,Missing,MISSING,Missing,No,Not verified — no implementation exists yet,NOT COMPARABLE,PASS
KBDL-PRO-009,Known limitation,MISSING,Missing,MISSING,Missing,No,Recommended — grants no implementation authority pending project-owner review; see the decision packet,NOT COMPARABLE,PASS
KBDL-PRO-009,Packet or tracking destination,MISSING,Missing,MISSING,Missing,No,Approval-ready item 1,NOT COMPARABLE,PASS
KBDL-PRO-009,Pending dependencies,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-009,Related decision,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-009,Notes or exclusions,MISSING,Missing,MISSING,Missing,No,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,NOT COMPARABLE,PASS
KBDL-PRO-010,Requirement ID,MISSING,Missing,MISSING,Missing,No,KBDL-PRO-010,NOT COMPARABLE,PASS
KBDL-PRO-010,Blueprint section,Showcase Profile; Precision Profile; Flow Profile; component interpretation per profile,Uniform default,Showcase Profile; Precision Profile; Flow Profile; component interpretation per profile,Uniform default,Yes,Showcase Profile; Precision Profile; Flow Profile; component interpretation per profile,AGREE,PASS
KBDL-PRO-010,Roadmap prompt,KBDL-009,Uniform default,KBDL-009,Uniform default,Yes,KBDL-009,AGREE,PASS
KBDL-PRO-010,Specification location,MISSING,Missing,MISSING,Missing,No,profiles.md#101-purpose,NOT COMPARABLE,PASS
KBDL-PRO-010,Lifecycle status,MISSING,Missing,MISSING,Missing,No,Approved,NOT COMPARABLE,PASS
KBDL-PRO-010,Provenance,"Confirmed for `KBDL-PRO-010`–`015`; Assumed for `KBDL-PRO-016`, `017`, `018`.",Uniform status default,Confirmed,Uniform default,Yes,Confirmed,AGREE,PASS
KBDL-PRO-010,Validation classification,"Not verified: KBDL-PRO-010, KBDL-PRO-011, KBDL-PRO-012, KBDL-PRO-013, KBDL-PRO-014, KBDL-PRO-015; Not applicable: KBDL-PRO-016, KBDL-PRO-017, KBDL-PRO-018",Status bucket,Not verified,Exact per-ID mapping,Yes,Not verified,AGREE,PASS
KBDL-PRO-010,Verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-010,Not-verified scope,MISSING,Missing,MISSING,Missing,No,Not verified,NOT COMPARABLE,PASS
KBDL-PRO-010,Authority,"`KBDL-PRO-010`–`015`: prior-Approved KBDL requirements (see each ID's own record for the exact sources). `KBDL-PRO-016`, `017`, `018`: not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority.",Per-ID clause mapping,"prior-Approved KBDL requirements (see each ID's own record for the exact sources). `KBDL-PRO-016`, `017`, `018`: not applicable — pending explicit project-owner approval",Non-overriding summary,No,"consolidates the already-Approved Showcase interpretation already established in principles.md §9.1, foundations/README.md §4.1, themes/README.md §8 Showcase, motion/patterns.md §10.1, and responsive.md §28; project-owner-approved KBDL-009 implementation prompt",SUMMARY,PASS
KBDL-PRO-010,Validation method,Manual cross-module consistency review once implemented; project-owner review of `KBDL-PRO-016`/`017`/`018` (not yet performed).,Broad descriptive summary,Manual cross-module consistency review once implemented; project-owner review of `KBDL-PRO-016`/`017`/`018` (not yet performed).,Non-overriding summary,No,Manual cross-module consistency review.,SUMMARY,PASS
KBDL-PRO-010,Validation evidence,Not verified — no implementation exists yet.,Broad descriptive summary,Not verified — no implementation exists yet.,Non-overriding summary,No,Not verified — no implementation exists yet,AGREE,PASS
KBDL-PRO-010,Known limitation,`KBDL-PRO-016` additionally depends on the unapproved KBDL-008 `KBDL-CMP-067`; `KBDL-PRO-018` additionally depends on the unapproved KBDL-007 `KBDL-CMP-015`/`036`.,Broad descriptive summary,`KBDL-PRO-016` additionally depends on the unapproved KBDL-008 `KBDL-CMP-067`; `KBDL-PRO-018` additionally depends on the unapproved KBDL-007 `KBDL-CMP-015`/`036`.,Non-overriding summary,No,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. ### 10.2 Component Interpretation,SUMMARY,PASS
KBDL-PRO-010,Packet or tracking destination,`KBDL-PRO-010`–`015`: None — Approved requirement; not awaiting packet approval. `KBDL-PRO-016`: Contingent — [§33.3](profiles.md#333-unresolved-or-not-approval-ready); not independently approval-ready. `KBDL-PRO-017`: Approval-ready item 2. `KBDL-PRO-018`: Contingent — [§33.3](profiles.md#333-unresolved-or-not-approval-ready); not independently approval-ready.,Per-ID clause mapping,None — Approved requirement,Exact per-ID mapping,Yes,None — Approved,DIFFER,PASS
KBDL-PRO-010,Pending dependencies,"`KBDL-PRO-010`–`015`: none. `KBDL-PRO-016`: blocked by `KBDL-CMP-067` (KBDL-008). `KBDL-PRO-017`: no blocking dependency; `KBDL-RSP-002` and `003` are cited as unapproved context only, not required for this item's own approval. `KBDL-PRO-018`: blocked by `KBDL-CMP-015` and `036` (KBDL-007).",Per-ID clause mapping,none. `KBDL-PRO-016`: blocked by `KBDL-CMP-067` (KBDL-008). `KBDL-PRO-017`: no blocking dependency,Exact per-ID mapping,Yes,None,DIFFER,PASS
KBDL-PRO-010,Related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-009 decision packet.,Broad descriptive summary,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-009 decision packet.,Non-overriding summary,No,None,SUMMARY,PASS
KBDL-PRO-010,Notes or exclusions,"`KBDL-PRO-017` maps to [KBDL-009 decision packet](profiles.md#33-kbdl-009-decision-packet) item 2 (independently approval-ready). `KBDL-PRO-016` and `018` map to the contingent items in [profiles.md §33.3](profiles.md#333-unresolved-or-not-approval-ready), not to any approval-ready item.",Broad descriptive summary,"`KBDL-PRO-017` maps to [KBDL-009 decision packet](profiles.md#33-kbdl-009-decision-packet) item 2 (independently approval-ready). `KBDL-PRO-016` and `018` map to the contingent items in [profiles.md §33.3](profiles.md#333-unresolved-or-not-approval-ready), not to any approval-ready item.",Non-overriding summary,No,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,SUMMARY,PASS
KBDL-PRO-011,Requirement ID,MISSING,Missing,MISSING,Missing,No,KBDL-PRO-011,NOT COMPARABLE,PASS
KBDL-PRO-011,Blueprint section,MISSING,Missing,MISSING,Missing,No,Showcase Profile; Precision Profile; Flow Profile; component interpretation per profile,NOT COMPARABLE,PASS
KBDL-PRO-011,Roadmap prompt,MISSING,Missing,MISSING,Missing,No,KBDL-009,NOT COMPARABLE,PASS
KBDL-PRO-011,Specification location,MISSING,Missing,MISSING,Missing,No,profiles.md#111-purpose,NOT COMPARABLE,PASS
KBDL-PRO-011,Lifecycle status,MISSING,Missing,MISSING,Missing,No,Approved,NOT COMPARABLE,PASS
KBDL-PRO-011,Provenance,MISSING,Missing,MISSING,Missing,No,Confirmed,NOT COMPARABLE,PASS
KBDL-PRO-011,Validation classification,MISSING,Missing,MISSING,Missing,No,Not verified,NOT COMPARABLE,PASS
KBDL-PRO-011,Verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-011,Not-verified scope,MISSING,Missing,MISSING,Missing,No,Not verified,NOT COMPARABLE,PASS
KBDL-PRO-011,Authority,MISSING,Missing,MISSING,Missing,No,"consolidates the already-Approved Precision interpretation in principles.md §9.2, foundations/README.md §4.2, themes/README.md §8 Precision, motion/patterns.md §10.2, and responsive.md §29; project-owner-approved KBDL-009 implementation prompt",NOT COMPARABLE,PASS
KBDL-PRO-011,Validation method,MISSING,Missing,MISSING,Missing,No,Manual cross-module consistency review.,NOT COMPARABLE,PASS
KBDL-PRO-011,Validation evidence,MISSING,Missing,MISSING,Missing,No,Not verified — no implementation exists yet,NOT COMPARABLE,PASS
KBDL-PRO-011,Known limitation,MISSING,Missing,MISSING,Missing,No,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. ### 11.2 Component Interpretation,NOT COMPARABLE,PASS
KBDL-PRO-011,Packet or tracking destination,MISSING,Missing,MISSING,Missing,No,None — Approved,NOT COMPARABLE,PASS
KBDL-PRO-011,Pending dependencies,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-011,Related decision,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-011,Notes or exclusions,MISSING,Missing,MISSING,Missing,No,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,NOT COMPARABLE,PASS
KBDL-PRO-012,Requirement ID,MISSING,Missing,MISSING,Missing,No,KBDL-PRO-012,NOT COMPARABLE,PASS
KBDL-PRO-012,Blueprint section,MISSING,Missing,MISSING,Missing,No,Showcase Profile; Precision Profile; Flow Profile; component interpretation per profile,NOT COMPARABLE,PASS
KBDL-PRO-012,Roadmap prompt,MISSING,Missing,MISSING,Missing,No,KBDL-009,NOT COMPARABLE,PASS
KBDL-PRO-012,Specification location,MISSING,Missing,MISSING,Missing,No,profiles.md#121-purpose,NOT COMPARABLE,PASS
KBDL-PRO-012,Lifecycle status,MISSING,Missing,MISSING,Missing,No,Approved,NOT COMPARABLE,PASS
KBDL-PRO-012,Provenance,MISSING,Missing,MISSING,Missing,No,Confirmed,NOT COMPARABLE,PASS
KBDL-PRO-012,Validation classification,MISSING,Missing,MISSING,Missing,No,Not verified,NOT COMPARABLE,PASS
KBDL-PRO-012,Verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-012,Not-verified scope,MISSING,Missing,MISSING,Missing,No,Not verified,NOT COMPARABLE,PASS
KBDL-PRO-012,Authority,MISSING,Missing,MISSING,Missing,No,"consolidates the already-Approved Flow interpretation in principles.md §9.3, foundations/README.md §4.3, themes/README.md §8 Flow, motion/patterns.md §10.3, and responsive.md §30; project-owner-approved KBDL-009 implementation prompt",NOT COMPARABLE,PASS
KBDL-PRO-012,Validation method,MISSING,Missing,MISSING,Missing,No,Manual cross-module consistency review.,NOT COMPARABLE,PASS
KBDL-PRO-012,Validation evidence,MISSING,Missing,MISSING,Missing,No,Not verified — no implementation exists yet,NOT COMPARABLE,PASS
KBDL-PRO-012,Known limitation,MISSING,Missing,MISSING,Missing,No,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. ### 12.2 Component Interpretation,NOT COMPARABLE,PASS
KBDL-PRO-012,Packet or tracking destination,MISSING,Missing,MISSING,Missing,No,None — Approved,NOT COMPARABLE,PASS
KBDL-PRO-012,Pending dependencies,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-012,Related decision,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-012,Notes or exclusions,MISSING,Missing,MISSING,Missing,No,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,NOT COMPARABLE,PASS
KBDL-PRO-013,Requirement ID,MISSING,Missing,MISSING,Missing,No,KBDL-PRO-013,NOT COMPARABLE,PASS
KBDL-PRO-013,Blueprint section,MISSING,Missing,MISSING,Missing,No,Showcase Profile; Precision Profile; Flow Profile; component interpretation per profile,NOT COMPARABLE,PASS
KBDL-PRO-013,Roadmap prompt,MISSING,Missing,MISSING,Missing,No,KBDL-009,NOT COMPARABLE,PASS
KBDL-PRO-013,Specification location,MISSING,Missing,MISSING,Missing,No,profiles.md#102-component-interpretation,NOT COMPARABLE,PASS
KBDL-PRO-013,Lifecycle status,MISSING,Missing,MISSING,Missing,No,Approved,NOT COMPARABLE,PASS
KBDL-PRO-013,Provenance,MISSING,Missing,MISSING,Missing,No,Confirmed,NOT COMPARABLE,PASS
KBDL-PRO-013,Validation classification,MISSING,Missing,MISSING,Missing,No,Not verified,NOT COMPARABLE,PASS
KBDL-PRO-013,Verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-013,Not-verified scope,MISSING,Missing,MISSING,Missing,No,Not verified,NOT COMPARABLE,PASS
