Requirement ID,Field name,Group heading,Raw group field,Parsed grammar,Per-ID resolved value,Classification,Overriding status,Resolution result,Defect details
KBDL-CUS-020,Pending dependencies,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),"`013`–`022`: None; pending earlier items are exclusions, not normative dependencies.",Range mapping,None,Exact per-ID mapping,Yes,PASS,None
KBDL-CUS-021,Pending dependencies,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),"`013`–`022`: None; pending earlier items are exclusions, not normative dependencies.",Range mapping,None,Exact per-ID mapping,Yes,PASS,None
KBDL-CUS-022,Pending dependencies,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),"`013`–`022`: None; pending earlier items are exclusions, not normative dependencies.",Per-ID clause mapping,None,Exact per-ID mapping,Yes,PASS,None
KBDL-CUS-013,Related decision,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),None new; existing owning-module decisions remain authoritative.,Broad descriptive summary,None new; existing owning-module decisions remain authoritative.,Non-overriding summary,No,PASS,None
KBDL-CUS-014,Related decision,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),None new; existing owning-module decisions remain authoritative.,Broad descriptive summary,None new; existing owning-module decisions remain authoritative.,Non-overriding summary,No,PASS,None
KBDL-CUS-015,Related decision,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),None new; existing owning-module decisions remain authoritative.,Broad descriptive summary,None new; existing owning-module decisions remain authoritative.,Non-overriding summary,No,PASS,None
KBDL-CUS-016,Related decision,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),None new; existing owning-module decisions remain authoritative.,Broad descriptive summary,None new; existing owning-module decisions remain authoritative.,Non-overriding summary,No,PASS,None
KBDL-CUS-017,Related decision,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),None new; existing owning-module decisions remain authoritative.,Broad descriptive summary,None new; existing owning-module decisions remain authoritative.,Non-overriding summary,No,PASS,None
KBDL-CUS-018,Related decision,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),None new; existing owning-module decisions remain authoritative.,Broad descriptive summary,None new; existing owning-module decisions remain authoritative.,Non-overriding summary,No,PASS,None
KBDL-CUS-019,Related decision,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),None new; existing owning-module decisions remain authoritative.,Broad descriptive summary,None new; existing owning-module decisions remain authoritative.,Non-overriding summary,No,PASS,None
KBDL-CUS-020,Related decision,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),None new; existing owning-module decisions remain authoritative.,Broad descriptive summary,None new; existing owning-module decisions remain authoritative.,Non-overriding summary,No,PASS,None
KBDL-CUS-021,Related decision,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),None new; existing owning-module decisions remain authoritative.,Broad descriptive summary,None new; existing owning-module decisions remain authoritative.,Non-overriding summary,No,PASS,None
KBDL-CUS-022,Related decision,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),None new; existing owning-module decisions remain authoritative.,Broad descriptive summary,None new; existing owning-module decisions remain authoritative.,Non-overriding summary,No,PASS,None
KBDL-CUS-013,Notes or exclusions,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),"No exact value, technology, component semantic variant, Profile, or exception is introduced.",Broad descriptive summary,"No exact value, technology, component semantic variant, Profile, or exception is introduced.",Non-overriding summary,No,PASS,None
KBDL-CUS-014,Notes or exclusions,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),"No exact value, technology, component semantic variant, Profile, or exception is introduced.",Broad descriptive summary,"No exact value, technology, component semantic variant, Profile, or exception is introduced.",Non-overriding summary,No,PASS,None
KBDL-CUS-015,Notes or exclusions,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),"No exact value, technology, component semantic variant, Profile, or exception is introduced.",Broad descriptive summary,"No exact value, technology, component semantic variant, Profile, or exception is introduced.",Non-overriding summary,No,PASS,None
KBDL-CUS-016,Notes or exclusions,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),"No exact value, technology, component semantic variant, Profile, or exception is introduced.",Broad descriptive summary,"No exact value, technology, component semantic variant, Profile, or exception is introduced.",Non-overriding summary,No,PASS,None
KBDL-CUS-017,Notes or exclusions,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),"No exact value, technology, component semantic variant, Profile, or exception is introduced.",Broad descriptive summary,"No exact value, technology, component semantic variant, Profile, or exception is introduced.",Non-overriding summary,No,PASS,None
KBDL-CUS-018,Notes or exclusions,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),"No exact value, technology, component semantic variant, Profile, or exception is introduced.",Broad descriptive summary,"No exact value, technology, component semantic variant, Profile, or exception is introduced.",Non-overriding summary,No,PASS,None
KBDL-CUS-019,Notes or exclusions,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),"No exact value, technology, component semantic variant, Profile, or exception is introduced.",Broad descriptive summary,"No exact value, technology, component semantic variant, Profile, or exception is introduced.",Non-overriding summary,No,PASS,None
KBDL-CUS-020,Notes or exclusions,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),"No exact value, technology, component semantic variant, Profile, or exception is introduced.",Broad descriptive summary,"No exact value, technology, component semantic variant, Profile, or exception is introduced.",Non-overriding summary,No,PASS,None
KBDL-CUS-021,Notes or exclusions,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),"No exact value, technology, component semantic variant, Profile, or exception is introduced.",Broad descriptive summary,"No exact value, technology, component semantic variant, Profile, or exception is introduced.",Non-overriding summary,No,PASS,None
KBDL-CUS-022,Notes or exclusions,Cross-module preservation and handoff (KBDL-CUS-013 through KBDL-CUS-022),"No exact value, technology, component semantic variant, Profile, or exception is introduced.",Broad descriptive summary,"No exact value, technology, component semantic variant, Profile, or exception is introduced.",Non-overriding summary,No,PASS,None
KBDL-CUS-023,Blueprint section,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,Uniform default,Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,Uniform default,Yes,PASS,None
KBDL-CUS-024,Blueprint section,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,Uniform default,Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,Uniform default,Yes,PASS,None
KBDL-CUS-025,Blueprint section,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,Uniform default,Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,Uniform default,Yes,PASS,None
KBDL-CUS-026,Blueprint section,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,Uniform default,Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,Uniform default,Yes,PASS,None
KBDL-CUS-027,Blueprint section,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,Uniform default,Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,Uniform default,Yes,PASS,None
KBDL-CUS-028,Blueprint section,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,Uniform default,Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,Uniform default,Yes,PASS,None
KBDL-CUS-029,Blueprint section,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,Uniform default,Identifier; local roles; risk/evidence and material-classification review triggers; review/expiry; precedence; reuse; archive/licensing/rollback evidence,Uniform default,Yes,PASS,None
KBDL-CUS-023,Roadmap prompt,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),KBDL-010,Uniform default,KBDL-010,Uniform default,Yes,PASS,None
KBDL-CUS-024,Roadmap prompt,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),KBDL-010,Uniform default,KBDL-010,Uniform default,Yes,PASS,None
KBDL-CUS-025,Roadmap prompt,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),KBDL-010,Uniform default,KBDL-010,Uniform default,Yes,PASS,None
KBDL-CUS-026,Roadmap prompt,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),KBDL-010,Uniform default,KBDL-010,Uniform default,Yes,PASS,None
KBDL-CUS-027,Roadmap prompt,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),KBDL-010,Uniform default,KBDL-010,Uniform default,Yes,PASS,None
KBDL-CUS-028,Roadmap prompt,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),KBDL-010,Uniform default,KBDL-010,Uniform default,Yes,PASS,None
KBDL-CUS-029,Roadmap prompt,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),KBDL-010,Uniform default,KBDL-010,Uniform default,Yes,PASS,None
KBDL-CUS-023,Specification location,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-CUS-024,Specification location,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-CUS-025,Specification location,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-CUS-026,Specification location,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-CUS-027,Specification location,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-CUS-028,Specification location,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-CUS-029,Specification location,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-CUS-023,Lifecycle status,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),All Recommended.,Uniform status default,Recommended,Uniform default,Yes,PASS,None
KBDL-CUS-024,Lifecycle status,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),All Recommended.,Uniform status default,Recommended,Uniform default,Yes,PASS,None
KBDL-CUS-025,Lifecycle status,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),All Recommended.,Uniform status default,Recommended,Uniform default,Yes,PASS,None
KBDL-CUS-026,Lifecycle status,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),All Recommended.,Uniform status default,Recommended,Uniform default,Yes,PASS,None
KBDL-CUS-027,Lifecycle status,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),All Recommended.,Uniform status default,Recommended,Uniform default,Yes,PASS,None
KBDL-CUS-028,Lifecycle status,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),All Recommended.,Uniform status default,Recommended,Uniform default,Yes,PASS,None
KBDL-CUS-029,Lifecycle status,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),All Recommended.,Uniform status default,Recommended,Uniform default,Yes,PASS,None
KBDL-CUS-023,Provenance,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),All Assumed.,Uniform status default,Assumed,Uniform default,Yes,PASS,None
KBDL-CUS-024,Provenance,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),All Assumed.,Uniform status default,Assumed,Uniform default,Yes,PASS,None
KBDL-CUS-025,Provenance,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),All Assumed.,Uniform status default,Assumed,Uniform default,Yes,PASS,None
KBDL-CUS-026,Provenance,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),All Assumed.,Uniform status default,Assumed,Uniform default,Yes,PASS,None
KBDL-CUS-027,Provenance,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),All Assumed.,Uniform status default,Assumed,Uniform default,Yes,PASS,None
KBDL-CUS-028,Provenance,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),All Assumed.,Uniform status default,Assumed,Uniform default,Yes,PASS,None
KBDL-CUS-029,Provenance,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),All Assumed.,Uniform status default,Assumed,Uniform default,Yes,PASS,None
KBDL-CUS-023,Validation classification,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Not applicable,Uniform status default,Not applicable,Uniform default,Yes,PASS,None
KBDL-CUS-024,Validation classification,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Not applicable,Uniform status default,Not applicable,Uniform default,Yes,PASS,None
KBDL-CUS-025,Validation classification,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Not applicable,Uniform status default,Not applicable,Uniform default,Yes,PASS,None
KBDL-CUS-026,Validation classification,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Not applicable,Uniform status default,Not applicable,Uniform default,Yes,PASS,None
KBDL-CUS-027,Validation classification,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Not applicable,Uniform status default,Not applicable,Uniform default,Yes,PASS,None
KBDL-CUS-028,Validation classification,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Not applicable,Uniform status default,Not applicable,Uniform default,Yes,PASS,None
KBDL-CUS-029,Validation classification,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Not applicable,Uniform status default,Not applicable,Uniform default,Yes,PASS,None
KBDL-CUS-023,Authority,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority.,Broad descriptive summary,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority.,Non-overriding summary,No,PASS,None
KBDL-CUS-024,Authority,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority.,Broad descriptive summary,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority.,Non-overriding summary,No,PASS,None
KBDL-CUS-025,Authority,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority.,Broad descriptive summary,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority.,Non-overriding summary,No,PASS,None
KBDL-CUS-026,Authority,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority.,Broad descriptive summary,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority.,Non-overriding summary,No,PASS,None
KBDL-CUS-027,Authority,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority.,Broad descriptive summary,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority.,Non-overriding summary,No,PASS,None
KBDL-CUS-028,Authority,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority.,Broad descriptive summary,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority.,Non-overriding summary,No,PASS,None
KBDL-CUS-029,Authority,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority.,Broad descriptive summary,Not applicable — pending explicit project-owner approval; assignment of a CUS ID does not grant implementation authority.,Non-overriding summary,No,PASS,None
KBDL-CUS-023,Validation method,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Project-owner review; not yet performed.,Combined method/evidence summary,Project-owner review; not yet performed.,Non-overriding summary,No,PASS,None
KBDL-CUS-024,Validation method,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Project-owner review; not yet performed.,Combined method/evidence summary,Project-owner review; not yet performed.,Non-overriding summary,No,PASS,None
KBDL-CUS-025,Validation method,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Project-owner review; not yet performed.,Combined method/evidence summary,Project-owner review; not yet performed.,Non-overriding summary,No,PASS,None
KBDL-CUS-026,Validation method,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Project-owner review; not yet performed.,Combined method/evidence summary,Project-owner review; not yet performed.,Non-overriding summary,No,PASS,None
KBDL-CUS-027,Validation method,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Project-owner review; not yet performed.,Combined method/evidence summary,Project-owner review; not yet performed.,Non-overriding summary,No,PASS,None
KBDL-CUS-028,Validation method,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Project-owner review; not yet performed.,Combined method/evidence summary,Project-owner review; not yet performed.,Non-overriding summary,No,PASS,None
KBDL-CUS-029,Validation method,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Project-owner review; not yet performed.,Combined method/evidence summary,Project-owner review; not yet performed.,Non-overriding summary,No,PASS,None
KBDL-CUS-023,Validation evidence,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-CUS-024,Validation evidence,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-CUS-025,Validation evidence,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-CUS-026,Validation evidence,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-CUS-027,Validation evidence,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-CUS-028,Validation evidence,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-CUS-029,Validation evidence,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-CUS-023,Known limitation,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Exact policies are not authorized.,Broad descriptive summary,Exact policies are not authorized.,Non-overriding summary,No,PASS,None
KBDL-CUS-024,Known limitation,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Exact policies are not authorized.,Broad descriptive summary,Exact policies are not authorized.,Non-overriding summary,No,PASS,None
KBDL-CUS-025,Known limitation,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Exact policies are not authorized.,Broad descriptive summary,Exact policies are not authorized.,Non-overriding summary,No,PASS,None
KBDL-CUS-026,Known limitation,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Exact policies are not authorized.,Broad descriptive summary,Exact policies are not authorized.,Non-overriding summary,No,PASS,None
KBDL-CUS-027,Known limitation,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Exact policies are not authorized.,Broad descriptive summary,Exact policies are not authorized.,Non-overriding summary,No,PASS,None
KBDL-CUS-028,Known limitation,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Exact policies are not authorized.,Broad descriptive summary,Exact policies are not authorized.,Non-overriding summary,No,PASS,None
KBDL-CUS-029,Known limitation,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),Exact policies are not authorized.,Broad descriptive summary,Exact policies are not authorized.,Non-overriding summary,No,PASS,None
KBDL-CUS-023,Packet or tracking destination,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),"`023` → item 1; `024` → item 2; `025` → item 3; `026` → item 4; `027` → item 5; `028` → item 6; `029` → item 7, all independently approval-ready.",Arrow mapping,item 1,Exact per-ID mapping,Yes,PASS,None
KBDL-CUS-024,Packet or tracking destination,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),"`023` → item 1; `024` → item 2; `025` → item 3; `026` → item 4; `027` → item 5; `028` → item 6; `029` → item 7, all independently approval-ready.",Arrow mapping,item 2,Exact per-ID mapping,Yes,PASS,None
KBDL-CUS-025,Packet or tracking destination,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),"`023` → item 1; `024` → item 2; `025` → item 3; `026` → item 4; `027` → item 5; `028` → item 6; `029` → item 7, all independently approval-ready.",Arrow mapping,item 3,Exact per-ID mapping,Yes,PASS,None
KBDL-CUS-026,Packet or tracking destination,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),"`023` → item 1; `024` → item 2; `025` → item 3; `026` → item 4; `027` → item 5; `028` → item 6; `029` → item 7, all independently approval-ready.",Arrow mapping,item 4,Exact per-ID mapping,Yes,PASS,None
KBDL-CUS-027,Packet or tracking destination,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),"`023` → item 1; `024` → item 2; `025` → item 3; `026` → item 4; `027` → item 5; `028` → item 6; `029` → item 7, all independently approval-ready.",Arrow mapping,item 5,Exact per-ID mapping,Yes,PASS,None
KBDL-CUS-028,Packet or tracking destination,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),"`023` → item 1; `024` → item 2; `025` → item 3; `026` → item 4; `027` → item 5; `028` → item 6; `029` → item 7, all independently approval-ready.",Arrow mapping,item 6,Exact per-ID mapping,Yes,PASS,None
KBDL-CUS-029,Packet or tracking destination,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),"`023` → item 1; `024` → item 2; `025` → item 3; `026` → item 4; `027` → item 5; `028` → item 6; `029` → item 7, all independently approval-ready.",Arrow mapping,"item 7, all independently approval-ready.",Exact per-ID mapping,Yes,PASS,None
KBDL-CUS-023,Pending dependencies,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),None.,Broad descriptive summary,None.,Non-overriding summary,No,PASS,None
KBDL-CUS-024,Pending dependencies,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),None.,Broad descriptive summary,None.,Non-overriding summary,No,PASS,None
KBDL-CUS-025,Pending dependencies,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),None.,Broad descriptive summary,None.,Non-overriding summary,No,PASS,None
KBDL-CUS-026,Pending dependencies,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),None.,Broad descriptive summary,None.,Non-overriding summary,No,PASS,None
KBDL-CUS-027,Pending dependencies,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),None.,Broad descriptive summary,None.,Non-overriding summary,No,PASS,None
KBDL-CUS-028,Pending dependencies,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),None.,Broad descriptive summary,None.,Non-overriding summary,No,PASS,None
KBDL-CUS-029,Pending dependencies,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),None.,Broad descriptive summary,None.,Non-overriding summary,No,PASS,None
KBDL-CUS-023,Related decision,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),None — no packet item has been approved.,Broad descriptive summary,None — no packet item has been approved.,Non-overriding summary,No,PASS,None
KBDL-CUS-024,Related decision,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),None — no packet item has been approved.,Broad descriptive summary,None — no packet item has been approved.,Non-overriding summary,No,PASS,None
KBDL-CUS-025,Related decision,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),None — no packet item has been approved.,Broad descriptive summary,None — no packet item has been approved.,Non-overriding summary,No,PASS,None
KBDL-CUS-026,Related decision,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),None — no packet item has been approved.,Broad descriptive summary,None — no packet item has been approved.,Non-overriding summary,No,PASS,None
KBDL-CUS-027,Related decision,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),None — no packet item has been approved.,Broad descriptive summary,None — no packet item has been approved.,Non-overriding summary,No,PASS,None
KBDL-CUS-028,Related decision,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),None — no packet item has been approved.,Broad descriptive summary,None — no packet item has been approved.,Non-overriding summary,No,PASS,None
KBDL-CUS-029,Related decision,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),None — no packet item has been approved.,Broad descriptive summary,None — no packet item has been approved.,Non-overriding summary,No,PASS,None
KBDL-CUS-023,Notes or exclusions,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),"Approval scope and exclusions appear in [the packet](customization.md#37-kbdl-010-decision-packet). Item 2's accessibility/security independent-review rule has no material-threshold dependency; item 3 exclusively owns risk tiers, minor/material thresholds, and any material-classification reviewer trigger.",Broad descriptive summary,"Approval scope and exclusions appear in [the packet](customization.md#37-kbdl-010-decision-packet). Item 2's accessibility/security independent-review rule has no material-threshold dependency; item 3 exclusively owns risk tiers, minor/material thresholds, and any material-classification reviewer trigger.",Non-overriding summary,No,PASS,None
KBDL-CUS-024,Notes or exclusions,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),"Approval scope and exclusions appear in [the packet](customization.md#37-kbdl-010-decision-packet). Item 2's accessibility/security independent-review rule has no material-threshold dependency; item 3 exclusively owns risk tiers, minor/material thresholds, and any material-classification reviewer trigger.",Broad descriptive summary,"Approval scope and exclusions appear in [the packet](customization.md#37-kbdl-010-decision-packet). Item 2's accessibility/security independent-review rule has no material-threshold dependency; item 3 exclusively owns risk tiers, minor/material thresholds, and any material-classification reviewer trigger.",Non-overriding summary,No,PASS,None
KBDL-CUS-025,Notes or exclusions,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),"Approval scope and exclusions appear in [the packet](customization.md#37-kbdl-010-decision-packet). Item 2's accessibility/security independent-review rule has no material-threshold dependency; item 3 exclusively owns risk tiers, minor/material thresholds, and any material-classification reviewer trigger.",Broad descriptive summary,"Approval scope and exclusions appear in [the packet](customization.md#37-kbdl-010-decision-packet). Item 2's accessibility/security independent-review rule has no material-threshold dependency; item 3 exclusively owns risk tiers, minor/material thresholds, and any material-classification reviewer trigger.",Non-overriding summary,No,PASS,None
