Requirement ID,Authoritative lifecycle,Effective lifecycle,Authoritative provenance,Effective provenance,Authoritative validation status,Effective validation status,Authority source,Effective authority,Exact specification location,Group location,Ledger location,Validation method,Validation evidence,Known limitation,Packet destination,Pending dependencies,Match result,Defect details
KBDL-PRO-025,Approved,Approved,Confirmed,Confirmed,Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,"scope-control requirement, explicit mandatory clause of the approved KBDL-009 prompt","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)",Manual review once implemented; project-owner review of KBDL-PRO-027/028/029 (not yet performed),Not verified — no implementation exists yet,"KBDL-PRO-019–026: implementation-dependent, not yet verified. KBDL-PRO-027, 029: Recommended, grants no implementation authority pending project-owner review. KBDL-PRO-028: Recommended, grants no implementation authority pending project-owner review",None — Approved,None,PASS,None
KBDL-PRO-026,Approved,Approved,Confirmed,Confirmed,Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,explicit mandatory field list from the approved KBDL-009 prompt's Profile Adoption and Change Management section,"KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)",Manual review once implemented; project-owner review of KBDL-PRO-027/028/029 (not yet performed),Not verified — no implementation exists yet,"KBDL-PRO-019–026: implementation-dependent, not yet verified. KBDL-PRO-027, 029: Recommended, grants no implementation authority pending project-owner review. KBDL-PRO-028: Recommended, grants no implementation authority pending project-owner review",None — Approved,None,PASS,None
KBDL-PRO-027,Recommended,Recommended,Assumed,Assumed,Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,"KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)",Manual review once implemented; project-owner review of KBDL-PRO-027/028/029 (not yet performed),Not verified — no implementation exists yet,"KBDL-PRO-019–026: implementation-dependent, not yet verified. KBDL-PRO-027, 029: Recommended, grants no implementation authority pending project-owner review. KBDL-PRO-028: Recommended, grants no implementation authority pending project-owner review",Approval-ready item 3,None,PASS,None
KBDL-PRO-028,Recommended,Recommended,Assumed,Assumed,Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,"KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)",Manual review once implemented; project-owner review of KBDL-PRO-027/028/029 (not yet performed),Not verified — no implementation exists yet,"KBDL-PRO-019–026: implementation-dependent, not yet verified. KBDL-PRO-027, 029: Recommended, grants no implementation authority pending project-owner review. KBDL-PRO-028: Recommended, grants no implementation authority pending project-owner review",Approval-ready item 4,None,PASS,None
KBDL-PRO-029,Recommended,Recommended,Assumed,Assumed,Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,"KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)","KBDL-PRO-019 → profiles.md §14; 020 → §20; 021 → §21; 022 → §22; 023 → §23; 024, 025 → §24; 026, 027, 029 → §25; 028 → §8 (grouped thematically with adoption/selection governance here, but normatively located at its own authoritative record in §8, not §25)",Manual review once implemented; project-owner review of KBDL-PRO-027/028/029 (not yet performed),Not verified — no implementation exists yet,"KBDL-PRO-019–026: implementation-dependent, not yet verified. KBDL-PRO-027, 029: Recommended, grants no implementation authority pending project-owner review. KBDL-PRO-028: Recommended, grants no implementation authority pending project-owner review",Approval-ready item 5,None,PASS,None
KBDL-RSP-001,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (directly restates the locked responsive-content-priority rule, principles.md §5.1); project-owner-approved KBDL-006 implementation prompt","responsive.md §4, §11, §12, §20, §21, §25","responsive.md §4, §11, §12, §20, §21, §25","responsive.md §4, §11, §12, §20, §21, §25",Manual reflow/zoom/orientation/order testing once an implementation exists,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until a real layout exists,None — Approved,None,PASS,None
KBDL-RSP-002,Recommended,Recommended,Assumed,Assumed,Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,Project-owner-approved KBDL-006 implementation prompt; authoritative provenance: Assumed,"responsive.md §7, §8, §9, §10","responsive.md §7, §8, §9, §10","responsive.md §7, §8, §9, §10",Project-owner review (not yet performed); implementation-level review once an implementation exists,Not verified — no implementation exists yet,These are recommendations awaiting project-owner approval; must not be treated as Approved or implemented until that approval is recorded,responsive.md — 35.2 Recommended Decisions — Ready for Approval — item 1; responsive.md — 35.2 Recommended Decisions — Ready for Approval — item 2; responsive.md — 35.2 Recommended Decisions — Ready for Approval — item 3; responsive.md — 35.2 Recommended Decisions — Ready for Approval — item 4; responsive.md — 35.2 Recommended Decisions — Ready for Approval — item 5,None,PASS,None
KBDL-RSP-003,Recommended,Recommended,Assumed,Assumed,Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,Project-owner-approved KBDL-006 implementation prompt; authoritative provenance: Assumed,"responsive.md §7, §8, §9, §10","responsive.md §7, §8, §9, §10","responsive.md §7, §8, §9, §10",Project-owner review (not yet performed); implementation-level review once an implementation exists,Not verified — no implementation exists yet,These are recommendations awaiting project-owner approval; must not be treated as Approved or implemented until that approval is recorded,responsive.md — 35.2 Recommended Decisions — Ready for Approval — item 2,None,PASS,None
KBDL-RSP-004,Recommended,Recommended,Assumed,Assumed,Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,Project-owner-approved KBDL-006 implementation prompt; authoritative provenance: Assumed,"responsive.md §7, §8, §9, §10","responsive.md §7, §8, §9, §10","responsive.md §7, §8, §9, §10",Project-owner review (not yet performed); implementation-level review once an implementation exists,Not verified — no implementation exists yet,These are recommendations awaiting project-owner approval; must not be treated as Approved or implemented until that approval is recorded,responsive.md — 35.2 Recommended Decisions — Ready for Approval — item 3,None,PASS,None
KBDL-RSP-005,Recommended,Recommended,Assumed,Assumed,Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,Project-owner-approved KBDL-006 implementation prompt; authoritative provenance: Assumed,"responsive.md §7, §8, §9, §10","responsive.md §7, §8, §9, §10","responsive.md §7, §8, §9, §10",Project-owner review (not yet performed); implementation-level review once an implementation exists,Not verified — no implementation exists yet,These are recommendations awaiting project-owner approval; must not be treated as Approved or implemented until that approval is recorded,responsive.md — 35.2 Recommended Decisions — Ready for Approval — item 4,None,PASS,None
KBDL-RSP-006,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (directly restates WCAG 2.2 SC 1.4.10, Level AA)","responsive.md §4, §11, §12, §20, §21, §25","responsive.md §4, §11, §12, §20, §21, §25","responsive.md §4, §11, §12, §20, §21, §25",Manual reflow/zoom/orientation/order testing once an implementation exists,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until a real layout exists,None — Approved,None,PASS,None
KBDL-RSP-007,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (directly restates WCAG 2.2 SC 1.3.2 and SC 2.4.3, both cited)","responsive.md §4, §11, §12, §20, §21, §25","responsive.md §4, §11, §12, §20, §21, §25","responsive.md §4, §11, §12, §20, §21, §25",Manual reflow/zoom/orientation/order testing once an implementation exists,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until a real layout exists,None — Approved,None,PASS,None
KBDL-RSP-008,Recommended,Recommended,Assumed,Assumed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Recommended (the constant-meaning rule is Approved per KBDL-PRN-006; exact collapse thresholds are new),responsive.md §13–§17,responsive.md §13–§17,responsive.md §13–§17,Manual review once implemented; project-owner review of KBDL-RSP-008/011 (not yet performed),Not verified — no implementation exists yet,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,responsive.md — 35.2 Recommended Decisions — Ready for Approval — item 5,None,PASS,None
KBDL-RSP-009,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (directly restates KBDL-PRN-003, Clarity Before Spectacle, and Technical Utility's density exclusion)",responsive.md §13–§17,responsive.md §13–§17,responsive.md §13–§17,Manual review once implemented; project-owner review of KBDL-RSP-008/011 (not yet performed),Not verified — no implementation exists yet,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,None — Approved,None,PASS,None
KBDL-RSP-010,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (directly restates foundations/iconography-media.md §2.3, §2.5); project-owner-approved KBDL-006 implementation prompt",responsive.md §13–§17,responsive.md §13–§17,responsive.md §13–§17,Manual review once implemented; project-owner review of KBDL-RSP-008/011 (not yet performed),Not verified — no implementation exists yet,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,None — Approved,None,PASS,None
KBDL-RSP-011,Recommended,Recommended,Assumed,Assumed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Recommended (new KBDL-006 policy),responsive.md §13–§17,responsive.md §13–§17,responsive.md §13–§17,Manual review once implemented; project-owner review of KBDL-RSP-008/011 (not yet performed),Not verified — no implementation exists yet,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,responsive.md — 35.2 Recommended Decisions — Ready for Approval — item 6,None,PASS,None
KBDL-RSP-012,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (restates Showcase's documented compositional emphasis, already Approved per principles.md §9.1); project-owner-approved KBDL-006 implementation prompt",responsive.md §13–§17,responsive.md §13–§17,responsive.md §13–§17,Manual review once implemented; project-owner review of KBDL-RSP-008/011 (not yet performed),Not verified — no implementation exists yet,Exact collapse thresholds and per-project column-priority rules remain qualitative pending implementation-level review,None — Approved,None,PASS,None
KBDL-RSP-013,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (directly restates WCAG 2.2 SC 2.4.11, Level AA)","responsive.md §18, §19, §22, §23, §24","responsive.md §18, §19, §22, §23, §24","responsive.md §18, §19, §22, §23, §24","Manual keyboard-focus, device, and cross-input testing once implemented",Not verified — no implementation exists yet,Implementation- and device-dependent,None — Approved,None,PASS,None
KBDL-RSP-014,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (restates Technical Utility's predictable-behavior quality); project-owner-approved KBDL-006 implementation prompt,"responsive.md §18, §19, §22, §23, §24","responsive.md §18, §19, §22, §23, §24","responsive.md §18, §19, §22, §23, §24","Manual keyboard-focus, device, and cross-input testing once implemented",Not verified — no implementation exists yet,Implementation- and device-dependent,None — Approved,None,PASS,None
KBDL-RSP-015,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (directly restates WCAG 2.2 SC 1.3.4, Level AA)","responsive.md §4, §11, §12, §20, §21, §25","responsive.md §4, §11, §12, §20, §21, §25","responsive.md §4, §11, §12, §20, §21, §25",Manual reflow/zoom/orientation/order testing once an implementation exists,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until a real layout exists,None — Approved,None,PASS,None
KBDL-RSP-016,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (directly restates WCAG 2.2 SC 1.4.4 and SC 1.4.10, both Level AA)","responsive.md §4, §11, §12, §20, §21, §25","responsive.md §4, §11, §12, §20, §21, §25","responsive.md §4, §11, §12, §20, §21, §25",Manual reflow/zoom/orientation/order testing once an implementation exists,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until a real layout exists,None — Approved,None,PASS,None
KBDL-RSP-017,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (restates motion/accessibility-performance.md §4, already Approved, extended with layout detail); project-owner-approved KBDL-006 implementation prompt","responsive.md §18, §19, §22, §23, §24","responsive.md §18, §19, §22, §23, §24","responsive.md §18, §19, §22, §23, §24","Manual keyboard-focus, device, and cross-input testing once implemented",Not verified — no implementation exists yet,Implementation- and device-dependent,None — Approved,None,PASS,None
KBDL-RSP-018,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (directly restates WCAG 2.2 SC 2.5.1 and SC 2.5.2, both Level A)","responsive.md §18, §19, §22, §23, §24","responsive.md §18, §19, §22, §23, §24","responsive.md §18, §19, §22, §23, §24","Manual keyboard-focus, device, and cross-input testing once implemented",Not verified — no implementation exists yet,Implementation- and device-dependent,None — Approved,None,PASS,None
KBDL-RSP-019,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (directly restates WCAG 2.2 SC 1.4.13, Level AA)","responsive.md §18, §19, §22, §23, §24","responsive.md §18, §19, §22, §23, §24","responsive.md §18, §19, §22, §23, §24","Manual keyboard-focus, device, and cross-input testing once implemented",Not verified — no implementation exists yet,Implementation- and device-dependent,None — Approved,None,PASS,None
KBDL-RSP-020,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (directly restates WCAG 2.2 SC 2.4.3, Level A)","responsive.md §4, §11, §12, §20, §21, §25","responsive.md §4, §11, §12, §20, §21, §25","responsive.md §4, §11, §12, §20, §21, §25",Manual reflow/zoom/orientation/order testing once an implementation exists,Not verified — no implementation exists yet,Implementation-dependent; cannot be tested until a real layout exists,None — Approved,None,PASS,None
KBDL-RSP-021,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved (restates motion/foundations.md §4, already Approved); project-owner-approved KBDL-006 implementation prompt","responsive.md §26, §27","responsive.md §26, §27","responsive.md §26, §27",Manual review; implementation-level performance measurement once an implementation exists,Not verified — no implementation exists yet,Performance claims cannot be Verified without a real implementation to measure,None — Approved,None,PASS,None
KBDL-RSP-022,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (restates principles.md §6.9); project-owner-approved KBDL-006 implementation prompt,"responsive.md §26, §27","responsive.md §26, §27","responsive.md §26, §27",Manual review; implementation-level performance measurement once an implementation exists,Not verified — no implementation exists yet,Performance claims cannot be Verified without a real implementation to measure,None — Approved,None,PASS,None
KBDL-THM-001,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: Confirmed,themes/semantic-roles.md §1,themes/semantic-roles.md §1,themes/semantic-roles.md §1,Manual review of role usage against the inventory at each later module's approval gate,Not verified — no component module exists yet to check role usage against,Cannot be fully validated until component modules (CMP) exist,None — Approved,None,PASS,None
KBDL-THM-002,Approved,Approved,Confirmed,Confirmed,Verified,Verified,authoritative/prompt/decision/standard/prior Approved requirement,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: Confirmed,themes/semantic-roles.md §2,themes/semantic-roles.md §2,themes/semantic-roles.md §2,"Direct count of every role in the inventory against the actual light and dark mapping tables (re-run under KBDL-004-R1 and again under KBDL-004-R3, not a re-assertion of the prior report each time)","Parity matrix in themes/semantic-roles.md § Parity Matrix — 72 unique roles, 72 light mappings, 72 dark mappings, 1 role-level alias (corrected under KBDL-004-R3, previously miscounted as 2), 0 unresolved; recorded in the KBDL-004-R3 commit. The KBDL-004-R1 re-run found and fixed a real table-formatting defect (an inserted paragraph had broken the Status Families table in light-theme.md §5, orphaning its ""Neutral status"" row)",None identified,None — Approved,None,PASS,None
KBDL-THM-003,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved — directly and explicitly stated in the KBDL-004 preconditions (""explicit user theme choice taking precedence where a control exists"" and ""system preference as the default source when no user choice exists""); project-owner-approved KBDL-004 implementation prompt",themes/README.md §5,themes/README.md §5,themes/README.md §5,Manual review of precedence logic once implemented,Not verified — no implementation exists yet,Cannot be validated until an implementation exists,None — Approved,None,PASS,None
KBDL-THM-004,Approved,Approved,"User-provided (project-owner approval, see KBDL-DEC-013)","User-provided (project-owner approval, see KBDL-DEC-013)",Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval, see KBDL-DEC-013)",themes/README.md §7,themes/README.md §7,themes/README.md §7,Manual review of persistence design once implemented; project-owner review (performed for approval scope),"Not verified — no implementation exists yet; approval is a lifecycle decision, not validation evidence",Cannot be validated until an implementation exists,None — Approved,None,PASS,None
KBDL-THM-005,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,"Approved — directly derived from the locked, already- approved accessibility rule in governance.md § KBDL-GOV-002 and principles.md §6.8; accessibility cannot be weakened by a project override","themes/adaptation.md §1.2, themes/README.md §8","themes/adaptation.md §1.2, themes/README.md §8","themes/adaptation.md §1.2, themes/README.md §8",Manual review of any project theme against the documented boundaries; manual cross-profile review once the project-profiles module is approved,Not verified — no project theme or PRO module exists yet,Cannot be fully validated until PRO requirements exist,None — Approved,None,PASS,None
KBDL-THM-006,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: Confirmed,"themes/adaptation.md §1.2, themes/README.md §8","themes/adaptation.md §1.2, themes/README.md §8","themes/adaptation.md §1.2, themes/README.md §8",Manual review of any project theme against the documented boundaries; manual cross-profile review once the project-profiles module is approved,Not verified — no project theme or PRO module exists yet,Cannot be fully validated until PRO requirements exist,None — Approved,None,PASS,None
KBDL-THM-007,Approved,Approved,User-provided (project-owner approval),User-provided (project-owner approval),Mixed — Verified / Not verified,Mixed — Verified / Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (opaque mappings only; the three excluded opacity values remain Recommended); project-owner-approved KBDL-004 implementation prompt,"themes/light-theme.md §1–§7, themes/dark-theme.md §1–§8","themes/light-theme.md §1–§7, themes/dark-theme.md §1–§8","themes/light-theme.md §1–§7, themes/dark-theme.md §1–§8","WCAG relative-luminance contrast calculation via a local dependency-free script (completed for opaque pairs); project-owner review (performed for approval scope, per KBDL-DEC-013)","themes/validation.md §3 — 52 pairs tested, all opaque, all passing their applicable threshold except 4 explicitly decorative-exempt borders/gridlines. The two Informational failures identified in the original KBDL-004 report (3.78:1, 4.21:1) are resolved by a revised hue (#164499) for the Text/Icon/Border/Strong-surface roles, with neutral-10 correctly retained for On-strong-surface content (role assignment corrected under KBDL-004-R2) — see adaptation.md §5.2. The Media caption row was corrected under KBDL-004-R2 to describe a fully opaque neutral-100 band (17.17:1 is directly correct for this pair, not inherited or assumed)","Approval covers the opaque mappings only; opacity values must not be treated as Approved or implemented until a future decision addresses them. The dark theme was independently designed, not inverted from light — see dark-theme.md § Design Strategy for the neutral-60/neutral-50 asymmetry this produced. Translucent opacity values remain entirely out of scope for this row",None — Approved,None,PASS,None
KBDL-THM-008,Approved,Approved,User-provided (project-owner approval),User-provided (project-owner approval),Mixed — Verified / Not verified,Mixed — Verified / Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (opaque mappings only; the three excluded opacity values remain Recommended); project-owner-approved KBDL-004 implementation prompt,"themes/light-theme.md §1–§7, themes/dark-theme.md §1–§8","themes/light-theme.md §1–§7, themes/dark-theme.md §1–§8","themes/light-theme.md §1–§7, themes/dark-theme.md §1–§8","WCAG relative-luminance contrast calculation via a local dependency-free script (completed for opaque pairs); project-owner review (performed for approval scope, per KBDL-DEC-013)","themes/validation.md §3 — 52 pairs tested, all opaque, all passing their applicable threshold except 4 explicitly decorative-exempt borders/gridlines. The two Informational failures identified in the original KBDL-004 report (3.78:1, 4.21:1) are resolved by a revised hue (#164499) for the Text/Icon/Border/Strong-surface roles, with neutral-10 correctly retained for On-strong-surface content (role assignment corrected under KBDL-004-R2) — see adaptation.md §5.2. The Media caption row was corrected under KBDL-004-R2 to describe a fully opaque neutral-100 band (17.17:1 is directly correct for this pair, not inherited or assumed)","Approval covers the opaque mappings only; opacity values must not be treated as Approved or implemented until a future decision addresses them. The dark theme was independently designed, not inverted from light — see dark-theme.md § Design Strategy for the neutral-60/neutral-50 asymmetry this produced. Translucent opacity values remain entirely out of scope for this row",None — Approved,None,PASS,None
KBDL-THM-009,Approved,Approved,User-provided (project-owner approval),User-provided (project-owner approval),Mixed — Verified / Not verified,Mixed — Verified / Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),"themes/adaptation.md §5, §4, §6","themes/adaptation.md §5, §4, §6","themes/adaptation.md §5, §4, §6","WCAG contrast calculation (completed for status pairs and the opaque gradient caption substitute); manual review (color-expression, performed for approval scope)","themes/validation.md §3 for the recalculated pairs and themes/adaptation.md §5.2 for the Informational correction record. themes/adaptation.md §4.3 documents both gradient endpoints tested against both candidate text colors and the corrected, fully-opaque caption-band resolution (KBDL-004-R2)","New dark-mode status hues (#7CC4FF, #6FD19A, #E0A840, #FF8A80) were introduced here since the light-mode-only values from KBDL-003 fail contrast against a dark canvas; these dark hues, along with the light-mode Informational value revised to #164499 under KBDL-004-R1, are now Approved as part of the theme layer under KBDL-004-A1 (its correct role assignment — #164499 for Text/Icon/Border/Strong-surface, neutral-10 for On-strong-surface content — was clarified under KBDL-004-R2). Any translucent caption-band variant remains outside this row's approved scope",None — Approved,None,PASS,None
KBDL-THM-010,Approved,Approved,User-provided (project-owner approval),User-provided (project-owner approval),Mixed — Verified / Not verified,Mixed — Verified / Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (opaque caption-band strategy only; translucent variants remain Not verified and excluded),"themes/adaptation.md §5, §4, §6","themes/adaptation.md §5, §4, §6","themes/adaptation.md §5, §4, §6","WCAG contrast calculation (completed for status pairs and the opaque gradient caption substitute); manual review (color-expression, performed for approval scope)","themes/validation.md §3 for the recalculated pairs and themes/adaptation.md §5.2 for the Informational correction record. themes/adaptation.md §4.3 documents both gradient endpoints tested against both candidate text colors and the corrected, fully-opaque caption-band resolution (KBDL-004-R2)","New dark-mode status hues (#7CC4FF, #6FD19A, #E0A840, #FF8A80) were introduced here since the light-mode-only values from KBDL-003 fail contrast against a dark canvas; these dark hues, along with the light-mode Informational value revised to #164499 under KBDL-004-R1, are now Approved as part of the theme layer under KBDL-004-A1 (its correct role assignment — #164499 for Text/Icon/Border/Strong-surface, neutral-10 for On-strong-surface content — was clarified under KBDL-004-R2). Any translucent caption-band variant remains outside this row's approved scope",None — Approved,None,PASS,None
KBDL-THM-011,Approved,Approved,User-provided (project-owner approval),User-provided (project-owner approval),Not applicable,Not applicable,authoritative/prompt/decision/standard/prior Approved requirement,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),"themes/adaptation.md §5, §4, §6","themes/adaptation.md §5, §4, §6","themes/adaptation.md §5, §4, §6","WCAG contrast calculation (completed for status pairs and the opaque gradient caption substitute); manual review (color-expression, performed for approval scope)","themes/validation.md §3 for the recalculated pairs and themes/adaptation.md §5.2 for the Informational correction record. themes/adaptation.md §4.3 documents both gradient endpoints tested against both candidate text colors and the corrected, fully-opaque caption-band resolution (KBDL-004-R2)","New dark-mode status hues (#7CC4FF, #6FD19A, #E0A840, #FF8A80) were introduced here since the light-mode-only values from KBDL-003 fail contrast against a dark canvas; these dark hues, along with the light-mode Informational value revised to #164499 under KBDL-004-R1, are now Approved as part of the theme layer under KBDL-004-A1 (its correct role assignment — #164499 for Text/Icon/Border/Strong-surface, neutral-10 for On-strong-surface content — was clarified under KBDL-004-R2). Any translucent caption-band variant remains outside this row's approved scope",None — Approved,None,PASS,None
KBDL-THM-012,Approved,Approved,User-provided (project-owner approval),User-provided (project-owner approval),Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved (conceptual guidance only; no timing/easing value exists or is approved here); project-owner-approved KBDL-004 implementation prompt,themes/adaptation.md §7,themes/adaptation.md §7,themes/adaptation.md §7,Manual review confirming no timing/easing values were introduced (performed); manual review confirming reduced-motion behavior once implemented,Manual scope-compliance review recorded in the KBDL-004 commit — confirmed zero millisecond/easing values anywhere in docs/kbdl/themes/,"Exact timing/easing depends entirely on KBDL-005, which is eligible for its own future prompt and has not been started by this approval",None — Approved,None,PASS,None
