Resolution issue ID,Category,Requirement ID,Field or relationship,Current candidate value,Current candidate source,Permitted authoritative source,Authoritative source found,R16 defect category,R16 evidence reference,Affected validation gate,Affected effective record,Related requirements,Related decisions,Related packet item,Related standard,Current risk,Recommended resolution approach,Alternative approaches,Trade-offs,Required owner decision,Implementation action potentially unlocked,Additional approval required,Owner decision,Owner decision date,Owner evidence,Resolution status,Notes
SMR1-LOC-0030,Exact location,KBDL-CMP-102,Specification location,components-system.md#164-error-state; components-system.md#168-maintenance-unavailable-and-degraded-state; components-system.md#33-kbdl-008-decision-packet,field-source-registry.csv ledger value,Normative requirement location / approved multi-location rule,None,LOCATION_MISMATCH,exact-location-audit.csv,VAL-006; VAL-007,KBDL-CMP-102,,,,,Containing normative location = 'components-system.md#164-error-state'; explicit normative location = 'components-system.md#164-error-state'; readable-group supported locations = 'components-system.md#164-error-state'; exact expected locations = 'components-system.md#164-error-state'; all anchors resolve = True; exact comparison = False.,No approach recommended; options only: CONFIRM DERIVED LOCATION / CONFIRM EXISTING LOCATION WITH SOURCE / REVISE LOCATION / PROVIDE ORIGINAL EVIDENCE / DEFER DECISION,Confirming the ledger location over the derived location (or vice versa) both remain live options pending owner review.,Multiple locations may be legitimate (containing section vs. exact subsection); changing either source carries anchor-breakage risk.,"Confirm which location is authoritative for this requirement, or supply original evidence.","A future exact-location correction prompt for KBDL-CMP-102, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,VALUE REVISION DECISION REQUIRED,
SMR1-LOC-0031,Exact location,KBDL-CMP-105,Specification location,components-system.md#181-interactive-grid; components-system.md#33-kbdl-008-decision-packet,field-source-registry.csv ledger value,Normative requirement location / approved multi-location rule,None,LOCATION_MISMATCH,exact-location-audit.csv,VAL-006; VAL-007,KBDL-CMP-105,,,,,Containing normative location = 'components-system.md#181-interactive-grid'; explicit normative location = 'components-system.md#181-interactive-grid'; readable-group supported locations = 'components-system.md#181-interactive-grid'; exact expected locations = 'components-system.md#181-interactive-grid'; all anchors resolve = True; exact comparison = False.,No approach recommended; options only: CONFIRM DERIVED LOCATION / CONFIRM EXISTING LOCATION WITH SOURCE / REVISE LOCATION / PROVIDE ORIGINAL EVIDENCE / DEFER DECISION,Confirming the ledger location over the derived location (or vice versa) both remain live options pending owner review.,Multiple locations may be legitimate (containing section vs. exact subsection); changing either source carries anchor-breakage risk.,"Confirm which location is authoritative for this requirement, or supply original evidence.","A future exact-location correction prompt for KBDL-CMP-105, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,VALUE REVISION DECISION REQUIRED,
SMR1-LOC-0032,Exact location,KBDL-CMP-106,Specification location,components-system.md#182-tree-and-treegrid; components-system.md#33-kbdl-008-decision-packet,field-source-registry.csv ledger value,Normative requirement location / approved multi-location rule,None,LOCATION_MISMATCH,exact-location-audit.csv,VAL-006; VAL-007,KBDL-CMP-106,,,,,Containing normative location = 'components-system.md#182-tree-and-treegrid'; explicit normative location = 'components-system.md#182-tree-and-treegrid'; readable-group supported locations = 'components-system.md#182-tree-and-treegrid'; exact expected locations = 'components-system.md#182-tree-and-treegrid'; all anchors resolve = True; exact comparison = False.,No approach recommended; options only: CONFIRM DERIVED LOCATION / CONFIRM EXISTING LOCATION WITH SOURCE / REVISE LOCATION / PROVIDE ORIGINAL EVIDENCE / DEFER DECISION,Confirming the ledger location over the derived location (or vice versa) both remain live options pending owner review.,Multiple locations may be legitimate (containing section vs. exact subsection); changing either source carries anchor-breakage risk.,"Confirm which location is authoritative for this requirement, or supply original evidence.","A future exact-location correction prompt for KBDL-CMP-106, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,VALUE REVISION DECISION REQUIRED,
SMR1-LOC-0033,Exact location,KBDL-CMP-108,Specification location,components-system.md#183-carousel; components-system.md#33-kbdl-008-decision-packet,field-source-registry.csv ledger value,Normative requirement location / approved multi-location rule,None,LOCATION_MISMATCH,exact-location-audit.csv,VAL-006; VAL-007,KBDL-CMP-108,,,,,Containing normative location = 'components-system.md#183-carousel'; explicit normative location = 'components-system.md#183-carousel'; readable-group supported locations = 'components-system.md#183-carousel'; exact expected locations = 'components-system.md#183-carousel'; all anchors resolve = True; exact comparison = False.,No approach recommended; options only: CONFIRM DERIVED LOCATION / CONFIRM EXISTING LOCATION WITH SOURCE / REVISE LOCATION / PROVIDE ORIGINAL EVIDENCE / DEFER DECISION,Confirming the ledger location over the derived location (or vice versa) both remain live options pending owner review.,Multiple locations may be legitimate (containing section vs. exact subsection); changing either source carries anchor-breakage risk.,"Confirm which location is authoritative for this requirement, or supply original evidence.","A future exact-location correction prompt for KBDL-CMP-108, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,VALUE REVISION DECISION REQUIRED,
SMR1-LOC-0034,Exact location,KBDL-CMP-110,Specification location,components-system.md#184-data-visualization; components-system.md#33-kbdl-008-decision-packet,field-source-registry.csv ledger value,Normative requirement location / approved multi-location rule,None,LOCATION_MISMATCH,exact-location-audit.csv,VAL-006; VAL-007,KBDL-CMP-110,,,,,Containing normative location = 'components-system.md#184-data-visualization'; explicit normative location = 'components-system.md#184-data-visualization'; readable-group supported locations = 'components-system.md#184-data-visualization'; exact expected locations = 'components-system.md#184-data-visualization'; all anchors resolve = True; exact comparison = False.,No approach recommended; options only: CONFIRM DERIVED LOCATION / CONFIRM EXISTING LOCATION WITH SOURCE / REVISE LOCATION / PROVIDE ORIGINAL EVIDENCE / DEFER DECISION,Confirming the ledger location over the derived location (or vice versa) both remain live options pending owner review.,Multiple locations may be legitimate (containing section vs. exact subsection); changing either source carries anchor-breakage risk.,"Confirm which location is authoritative for this requirement, or supply original evidence.","A future exact-location correction prompt for KBDL-CMP-110, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,VALUE REVISION DECISION REQUIRED,
SMR1-LOC-0035,Exact location,KBDL-CMP-111,Specification location,components-system.md#19-responsive-transformation-policy; components-system.md#33-kbdl-008-decision-packet,field-source-registry.csv ledger value,Normative requirement location / approved multi-location rule,None,LOCATION_MISMATCH,exact-location-audit.csv,VAL-006; VAL-007,KBDL-CMP-111,,,,,Containing normative location = 'components-system.md#19-responsive-transformation-policy'; explicit normative location = 'components-system.md#19-responsive-transformation-policy'; readable-group supported locations = 'components-system.md#19-responsive-transformation-policy'; exact expected locations = 'components-system.md#19-responsive-transformation-policy'; all anchors resolve = True; exact comparison = False.,No approach recommended; options only: CONFIRM DERIVED LOCATION / CONFIRM EXISTING LOCATION WITH SOURCE / REVISE LOCATION / PROVIDE ORIGINAL EVIDENCE / DEFER DECISION,Confirming the ledger location over the derived location (or vice versa) both remain live options pending owner review.,Multiple locations may be legitimate (containing section vs. exact subsection); changing either source carries anchor-breakage risk.,"Confirm which location is authoritative for this requirement, or supply original evidence.","A future exact-location correction prompt for KBDL-CMP-111, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,VALUE REVISION DECISION REQUIRED,
SMR1-LOC-0036,Exact location,KBDL-CUS-011,Specification location,customization.md#10-impact-assessment; customization.md#14-validation-and-evidence-planning,field-source-registry.csv ledger value,Normative requirement location / approved multi-location rule,None,LOCATION_MISMATCH,exact-location-audit.csv,VAL-006; VAL-007,KBDL-CUS-011,,,,,Containing normative location = 'customization.md#30-normative-kbdl-cus-requirements'; explicit normative location = 'customization.md#10-impact-assessment'; readable-group supported locations = 'customization.md#10-impact-assessment'; exact expected locations = 'customization.md#10-impact-assessment'; all anchors resolve = True; exact comparison = False.,No approach recommended; options only: CONFIRM DERIVED LOCATION / CONFIRM EXISTING LOCATION WITH SOURCE / REVISE LOCATION / PROVIDE ORIGINAL EVIDENCE / DEFER DECISION,Confirming the ledger location over the derived location (or vice versa) both remain live options pending owner review.,Multiple locations may be legitimate (containing section vs. exact subsection); changing either source carries anchor-breakage risk.,"Confirm which location is authoritative for this requirement, or supply original evidence.","A future exact-location correction prompt for KBDL-CUS-011, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,VALUE REVISION DECISION REQUIRED,
SMR1-LOC-0037,Exact location,KBDL-CUS-029,Specification location,customization.md#15-review-expiry-change-and-rollback; customization.md#24-content-and-open-brand-expression,field-source-registry.csv ledger value,Normative requirement location / approved multi-location rule,None,LOCATION_MISMATCH,exact-location-audit.csv,VAL-006; VAL-007,KBDL-CUS-029,,,,,Containing normative location = 'customization.md#30-normative-kbdl-cus-requirements'; explicit normative location = 'customization.md#15-review-expiry-change-and-rollback'; readable-group supported locations = 'customization.md#15-review-expiry-change-and-rollback'; exact expected locations = 'customization.md#15-review-expiry-change-and-rollback'; all anchors resolve = True; exact comparison = False.,No approach recommended; options only: CONFIRM DERIVED LOCATION / CONFIRM EXISTING LOCATION WITH SOURCE / REVISE LOCATION / PROVIDE ORIGINAL EVIDENCE / DEFER DECISION,Confirming the ledger location over the derived location (or vice versa) both remain live options pending owner review.,Multiple locations may be legitimate (containing section vs. exact subsection); changing either source carries anchor-breakage risk.,"Confirm which location is authoritative for this requirement, or supply original evidence.","A future exact-location correction prompt for KBDL-CUS-029, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,VALUE REVISION DECISION REQUIRED,
SMR1-LOC-0038,Exact location,KBDL-FND-002,Specification location,foundations/color.md#24-status-roles; foundations/iconography-media.md#11-required-principles-approved,field-source-registry.csv ledger value,Normative requirement location / approved multi-location rule,None,LOCATION_MISMATCH,exact-location-audit.csv,VAL-006; VAL-007,KBDL-FND-002,,,,,Containing normative location = 'foundations/README.md#7-normative-requirements'; explicit normative location = 'foundations/color.md#24-status-roles'; readable-group supported locations = 'foundations/color.md#24-status-roles'; exact expected locations = 'foundations/color.md#24-status-roles'; all anchors resolve = True; exact comparison = False.,No approach recommended; options only: CONFIRM DERIVED LOCATION / CONFIRM EXISTING LOCATION WITH SOURCE / REVISE LOCATION / PROVIDE ORIGINAL EVIDENCE / DEFER DECISION,Confirming the ledger location over the derived location (or vice versa) both remain live options pending owner review.,Multiple locations may be legitimate (containing section vs. exact subsection); changing either source carries anchor-breakage risk.,"Confirm which location is authoritative for this requirement, or supply original evidence.","A future exact-location correction prompt for KBDL-FND-002, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,VALUE REVISION DECISION REQUIRED,
SMR1-LOC-0039,Exact location,KBDL-GOV-001,Specification location,governance.md#kbdl-gov-001--specification-architecture-is-established,field-source-registry.csv ledger value,Normative requirement location / approved multi-location rule,None,LOCATION_MISMATCH,exact-location-audit.csv,VAL-006; VAL-007,KBDL-GOV-001,,,,,Containing normative location = 'governance.md#kbdl-governance-and-change-control'; explicit normative location = 'ABSENT'; readable-group supported locations = 'governance.md#kbdl-governance-and-change-control'; exact expected locations = 'governance.md#kbdl-governance-and-change-control'; all anchors resolve = True; exact comparison = False.,No approach recommended; options only: CONFIRM DERIVED LOCATION / CONFIRM EXISTING LOCATION WITH SOURCE / REVISE LOCATION / PROVIDE ORIGINAL EVIDENCE / DEFER DECISION,Confirming the ledger location over the derived location (or vice versa) both remain live options pending owner review.,Multiple locations may be legitimate (containing section vs. exact subsection); changing either source carries anchor-breakage risk.,"Confirm which location is authoritative for this requirement, or supply original evidence.","A future exact-location correction prompt for KBDL-GOV-001, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,VALUE REVISION DECISION REQUIRED,
SMR1-LOC-0040,Exact location,KBDL-GOV-002,Specification location,governance.md#kbdl-gov-002--accessibility-requirements-are-protected,field-source-registry.csv ledger value,Normative requirement location / approved multi-location rule,None,LOCATION_MISMATCH,exact-location-audit.csv,VAL-006; VAL-007,KBDL-GOV-002,,,,,Containing normative location = 'governance.md#kbdl-gov-001--specification-architecture-is-established'; explicit normative location = 'ABSENT'; readable-group supported locations = 'governance.md#kbdl-gov-001--specification-architecture-is-established'; exact expected locations = 'governance.md#kbdl-gov-001--specification-architecture-is-established'; all anchors resolve = True; exact comparison = False.,No approach recommended; options only: CONFIRM DERIVED LOCATION / CONFIRM EXISTING LOCATION WITH SOURCE / REVISE LOCATION / PROVIDE ORIGINAL EVIDENCE / DEFER DECISION,Confirming the ledger location over the derived location (or vice versa) both remain live options pending owner review.,Multiple locations may be legitimate (containing section vs. exact subsection); changing either source carries anchor-breakage risk.,"Confirm which location is authoritative for this requirement, or supply original evidence.","A future exact-location correction prompt for KBDL-GOV-002, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,VALUE REVISION DECISION REQUIRED,
SMR1-LOC-0041,Exact location,KBDL-GOV-003,Specification location,governance.md#kbdl-gov-003--documentation-governance-process,field-source-registry.csv ledger value,Normative requirement location / approved multi-location rule,None,LOCATION_MISMATCH,exact-location-audit.csv,VAL-006; VAL-007,KBDL-GOV-003,,,,,Containing normative location = 'governance.md#kbdl-gov-002--accessibility-requirements-are-protected'; explicit normative location = 'ABSENT'; readable-group supported locations = 'governance.md#kbdl-gov-002--accessibility-requirements-are-protected'; exact expected locations = 'governance.md#kbdl-gov-002--accessibility-requirements-are-protected'; all anchors resolve = True; exact comparison = False.,No approach recommended; options only: CONFIRM DERIVED LOCATION / CONFIRM EXISTING LOCATION WITH SOURCE / REVISE LOCATION / PROVIDE ORIGINAL EVIDENCE / DEFER DECISION,Confirming the ledger location over the derived location (or vice versa) both remain live options pending owner review.,Multiple locations may be legitimate (containing section vs. exact subsection); changing either source carries anchor-breakage risk.,"Confirm which location is authoritative for this requirement, or supply original evidence.","A future exact-location correction prompt for KBDL-GOV-003, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,VALUE REVISION DECISION REQUIRED,
SMR1-LOC-0042,Exact location,KBDL-PRN-001,Specification location,principles.md#1-identity-statement,field-source-registry.csv ledger value,Normative requirement location / approved multi-location rule,None,LOCATION_MISMATCH,exact-location-audit.csv,VAL-006; VAL-007,KBDL-PRN-001,,,,,Containing normative location = 'principles.md#12-normative-requirements'; explicit normative location = 'ABSENT'; readable-group supported locations = 'principles.md#12-normative-requirements'; exact expected locations = 'principles.md#12-normative-requirements'; all anchors resolve = True; exact comparison = False.,No approach recommended; options only: CONFIRM DERIVED LOCATION / CONFIRM EXISTING LOCATION WITH SOURCE / REVISE LOCATION / PROVIDE ORIGINAL EVIDENCE / DEFER DECISION,Confirming the ledger location over the derived location (or vice versa) both remain live options pending owner review.,Multiple locations may be legitimate (containing section vs. exact subsection); changing either source carries anchor-breakage risk.,"Confirm which location is authoritative for this requirement, or supply original evidence.","A future exact-location correction prompt for KBDL-PRN-001, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,VALUE REVISION DECISION REQUIRED,
SMR1-LOC-0043,Exact location,KBDL-PRN-002,Specification location,principles.md#4-relationship-between-luxury-and-utility,field-source-registry.csv ledger value,Normative requirement location / approved multi-location rule,None,LOCATION_MISMATCH,exact-location-audit.csv,VAL-006; VAL-007,KBDL-PRN-002,,,,,Containing normative location = 'principles.md#12-normative-requirements'; explicit normative location = 'ABSENT'; readable-group supported locations = 'principles.md#12-normative-requirements'; exact expected locations = 'principles.md#12-normative-requirements'; all anchors resolve = True; exact comparison = False.,No approach recommended; options only: CONFIRM DERIVED LOCATION / CONFIRM EXISTING LOCATION WITH SOURCE / REVISE LOCATION / PROVIDE ORIGINAL EVIDENCE / DEFER DECISION,Confirming the ledger location over the derived location (or vice versa) both remain live options pending owner review.,Multiple locations may be legitimate (containing section vs. exact subsection); changing either source carries anchor-breakage risk.,"Confirm which location is authoritative for this requirement, or supply original evidence.","A future exact-location correction prompt for KBDL-PRN-002, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,VALUE REVISION DECISION REQUIRED,
SMR1-LOC-0044,Exact location,KBDL-PRN-003,Specification location,principles.md#6-core-principles,field-source-registry.csv ledger value,Normative requirement location / approved multi-location rule,None,LOCATION_MISMATCH,exact-location-audit.csv,VAL-006; VAL-007,KBDL-PRN-003,,,,,Containing normative location = 'principles.md#12-normative-requirements'; explicit normative location = 'ABSENT'; readable-group supported locations = 'principles.md#12-normative-requirements'; exact expected locations = 'principles.md#12-normative-requirements'; all anchors resolve = True; exact comparison = False.,No approach recommended; options only: CONFIRM DERIVED LOCATION / CONFIRM EXISTING LOCATION WITH SOURCE / REVISE LOCATION / PROVIDE ORIGINAL EVIDENCE / DEFER DECISION,Confirming the ledger location over the derived location (or vice versa) both remain live options pending owner review.,Multiple locations may be legitimate (containing section vs. exact subsection); changing either source carries anchor-breakage risk.,"Confirm which location is authoritative for this requirement, or supply original evidence.","A future exact-location correction prompt for KBDL-PRN-003, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,VALUE REVISION DECISION REQUIRED,
SMR1-LOC-0045,Exact location,KBDL-PRN-004,Specification location,principles.md#7-visual-consistency,field-source-registry.csv ledger value,Normative requirement location / approved multi-location rule,None,LOCATION_MISMATCH,exact-location-audit.csv,VAL-006; VAL-007,KBDL-PRN-004,,,,,Containing normative location = 'principles.md#12-normative-requirements'; explicit normative location = 'ABSENT'; readable-group supported locations = 'principles.md#12-normative-requirements'; exact expected locations = 'principles.md#12-normative-requirements'; all anchors resolve = True; exact comparison = False.,No approach recommended; options only: CONFIRM DERIVED LOCATION / CONFIRM EXISTING LOCATION WITH SOURCE / REVISE LOCATION / PROVIDE ORIGINAL EVIDENCE / DEFER DECISION,Confirming the ledger location over the derived location (or vice versa) both remain live options pending owner review.,Multiple locations may be legitimate (containing section vs. exact subsection); changing either source carries anchor-breakage risk.,"Confirm which location is authoritative for this requirement, or supply original evidence.","A future exact-location correction prompt for KBDL-PRN-004, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,VALUE REVISION DECISION REQUIRED,
SMR1-LOC-0046,Exact location,KBDL-PRN-005,Specification location,principles.md#5-stable-and-variable-identity-elements,field-source-registry.csv ledger value,Normative requirement location / approved multi-location rule,None,LOCATION_MISMATCH,exact-location-audit.csv,VAL-006; VAL-007,KBDL-PRN-005,,,,,Containing normative location = 'principles.md#12-normative-requirements'; explicit normative location = 'ABSENT'; readable-group supported locations = 'principles.md#12-normative-requirements'; exact expected locations = 'principles.md#12-normative-requirements'; all anchors resolve = True; exact comparison = False.,No approach recommended; options only: CONFIRM DERIVED LOCATION / CONFIRM EXISTING LOCATION WITH SOURCE / REVISE LOCATION / PROVIDE ORIGINAL EVIDENCE / DEFER DECISION,Confirming the ledger location over the derived location (or vice versa) both remain live options pending owner review.,Multiple locations may be legitimate (containing section vs. exact subsection); changing either source carries anchor-breakage risk.,"Confirm which location is authoritative for this requirement, or supply original evidence.","A future exact-location correction prompt for KBDL-PRN-005, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,VALUE REVISION DECISION REQUIRED,
SMR1-LOC-0047,Exact location,KBDL-PRN-006,Specification location,principles.md#8-design-decision-hierarchy,field-source-registry.csv ledger value,Normative requirement location / approved multi-location rule,None,LOCATION_MISMATCH,exact-location-audit.csv,VAL-006; VAL-007,KBDL-PRN-006,,,,,Containing normative location = 'principles.md#12-normative-requirements'; explicit normative location = 'ABSENT'; readable-group supported locations = 'principles.md#12-normative-requirements'; exact expected locations = 'principles.md#12-normative-requirements'; all anchors resolve = True; exact comparison = False.,No approach recommended; options only: CONFIRM DERIVED LOCATION / CONFIRM EXISTING LOCATION WITH SOURCE / REVISE LOCATION / PROVIDE ORIGINAL EVIDENCE / DEFER DECISION,Confirming the ledger location over the derived location (or vice versa) both remain live options pending owner review.,Multiple locations may be legitimate (containing section vs. exact subsection); changing either source carries anchor-breakage risk.,"Confirm which location is authoritative for this requirement, or supply original evidence.","A future exact-location correction prompt for KBDL-PRN-006, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,VALUE REVISION DECISION REQUIRED,
SMR1-LOC-0048,Exact location,KBDL-PRN-007,Specification location,principles.md#9-profile-level-interpretation,field-source-registry.csv ledger value,Normative requirement location / approved multi-location rule,None,LOCATION_MISMATCH,exact-location-audit.csv,VAL-006; VAL-007,KBDL-PRN-007,,,,,Containing normative location = 'principles.md#12-normative-requirements'; explicit normative location = 'ABSENT'; readable-group supported locations = 'principles.md#12-normative-requirements'; exact expected locations = 'principles.md#12-normative-requirements'; all anchors resolve = True; exact comparison = False.,No approach recommended; options only: CONFIRM DERIVED LOCATION / CONFIRM EXISTING LOCATION WITH SOURCE / REVISE LOCATION / PROVIDE ORIGINAL EVIDENCE / DEFER DECISION,Confirming the ledger location over the derived location (or vice versa) both remain live options pending owner review.,Multiple locations may be legitimate (containing section vs. exact subsection); changing either source carries anchor-breakage risk.,"Confirm which location is authoritative for this requirement, or supply original evidence.","A future exact-location correction prompt for KBDL-PRN-007, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,VALUE REVISION DECISION REQUIRED,
SMR1-LOC-0049,Exact location,KBDL-PRN-008,Specification location,principles.md#10-conforming-design-directions; principles.md#11-non-conforming-design-directions,field-source-registry.csv ledger value,Normative requirement location / approved multi-location rule,None,LOCATION_MISMATCH,exact-location-audit.csv,VAL-006; VAL-007,KBDL-PRN-008,,,,,Containing normative location = 'principles.md#12-normative-requirements'; explicit normative location = 'ABSENT'; readable-group supported locations = 'principles.md#12-normative-requirements'; exact expected locations = 'principles.md#12-normative-requirements'; all anchors resolve = True; exact comparison = False.,No approach recommended; options only: CONFIRM DERIVED LOCATION / CONFIRM EXISTING LOCATION WITH SOURCE / REVISE LOCATION / PROVIDE ORIGINAL EVIDENCE / DEFER DECISION,Confirming the ledger location over the derived location (or vice versa) both remain live options pending owner review.,Multiple locations may be legitimate (containing section vs. exact subsection); changing either source carries anchor-breakage risk.,"Confirm which location is authoritative for this requirement, or supply original evidence.","A future exact-location correction prompt for KBDL-PRN-008, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,VALUE REVISION DECISION REQUIRED,
SMR1-LOC-0050,Exact location,KBDL-PRO-001,Specification location,profiles.md#5-profile-architecture; profiles.md#9-cross-profile-invariants,field-source-registry.csv ledger value,Normative requirement location / approved multi-location rule,None,LOCATION_MISMATCH,exact-location-audit.csv,VAL-006; VAL-007,KBDL-PRO-001,,,,,Containing normative location = 'profiles.md#5-profile-architecture'; explicit normative location = 'profiles.md#5-profile-architecture'; readable-group supported locations = 'profiles.md#5-profile-architecture'; exact expected locations = 'profiles.md#5-profile-architecture'; all anchors resolve = True; exact comparison = False.,No approach recommended; options only: CONFIRM DERIVED LOCATION / CONFIRM EXISTING LOCATION WITH SOURCE / REVISE LOCATION / PROVIDE ORIGINAL EVIDENCE / DEFER DECISION,Confirming the ledger location over the derived location (or vice versa) both remain live options pending owner review.,Multiple locations may be legitimate (containing section vs. exact subsection); changing either source carries anchor-breakage risk.,"Confirm which location is authoritative for this requirement, or supply original evidence.","A future exact-location correction prompt for KBDL-PRO-001, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,VALUE REVISION DECISION REQUIRED,
SMR1-LOC-0051,Exact location,KBDL-PRO-006,Specification location,profiles.md#7-locked-controlled-and-open-profile-decisions; profiles.md#35-kbdl-006-approval-boundary-audit; profiles.md#37-kbdl-008-approval-boundary-audit,field-source-registry.csv ledger value,Normative requirement location / approved multi-location rule,None,LOCATION_MISMATCH,exact-location-audit.csv,VAL-006; VAL-007,KBDL-PRO-006,,,,,Containing normative location = 'profiles.md#7-locked-controlled-and-open-profile-decisions'; explicit normative location = 'profiles.md#7-locked-controlled-and-open-profile-decisions'; readable-group supported locations = 'profiles.md#7-locked-controlled-and-open-profile-decisions'; exact expected locations = 'profiles.md#7-locked-controlled-and-open-profile-decisions'; all anchors resolve = True; exact comparison = False.,No approach recommended; options only: CONFIRM DERIVED LOCATION / CONFIRM EXISTING LOCATION WITH SOURCE / REVISE LOCATION / PROVIDE ORIGINAL EVIDENCE / DEFER DECISION,Confirming the ledger location over the derived location (or vice versa) both remain live options pending owner review.,Multiple locations may be legitimate (containing section vs. exact subsection); changing either source carries anchor-breakage risk.,"Confirm which location is authoritative for this requirement, or supply original evidence.","A future exact-location correction prompt for KBDL-PRO-006, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,VALUE REVISION DECISION REQUIRED,
SMR1-LOC-0052,Exact location,KBDL-PRO-009,Specification location,profiles.md#8-profile-selection-and-declaration; profiles.md#33-kbdl-009-decision-packet,field-source-registry.csv ledger value,Normative requirement location / approved multi-location rule,None,LOCATION_MISMATCH,exact-location-audit.csv,VAL-006; VAL-007,KBDL-PRO-009,,,,,Containing normative location = 'profiles.md#8-profile-selection-and-declaration'; explicit normative location = 'profiles.md#8-profile-selection-and-declaration'; readable-group supported locations = 'profiles.md#8-profile-selection-and-declaration'; exact expected locations = 'profiles.md#8-profile-selection-and-declaration'; all anchors resolve = True; exact comparison = False.,No approach recommended; options only: CONFIRM DERIVED LOCATION / CONFIRM EXISTING LOCATION WITH SOURCE / REVISE LOCATION / PROVIDE ORIGINAL EVIDENCE / DEFER DECISION,Confirming the ledger location over the derived location (or vice versa) both remain live options pending owner review.,Multiple locations may be legitimate (containing section vs. exact subsection); changing either source carries anchor-breakage risk.,"Confirm which location is authoritative for this requirement, or supply original evidence.","A future exact-location correction prompt for KBDL-PRO-009, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,VALUE REVISION DECISION REQUIRED,
SMR1-LOC-0053,Exact location,KBDL-PRO-016,Specification location,profiles.md#102-component-interpretation; profiles.md#34-approval-ready-versus-contingent-decisions,field-source-registry.csv ledger value,Normative requirement location / approved multi-location rule,None,LOCATION_MISMATCH,exact-location-audit.csv,VAL-006; VAL-007,KBDL-PRO-016,,,,,Containing normative location = 'profiles.md#102-component-interpretation'; explicit normative location = 'profiles.md#102-component-interpretation'; readable-group supported locations = 'profiles.md#102-component-interpretation'; exact expected locations = 'profiles.md#102-component-interpretation'; all anchors resolve = True; exact comparison = False.,No approach recommended; options only: CONFIRM DERIVED LOCATION / CONFIRM EXISTING LOCATION WITH SOURCE / REVISE LOCATION / PROVIDE ORIGINAL EVIDENCE / DEFER DECISION,Confirming the ledger location over the derived location (or vice versa) both remain live options pending owner review.,Multiple locations may be legitimate (containing section vs. exact subsection); changing either source carries anchor-breakage risk.,"Confirm which location is authoritative for this requirement, or supply original evidence.","A future exact-location correction prompt for KBDL-PRO-016, only after an explicit owner decision and separate validation.",Planning-agent validation of the recorded decision before any implementation action.,PENDING,PENDING,PENDING,VALUE REVISION DECISION REQUIRED,
